	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
false	[INTERPRO, BLASTED, MAPPED]	TRINITY_DN80914_c10_g1_i6.p1	sodium channel and clathrin linker 1-like isoform X1	200	25	2.66176E-114	63.29	5	P:GO:0000413; F:GO:0003755; C:GO:0016020; C:GO:0016021; F:GO:0016853	P:protein peptidyl-prolyl isomerization; F:peptidyl-prolyl cis-trans isomerase activity; C:membrane; C:integral component of membrane; F:isomerase activity			Coil (COILS); Coil (COILS); Coil (COILS); Coil (COILS); Coil (COILS); IPR038911 (PANTHER)	P:GO:0045162	P:clustering of voltage-gated sodium channels
false	[INTERPRO, BLASTED, MAPPED]	TRINITY_DN80924_c7_g1_i3.p1	m7 -mRNA hydrolase	414	25	0.0	63.97	15	P:GO:0001510; F:GO:0003723; F:GO:0004843; C:GO:0005737; P:GO:0006396; P:GO:0006508; P:GO:0008033; F:GO:0008168; F:GO:0008173; C:GO:0016020; C:GO:0016021; F:GO:0016740; P:GO:0032259; P:GO:0071108; F:GO:1990380	P:RNA methylation; F:RNA binding; F:thiol-dependent deubiquitinase; C:cytoplasm; P:RNA processing; P:proteolysis; P:tRNA processing; F:methyltransferase activity; F:RNA methyltransferase activity; C:membrane; C:integral component of membrane; F:transferase activity; P:methylation; P:protein K48-linked deubiquitination; F:Lys48-specific deubiquitinase activity			IPR007722 (SMART); IPR036189 (G3DSA:1.10.10.GENE3D); IPR000086 (PFAM); G3DSA:3.90.79.10 (GENE3D); IPR007722 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR23114 (PANTHER); PTHR23114:SF17 (PANTHER); IPR020084 (PROSITE_PATTERNS); IPR000086 (PROSITE_PROFILES); IPR044099 (CDD); IPR036189 (SUPERFAMILY); IPR015797 (SUPERFAMILY)	P:GO:0000184; P:GO:0000290; F:GO:0003723; F:GO:0016787; F:GO:0030145; F:GO:0050072	P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; P:deadenylation-dependent decapping of nuclear-transcribed mRNA; F:RNA binding; F:hydrolase activity; F:manganese ion binding; F:m7G(5')pppN diphosphatase activity
false	[INTERPRO, BLASTED, MAPPED]	TRINITY_DN80924_c8_g1_i1.p1	multidrug resistance-associated 1-like	493	25	0.0	83.64	18	F:GO:0003824; F:GO:0004129; C:GO:0005739; C:GO:0005743; C:GO:0005886; C:GO:0005887; P:GO:0006119; P:GO:0009060; F:GO:0015416; P:GO:0015716; C:GO:0016020; C:GO:0016021; F:GO:0020037; P:GO:0022900; F:GO:0046872; P:GO:0055085; C:GO:0070469; P:GO:1902600	F:catalytic activity; F:cytochrome-c oxidase activity; C:mitochondrion; C:mitochondrial inner membrane; C:plasma membrane; C:integral component of plasma membrane; P:oxidative phosphorylation; P:aerobic respiration; F:ABC-type phosphonate transporter activity; P:organic phosphonate transport; C:membrane; C:integral component of membrane; F:heme binding; P:electron transport chain; F:metal ion binding; P:transmembrane transport; C:respirasome; P:proton transmembrane transport			IPR003593 (SMART); IPR027417 (G3DSA:3.40.50.GENE3D); IPR036640 (G3DSA:1.20.1560.GENE3D); IPR003439 (PFAM); IPR011527 (PFAM); PTHR24223 (PANTHER); PTHR24223:SF241 (PANTHER); IPR017871 (PROSITE_PATTERNS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); IPR011527 (PROSITE_PROFILES); IPR003439 (PROSITE_PROFILES); cd03244 (CDD); cd18603 (CDD); IPR027417 (SUPERFAMILY); IPR036640 (SUPERFAMILY); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM)	F:GO:0005524; C:GO:0016021; P:GO:0055085; F:GO:0140359	F:ATP binding; C:integral component of membrane; P:transmembrane transport; F:ABC-type transporter activity
false	[INTERPRO, BLASTED, MAPPED]	TRINITY_DN80926_c2_g1_i2.p2	bric-a-brac 2-	104	25	2.8618E-65	84.23	3	F:GO:0003674; C:GO:0005575; P:GO:0008150	F:molecular_function; C:cellular_component; P:biological_process			IPR000210 (PFAM); IPR011333 (G3DSA:3.30.710.GENE3D); PTHR23110 (PANTHER); IPR000210 (PROSITE_PROFILES); IPR011333 (SUPERFAMILY)	F:GO:0005515	F:protein binding
false	[INTERPRO, BLASTED, MAPPED]	TRINITY_DN80927_c15_g1_i1.p1	Apoptosis-resistant E3 ubiquitin ligase 1	745	25	0.0	78.74	24	P:GO:0000079; C:GO:0000307; F:GO:0003674; F:GO:0003677; F:GO:0003700; F:GO:0005515; C:GO:0005575; C:GO:0005634; C:GO:0005737; P:GO:0006351; P:GO:0006355; P:GO:0006357; P:GO:0007049; P:GO:0007155; P:GO:0008150; P:GO:0010374; P:GO:0010389; C:GO:0016020; C:GO:0016021; F:GO:0016538; P:GO:0042246; P:GO:0044772; P:GO:0045597; P:GO:0051301	P:regulation of cyclin-dependent protein serine/threonine kinase activity; C:cyclin-dependent protein kinase holoenzyme complex; F:molecular_function; F:DNA binding; F:DNA-binding transcription factor activity; F:protein binding; C:cellular_component; C:nucleus; C:cytoplasm; P:transcription, DNA-templated; P:regulation of transcription, DNA-templated; P:regulation of transcription by RNA polymerase II; P:cell cycle; P:cell adhesion; P:biological_process; P:stomatal complex development; P:regulation of G2/M transition of mitotic cell cycle; C:membrane; C:integral component of membrane; F:cyclin-dependent protein serine/threonine kinase regulator activity; P:tissue regeneration; P:mitotic cell cycle phase transition; P:positive regulation of cell differentiation; P:cell division			IPR000569 (SMART); IPR001298 (SMART); IPR000569 (PFAM); G3DSA:3.30.2160.10 (GENE3D); IPR017868 (PFAM); G3DSA:3.90.1750.10 (GENE3D); IPR013783 (G3DSA:2.60.40.GENE3D); G3DSA:3.30.2410.10 (GENE3D); PTHR11254:SF340 (PANTHER); PTHR11254 (PANTHER); IPR000569 (PROSITE_PROFILES); IPR017868 (PROSITE_PROFILES); IPR000569 (CDD); IPR014756 (SUPERFAMILY); IPR035983 (SUPERFAMILY)	F:GO:0004842; F:GO:0005515	F:ubiquitin-protein transferase activity; F:protein binding
false	[INTERPRO, BLASTED, MAPPED]	TRINITY_DN80934_c14_g2_i1.p1	DNA-directed RNA polymerase I subunit RPA43	233	25	2.09178E-152	61.05	6	C:GO:0005886; P:GO:0006508; F:GO:0008236; C:GO:0016020; C:GO:0016021; P:GO:0055085	C:plasma membrane; P:proteolysis; F:serine-type peptidase activity; C:membrane; C:integral component of membrane; P:transmembrane transport			Coil (COILS); G3DSA:2.40.50.1060 (GENE3D); IPR041178 (PFAM); IPR036898 (G3DSA:3.30.1490.GENE3D); mobidb-lite (MOBIDB_LITE); IPR045113 (PANTHER); PTHR12709:SF5 (PANTHER)	F:GO:0003899; P:GO:0006352	F:DNA-directed 5'-3' RNA polymerase activity; P:DNA-templated transcription, initiation
false	[INTERPRO, BLASTED, MAPPED]	TRINITY_DN80937_c10_g1_i1.p1	39S ribosomal mitochondrial	416	25	0.0	70.4	4	F:GO:0004671; P:GO:0006481; C:GO:0016020; C:GO:0016021	F:protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity; P:C-terminal protein methylation; C:membrane; C:integral component of membrane			Coil (COILS); IPR036610 (G3DSA:3.90.280.GENE3D); IPR008914 (PFAM); PTHR11362:SF133 (PANTHER); IPR035810 (PANTHER); IPR035810 (CDD); IPR036610 (SUPERFAMILY)	no GO terms	no GO terms
false	[INTERPRO, BLASTED, MAPPED]	TRINITY_DN80947_c0_g1_i4.p1	disco-interacting 2 isoform X2	770	25	0.0	81.55	1	C:GO:0019031	C:viral envelope			IPR000873 (PFAM); IPR042099 (G3DSA:3.40.50.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR22754:SF33 (PANTHER); PTHR22754 (PANTHER); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); SSF56801 (SUPERFAMILY)	no GO terms	no GO terms
false	[INTERPRO, BLASTED, MAPPED]	TRINITY_DN80948_c4_g5_i3.p1	Regulator of telomere elongation helicase 1	206	16	3.15403E-117	61.71	3	F:GO:0004497; C:GO:0016020; C:GO:0016021	F:monooxygenase activity; C:membrane; C:integral component of membrane			G3DSA:1.20.1160.20 (GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
false	[INTERPRO, BLASTED, MAPPED]	TRINITY_DN80954_c9_g1_i3.p1	inversin-like isoform X2	972	25	0.0	71.95	8	C:GO:0005886; P:GO:0006865; C:GO:0016020; C:GO:0016021; F:GO:0022857; C:GO:0043190; P:GO:0055085; P:GO:0071705	C:plasma membrane; P:amino acid transport; C:membrane; C:integral component of membrane; F:transmembrane transporter activity; C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport; P:nitrogen compound transport			Coil (COILS); IPR002110 (PRINTS); IPR000048 (SMART); IPR002110 (SMART); IPR000048 (PFAM); IPR036770 (G3DSA:1.25.40.GENE3D); IPR036770 (G3DSA:1.25.40.GENE3D); IPR036770 (G3DSA:1.25.40.GENE3D); IPR036770 (G3DSA:1.25.40.GENE3D); IPR002110 (PFAM); IPR036770 (G3DSA:1.25.40.GENE3D); IPR036770 (G3DSA:1.25.40.GENE3D); IPR020683 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR24178 (PANTHER); PTHR24178:SF2 (PANTHER); IPR002110 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); IPR000048 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); IPR036770 (SUPERFAMILY); IPR036770 (SUPERFAMILY)	F:GO:0005515	F:protein binding
false	[INTERPRO, BLASTED, MAPPED]	TRINITY_DN80955_c9_g1_i1.p2	28869435XP_027217167.1 uncharacterized protein LOC113809703	102	6	1.29287E-42	81.19	3	F:GO:0003674; C:GO:0005575; P:GO:0008150	F:molecular_function; C:cellular_component; P:biological_process			no IPS match	no IPS match	no IPS match
false	[INTERPRO, BLASTED, MAPPED]	TRINITY_DN80957_c5_g5_i1.p1	heat shock 70	117	25	1.19662E-62	94.41	16	F:GO:0000049; F:GO:0003723; F:GO:0003735; C:GO:0005739; C:GO:0005743; C:GO:0005840; P:GO:0006412; F:GO:0009055; C:GO:0015934; C:GO:0016020; C:GO:0016021; F:GO:0016491; F:GO:0019843; P:GO:0022904; P:GO:0042254; C:GO:0070469	F:tRNA binding; F:RNA binding; F:structural constituent of ribosome; C:mitochondrion; C:mitochondrial inner membrane; C:ribosome; P:translation; F:electron transfer activity; C:large ribosomal subunit; C:membrane; C:integral component of membrane; F:oxidoreductase activity; F:rRNA binding; P:respiratory electron transport chain; P:ribosome biogenesis; C:respirasome			IPR029048 (G3DSA:1.20.1270.GENE3D); IPR013126 (PFAM); IPR029047 (G3DSA:2.60.34.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR013126 (PANTHER); PTHR19375:SF448 (PANTHER); IPR029048 (SUPERFAMILY); IPR029047 (SUPERFAMILY)	F:GO:0005524; F:GO:0016887	F:ATP binding; F:ATP hydrolysis activity
false	[INTERPRO, BLASTED, MAPPED]	TRINITY_DN80957_c6_g6_i1.p1	nad-specific glutamate dehydrogenase	115	25	5.69232E-28	63.71	6	F:GO:0003677; P:GO:0006310; P:GO:0015074; P:GO:0044826; P:GO:0046718; P:GO:0075713	F:DNA binding; P:DNA recombination; P:DNA integration; P:viral genome integration into host DNA; P:viral entry into host cell; P:establishment of integrated proviral latency			IPR019651 (PFAM)	no GO terms	no GO terms
false	[INTERPRO, BLASTED, MAPPED]	TRINITY_DN80957_c7_g2_i1.p2	heat shock 70	114	25	4.43604E-74	96.84	13	F:GO:0000166; F:GO:0003677; F:GO:0003723; F:GO:0003735; F:GO:0004077; F:GO:0005524; C:GO:0005840; P:GO:0006355; P:GO:0006412; P:GO:0006464; P:GO:0009305; F:GO:0016874; F:GO:0019843	F:nucleotide binding; F:DNA binding; F:RNA binding; F:structural constituent of ribosome; F:biotin-[acetyl-CoA-carboxylase] ligase activity; F:ATP binding; C:ribosome; P:regulation of transcription, DNA-templated; P:translation; P:cellular protein modification process; P:protein biotinylation; F:ligase activity; F:rRNA binding			PR00301 (PRINTS); G3DSA:3.30.420.40 (GENE3D); IPR013126 (PFAM); PTHR19375:SF382 (PANTHER); IPR013126 (PANTHER); IPR018181 (PROSITE_PATTERNS); IPR043129 (SUPERFAMILY)	F:GO:0005524; F:GO:0016887	F:ATP binding; F:ATP hydrolysis activity
false	[INTERPRO, BLASTED, MAPPED]	TRINITY_DN80957_c7_g6_i1.p1	heat shock 70	247	25	1.43072E-176	99.24	13	F:GO:0000166; F:GO:0003677; F:GO:0003723; F:GO:0003735; F:GO:0004077; F:GO:0005524; C:GO:0005840; P:GO:0006355; P:GO:0006412; P:GO:0006464; P:GO:0009305; F:GO:0016874; F:GO:0019843	F:nucleotide binding; F:DNA binding; F:RNA binding; F:structural constituent of ribosome; F:biotin-[acetyl-CoA-carboxylase] ligase activity; F:ATP binding; C:ribosome; P:regulation of transcription, DNA-templated; P:translation; P:cellular protein modification process; P:protein biotinylation; F:ligase activity; F:rRNA binding			PR00301 (PRINTS); IPR013126 (PFAM); G3DSA:3.90.640.10 (GENE3D); G3DSA:3.30.420.40 (GENE3D); IPR029047 (G3DSA:2.60.34.GENE3D); IPR013126 (PANTHER); PTHR19375:SF448 (PANTHER); IPR018181 (PROSITE_PATTERNS); IPR018181 (PROSITE_PATTERNS); IPR043129 (SUPERFAMILY); IPR029047 (SUPERFAMILY)	F:GO:0005524; F:GO:0016887	F:ATP binding; F:ATP hydrolysis activity
false	[INTERPRO, BLASTED, MAPPED]	TRINITY_DN80958_c2_g1_i4.p1	recQ-mediated genome instability 2	141	25	8.3034E-95	56.92	8	F:GO:0003824; P:GO:0008152; F:GO:0008703; F:GO:0008835; P:GO:0009231; F:GO:0016491; F:GO:0016787; F:GO:0046872	F:catalytic activity; P:metabolic process; F:5-amino-6-(5-phosphoribosylamino)uracil reductase activity; F:diaminohydroxyphosphoribosylaminopyrimidine deaminase activity; P:riboflavin biosynthetic process; F:oxidoreductase activity; F:hydrolase activity; F:metal ion binding			G3DSA:2.40.50.140 (GENE3D); IPR032245 (PFAM); IPR032245 (PANTHER)	no GO terms	no GO terms
false	[INTERPRO, BLASTED, MAPPED]	TRINITY_DN80959_c9_g3_i2.p1	DNA-binding D-ETS-4	354	25	6.57092E-139	82.22	6	F:GO:0005524; P:GO:0006281; P:GO:0006298; P:GO:0006974; F:GO:0030983; C:GO:0032300	F:ATP binding; P:DNA repair; P:mismatch repair; P:cellular response to DNA damage stimulus; F:mismatched DNA binding; C:mismatch repair complex			IPR000418 (PRINTS); IPR000418 (SMART); IPR036388 (G3DSA:1.10.10.GENE3D); IPR000418 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR11849 (PANTHER); PTHR11849:SF182 (PANTHER); IPR000418 (PROSITE_PATTERNS); IPR000418 (PROSITE_PATTERNS); SIGNAL_PEPTIDE (PHOBIUS); SIGNAL_PEPTIDE_H_REGION (PHOBIUS); SIGNAL_PEPTIDE_N_REGION (PHOBIUS); SIGNAL_PEPTIDE_C_REGION (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); IPR000418 (PROSITE_PROFILES); IPR036390 (SUPERFAMILY)	F:GO:0003700; P:GO:0006355; F:GO:0043565	F:DNA-binding transcription factor activity; P:regulation of transcription, DNA-templated; F:sequence-specific DNA binding
false	[INTERPRO, BLASTED, MAPPED]	TRINITY_DN80965_c3_g1_i1.p1	uncharacterized serine-rich -like	754	3	0.0	97.32	12	F:GO:0000166; F:GO:0004127; F:GO:0005524; C:GO:0005737; P:GO:0006139; P:GO:0006220; F:GO:0016301; P:GO:0016310; F:GO:0016740; F:GO:0036430; F:GO:0036431; P:GO:0046940	F:nucleotide binding; F:cytidylate kinase activity; F:ATP binding; C:cytoplasm; P:nucleobase-containing compound metabolic process; P:pyrimidine nucleotide metabolic process; F:kinase activity; P:phosphorylation; F:transferase activity; F:CMP kinase activity; F:dCMP kinase activity; P:nucleoside monophosphate phosphorylation			mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
false	[INTERPRO, BLASTED, MAPPED]	TRINITY_DN80967_c0_g1_i3.p1	28871161XP_027219545.1 uncharacterized protein LOC113811896	896	5	0.0	88.57	16	F:GO:0000150; P:GO:0001522; F:GO:0003674; F:GO:0003677; F:GO:0003723; C:GO:0005575; C:GO:0005886; P:GO:0006310; P:GO:0008150; P:GO:0009451; F:GO:0009982; C:GO:0016020; C:GO:0016021; F:GO:0016853; F:GO:0022857; P:GO:0055085	F:DNA strand exchange activity; P:pseudouridine synthesis; F:molecular_function; F:DNA binding; F:RNA binding; C:cellular_component; C:plasma membrane; P:DNA recombination; P:biological_process; P:RNA modification; F:pseudouridine synthase activity; C:membrane; C:integral component of membrane; F:isomerase activity; F:transmembrane transporter activity; P:transmembrane transport			Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); SignalP-noTM (SIGNALP_EUK)	no GO terms	no GO terms
false	[INTERPRO, BLASTED, MAPPED]	TRINITY_DN80972_c7_g1_i3.p1	zinc finger chloroplastic	201	25	4.29587E-136	56.93	22	F:GO:0003674; F:GO:0003677; F:GO:0003747; F:GO:0003964; F:GO:0004190; F:GO:0004518; F:GO:0004519; C:GO:0005575; P:GO:0006278; P:GO:0006310; P:GO:0006415; P:GO:0006508; P:GO:0008150; F:GO:0008233; F:GO:0016740; F:GO:0016779; F:GO:0016787; P:GO:0044826; P:GO:0046718; F:GO:0046872; P:GO:0075713; P:GO:0090305	F:molecular_function; F:DNA binding; F:translation release factor activity; F:RNA-directed DNA polymerase activity; F:aspartic-type endopeptidase activity; F:nuclease activity; F:endonuclease activity; C:cellular_component; P:RNA-dependent DNA biosynthetic process; P:DNA recombination; P:translational termination; P:proteolysis; P:biological_process; F:peptidase activity; F:transferase activity; F:nucleotidyltransferase activity; F:hydrolase activity; P:viral genome integration into host DNA; P:viral entry into host cell; F:metal ion binding; P:establishment of integrated proviral latency; P:nucleic acid phosphodiester bond hydrolysis			IPR001876 (SMART); G3DSA:4.10.1060.10 (GENE3D); IPR001876 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR23111 (PANTHER); PTHR23111 (PANTHER); PTHR23111:SF74 (PANTHER); IPR001876 (PROSITE_PATTERNS); IPR001876 (PROSITE_PATTERNS); IPR001876 (PROSITE_PATTERNS); IPR001876 (PROSITE_PATTERNS); IPR001876 (PROSITE_PROFILES); IPR001876 (PROSITE_PROFILES); IPR001876 (PROSITE_PROFILES); IPR001876 (PROSITE_PROFILES); IPR036443 (SUPERFAMILY); IPR036443 (SUPERFAMILY); IPR036443 (SUPERFAMILY); IPR036443 (SUPERFAMILY)	no GO terms	no GO terms
false	[INTERPRO, BLASTED, MAPPED]	TRINITY_DN80972_c7_g6_i1.p2	transcription factor mitochondrial-like	330	25	6.46453E-170	56.38	10	F:GO:0001216; F:GO:0003677; F:GO:0003899; P:GO:0006352; P:GO:0006355; F:GO:0016740; F:GO:0016779; F:GO:0016987; P:GO:0045893; P:GO:2000142	F:DNA-binding transcription activator activity; F:DNA binding; F:DNA-directed 5'-3' RNA polymerase activity; P:DNA-templated transcription, initiation; P:regulation of transcription, DNA-templated; F:transferase activity; F:nucleotidyltransferase activity; F:sigma factor activity; P:positive regulation of transcription, DNA-templated; P:regulation of DNA-templated transcription, initiation			Coil (COILS); IPR009071 (SMART); IPR036910 (G3DSA:1.10.30.GENE3D); IPR009071 (PFAM); IPR036910 (G3DSA:1.10.30.GENE3D); IPR009071 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR48112:SF1 (PANTHER); PTHR48112 (PANTHER); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); IPR009071 (PROSITE_PROFILES); IPR009071 (PROSITE_PROFILES); cd01390 (CDD); cd01390 (CDD); IPR036910 (SUPERFAMILY); IPR036910 (SUPERFAMILY); TMhelix (TMHMM)	no GO terms	no GO terms
false	[INTERPRO, BLASTED, MAPPED]	TRINITY_DN80978_c7_g1_i4.p1	syndecan isoform X2	230	25	1.47964E-159	71.39	11	F:GO:0000166; F:GO:0005524; P:GO:0015969; C:GO:0016020; C:GO:0016021; F:GO:0016787; P:GO:0034775; F:GO:0042626; P:GO:0045454; P:GO:0055085; F:GO:0140359	F:nucleotide binding; F:ATP binding; P:guanosine tetraphosphate metabolic process; C:membrane; C:integral component of membrane; F:hydrolase activity; P:glutathione transmembrane transport; F:ATPase-coupled transmembrane transporter activity; P:cell redox homeostasis; P:transmembrane transport; F:ABC-type transporter activity			IPR003585 (SMART); IPR027789 (PFAM); mobidb-lite (MOBIDB_LITE); IPR031198 (PTHR10915:PANTHER); IPR001050 (PANTHER); IPR030479 (PROSITE_PATTERNS); SIGNAL_PEPTIDE_C_REGION (PHOBIUS); SIGNAL_PEPTIDE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE_H_REGION (PHOBIUS); SIGNAL_PEPTIDE_N_REGION (PHOBIUS); SignalP-TM (SIGNALP_GRAM_POSITIVE); SignalP-noTM (SIGNALP_EUK); TMhelix (TMHMM)	P:GO:0007411; C:GO:0016020	P:axon guidance; C:membrane
false	[INTERPRO, BLASTED, MAPPED]	TRINITY_DN80979_c12_g1_i4.p1	mitotic-spindle organizing 2-like [Penaeus vannamei] mitotic-spindle organizing 2-like	111	25	1.804E-55	62.87	13	F:GO:0004129; F:GO:0004497; C:GO:0005739; C:GO:0005743; P:GO:0006119; P:GO:0009060; C:GO:0016020; C:GO:0016021; F:GO:0020037; P:GO:0022900; F:GO:0046872; C:GO:0070469; P:GO:1902600	F:cytochrome-c oxidase activity; F:monooxygenase activity; C:mitochondrion; C:mitochondrial inner membrane; P:oxidative phosphorylation; P:aerobic respiration; C:membrane; C:integral component of membrane; F:heme binding; P:electron transport chain; F:metal ion binding; C:respirasome; P:proton transmembrane transport			IPR024332 (PFAM); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); SignalP-noTM (SIGNALP_EUK); TMhelix (TMHMM)	no GO terms	no GO terms
false	[INTERPRO, BLASTED, MAPPED]	TRINITY_DN80979_c13_g1_i1.p1	inverted formin-2-	467	25	0.0	70.0	8	F:GO:0016491; C:GO:0042597; F:GO:0046872; F:GO:0047770; F:GO:0050660; F:GO:0051536; F:GO:0051539; F:GO:0071949	F:oxidoreductase activity; C:periplasmic space; F:metal ion binding; F:carboxylate reductase activity; F:flavin adenine dinucleotide binding; F:iron-sulfur cluster binding; F:4 iron, 4 sulfur cluster binding; F:FAD binding			IPR010472 (SMART); IPR010473 (SMART); IPR010472 (PFAM); IPR010473 (PFAM); IPR011989 (G3DSA:1.25.10.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR027649 (PANTHER); IPR014768 (PROSITE_PROFILES); IPR016024 (SUPERFAMILY)	F:GO:0003779; P:GO:0016043; P:GO:0030036; F:GO:0031267	F:actin binding; P:cellular component organization; P:actin cytoskeleton organization; F:small GTPase binding
false	[INTERPRO, BLASTED, MAPPED]	TRINITY_DN80981_c4_g1_i1.p2	Forkhead box O	238	16	2.96675E-156	67.2	4	F:GO:0003674; C:GO:0005575; P:GO:0008150; F:GO:0008289	F:molecular_function; C:cellular_component; P:biological_process; F:lipid binding			Coil (COILS); IPR032067 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
