#                                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
111730at33208_240206_0:00307f|TRINITY_DN78597_c13_g3_i1:2-469|-       -            156 111730at33208        -            629   1.3e-75  254.0   0.4   1   1   7.7e-77   1.4e-75  253.8   0.4   161   311     2   156     1   156 0.96 -
365323at33208_218467_0:001992|TRINITY_DN92335_c1_g2_i6:312-1433|+     -            374 111730at33208        -            629     0.001   16.4   5.9   1   2     0.065       1.2    6.3   1.1   128   258     3   144     2   151 0.72 -
365323at33208_218467_0:001992|TRINITY_DN92335_c1_g2_i6:312-1433|+     -            374 111730at33208        -            629     0.001   16.4   5.9   2   2    0.0014     0.026   11.8   0.4   193   242   159   214   133   222 0.66 -
537718at33208_218467_0:0005fc|TRINITY_DN85821_c14_g1_i2:201-942|+     -            158 111730at33208        -            629    0.0011   16.4   0.0   1   1   0.00033    0.0061   13.9   0.0   165   230    76   143    47   157 0.60 -
458807at33208_156304_0:000966|TRINITY_DN90840_c6_g1_i8:2176-2943|+    -            256 111730at33208        -            629    0.0013   16.1   0.1   1   1   0.00011    0.0021   15.4   0.1    48   119    76   148    72   197 0.76 -
365323at33208_218467_0:001992|TRINITY_DN77898_c9_g3_i7:126-1079|+     -            318 111730at33208        -            629    0.0014   16.0   6.4   1   3       4.3        80    0.3   0.1   165   195     1    31     1    42 0.71 -
365323at33208_218467_0:001992|TRINITY_DN77898_c9_g3_i7:126-1079|+     -            318 111730at33208        -            629    0.0014   16.0   6.4   2   3      0.26       4.9    4.3   1.8   159   196    40    79    21   102 0.80 -
365323at33208_218467_0:001992|TRINITY_DN77898_c9_g3_i7:126-1079|+     -            318 111730at33208        -            629    0.0014   16.0   6.4   3   3    0.0018     0.034   11.4   0.1    84   117   270   303   233   310 0.79 -
357580at33208_259920_0:0045cc|TRINITY_DN76830_c5_g1_i4:151-390|+      -             80 111730at33208        -            629    0.0014   16.0   0.0   1   1   0.00012    0.0022   15.4   0.0   127   187     8    69     2    77 0.55 -
448514at33208_136037_0:0005ec|TRINITY_DN87849_c15_g1_i1:768-1304|-    -            179 111730at33208        -            629    0.0014   16.0   0.0   1   2     0.067       1.3    6.3   0.0   245   271    65    91    58   107 0.82 -
448514at33208_136037_0:0005ec|TRINITY_DN87849_c15_g1_i1:768-1304|-    -            179 111730at33208        -            629    0.0014   16.0   0.0   2   2      0.02      0.38    8.0   0.0    11    72   110   173   102   176 0.80 -
448514at33208_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-    -            179 111730at33208        -            629    0.0014   16.0   0.0   1   2     0.067       1.3    6.3   0.0   245   271    65    91    58   107 0.82 -
448514at33208_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-    -            179 111730at33208        -            629    0.0014   16.0   0.0   2   2      0.02      0.38    8.0   0.0    11    72   110   173   102   176 0.80 -
111746at33208_7668_0:001ea2|TRINITY_DN93543_c3_g1_i10:5631-5807|+     -             59 111730at33208        -            629    0.0014   16.0   0.0   1   1   8.1e-05    0.0015   15.9   0.0   160   200     6    46     2    55 0.88 -
111746at33208_7668_0:001ea2|TRINITY_DN93543_c3_g1_i7:5619-5795|+      -             59 111730at33208        -            629    0.0014   16.0   0.0   1   1   8.1e-05    0.0015   15.9   0.0   160   200     6    46     2    55 0.88 -
111746at33208_7668_0:001ea2|TRINITY_DN93543_c3_g1_i9:4305-4481|+      -             59 111730at33208        -            629    0.0014   16.0   0.0   1   1   8.1e-05    0.0015   15.9   0.0   160   200     6    46     2    55 0.88 -
304388at33208_48498_0:001761|TRINITY_DN88016_c0_g6_i1:100-951|+       -            284 111730at33208        -            629    0.0015   15.9   0.6   1   2      0.24       4.6    4.4   0.0   164   195   115   147    90   153 0.88 -
304388at33208_48498_0:001761|TRINITY_DN88016_c0_g6_i1:100-951|+       -            284 111730at33208        -            629    0.0015   15.9   0.6   2   2    0.0074      0.14    9.4   0.4     9   116   164   282   157   284 0.52 -
197652at33208_1629725_0:002235|TRINITY_DN89483_c12_g1_i10:4024-4638|+ -            205 111730at33208        -            629    0.0016   15.8   0.0   1   1   0.00012    0.0022   15.3   0.0    59   157     6   109     2   117 0.81 -
197652at33208_1629725_0:002235|TRINITY_DN89483_c12_g1_i12:3460-4074|+ -            205 111730at33208        -            629    0.0016   15.8   0.0   1   1   0.00012    0.0022   15.3   0.0    59   157     6   109     2   117 0.81 -
197652at33208_1629725_0:002235|TRINITY_DN89483_c12_g1_i15:3586-4200|+ -            205 111730at33208        -            629    0.0016   15.8   0.0   1   1   0.00012    0.0022   15.3   0.0    59   157     6   109     2   117 0.81 -
197652at33208_1629725_0:002235|TRINITY_DN89483_c12_g1_i16:3582-4196|+ -            205 111730at33208        -            629    0.0016   15.8   0.0   1   1   0.00012    0.0022   15.3   0.0    59   157     6   109     2   117 0.81 -
197652at33208_1629725_0:002235|TRINITY_DN89483_c12_g1_i17:3708-4322|+ -            205 111730at33208        -            629    0.0016   15.8   0.0   1   1   0.00012    0.0022   15.3   0.0    59   157     6   109     2   117 0.81 -
197652at33208_1629725_0:002235|TRINITY_DN89483_c12_g1_i5:3902-4516|+  -            205 111730at33208        -            629    0.0016   15.8   0.0   1   1   0.00012    0.0022   15.3   0.0    59   157     6   109     2   117 0.81 -
197652at33208_1629725_0:002235|TRINITY_DN89483_c12_g1_i7:3776-4390|+  -            205 111730at33208        -            629    0.0016   15.8   0.0   1   1   0.00012    0.0022   15.3   0.0    59   157     6   109     2   117 0.81 -
197652at33208_1629725_0:002235|TRINITY_DN89483_c12_g1_i9:3898-4512|+  -            205 111730at33208        -            629    0.0016   15.8   0.0   1   1   0.00012    0.0022   15.3   0.0    59   157     6   109     2   117 0.81 -
470197at33208_136037_0:001083|TRINITY_DN83055_c5_g1_i3:96-1499|+      -            468 111730at33208        -            629    0.0018   15.7   1.7   1   1   0.00057     0.011   13.1   1.8   205   281   241   320   148   332 0.64 -
470197at33208_136037_0:001083|TRINITY_DN83055_c5_g1_i4:96-1499|+      -            468 111730at33208        -            629    0.0018   15.7   1.7   1   1   0.00057     0.011   13.1   1.8   205   281   241   320   148   332 0.64 -
365323at33208_7159_0:0004a3|TRINITY_DN77898_c9_g3_i5:70-978|+         -            303 111730at33208        -            629    0.0021   15.4   5.2   1   3       1.1        20    2.3   0.3   165   204     9    50     1    79 0.59 -
365323at33208_7159_0:0004a3|TRINITY_DN77898_c9_g3_i5:70-978|+         -            303 111730at33208        -            629    0.0021   15.4   5.2   2   3       0.2       3.7    4.7   1.3   159   196    48    87    27   111 0.74 -
365323at33208_7159_0:0004a3|TRINITY_DN77898_c9_g3_i5:70-978|+         -            303 111730at33208        -            629    0.0021   15.4   5.2   3   3    0.0058      0.11    9.8   0.1    85   116   271   302   254   303 0.65 -
365323at33208_218467_0:001992|TRINITY_DN77898_c9_g3_i3:94-1023|+      -            310 111730at33208        -            629    0.0022   15.4   5.4   1   3       8.5   1.6e+02   -0.7   0.0   165   194     1    30     1    42 0.64 -
365323at33208_218467_0:001992|TRINITY_DN77898_c9_g3_i3:94-1023|+      -            310 111730at33208        -            629    0.0022   15.4   5.4   2   3      0.15       2.8    5.1   1.0   159   196    40    79    16   100 0.73 -
365323at33208_218467_0:001992|TRINITY_DN77898_c9_g3_i3:94-1023|+      -            310 111730at33208        -            629    0.0022   15.4   5.4   3   3     0.003     0.057   10.7   0.1    85   194   263   295   247   304 0.63 -
453052at33208_30455_0:001251|TRINITY_DN86274_c10_g1_i5:351-737|+      -            129 111730at33208        -            629    0.0022   15.4   0.2   1   1   0.00019    0.0035   14.7   0.1   147   194    79   128    48   129 0.74 -
365323at33208_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+      -            306 111730at33208        -            629    0.0023   15.3  16.7   1   2   0.00068     0.013   12.8   3.0   144   235    33   140    25   182 0.64 -
365323at33208_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+      -            306 111730at33208        -            629    0.0023   15.3  16.7   2   2     0.069       1.3    6.2   6.2   105   195   181   289   170   303 0.56 -
537718at33208_438502_0:005d35|TRINITY_DN89507_c4_g1_i1:332-988|+      -            219 111730at33208        -            629    0.0027   15.1   0.1   1   2     0.053      0.98    6.6   0.0    67   117    23    74     9    78 0.79 -
537718at33208_438502_0:005d35|TRINITY_DN89507_c4_g1_i1:332-988|+      -            219 111730at33208        -            629    0.0027   15.1   0.1   2   2      0.08       1.5    6.0   0.0   161   212    83   138    76   149 0.69 -
453052at33208_175836_0:00297f|TRINITY_DN76578_c9_g1_i4:1002-1415|+    -            138 111730at33208        -            629    0.0034   14.7   0.0   1   2      0.31       5.9    4.0   0.0   162   194    48    80    36    85 0.71 -
453052at33208_175836_0:00297f|TRINITY_DN76578_c9_g1_i4:1002-1415|+    -            138 111730at33208        -            629    0.0034   14.7   0.0   2   2     0.013      0.25    8.6   0.0    87   116   103   132    95   136 0.62 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i2:676-1233|+      -            186 111730at33208        -            629    0.0038   14.6   0.3   1   2     0.024      0.45    7.7   0.1   163   200     6    42     2    74 0.77 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i2:676-1233|+      -            186 111730at33208        -            629    0.0038   14.6   0.3   2   2      0.17       3.1    5.0   0.0   134   192   122   185   102   186 0.79 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i4:1808-2365|+     -            186 111730at33208        -            629    0.0038   14.6   0.3   1   2     0.024      0.45    7.7   0.1   163   200     6    42     2    74 0.77 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i4:1808-2365|+     -            186 111730at33208        -            629    0.0038   14.6   0.3   2   2      0.17       3.1    5.0   0.0   134   192   122   185   102   186 0.79 -
304388at33208_109280_0:002131|TRINITY_DN74606_c10_g1_i5:905-1654|-    -            250 111730at33208        -            629    0.0042   14.4   1.3   1   2     0.034      0.63    7.2   1.0   132   197   129   204   126   212 0.64 -
304388at33208_109280_0:002131|TRINITY_DN74606_c10_g1_i5:905-1654|-    -            250 111730at33208        -            629    0.0042   14.4   1.3   2   2      0.31       5.9    4.0   0.0   155   194   207   247   203   249 0.84 -
357580at33208_9258_0:000ac8|TRINITY_DN93240_c4_g1_i2:357-566|+        -             70 111730at33208        -            629    0.0044   14.4   0.1   1   1   0.00024    0.0044   14.4   0.1   163   223     3    67     1    70 0.71 -
357580at33208_9258_0:000ac8|TRINITY_DN93240_c4_g1_i5:299-508|+        -             70 111730at33208        -            629    0.0044   14.4   0.1   1   1   0.00024    0.0044   14.4   0.1   163   223     3    67     1    70 0.71 -
357580at33208_9258_0:000ac8|TRINITY_DN93240_c4_g1_i6:327-536|+        -             70 111730at33208        -            629    0.0044   14.4   0.1   1   1   0.00024    0.0044   14.4   0.1   163   223     3    67     1    70 0.71 -
357580at33208_9258_0:000ac8|TRINITY_DN93240_c4_g1_i7:299-508|+        -             70 111730at33208        -            629    0.0044   14.4   0.1   1   1   0.00024    0.0044   14.4   0.1   163   223     3    67     1    70 0.71 -
357580at33208_9258_0:000ac8|TRINITY_DN93240_c4_g1_i8:327-536|+        -             70 111730at33208        -            629    0.0044   14.4   0.1   1   1   0.00024    0.0044   14.4   0.1   163   223     3    67     1    70 0.71 -
356175at33208_294128_0:002d0c|TRINITY_DN78626_c10_g1_i5:837-1613|-    -            259 111730at33208        -            629    0.0045   14.3   0.4   1   2       0.2       3.8    4.7   0.0    95   118     8    31     5    38 0.86 -
356175at33208_294128_0:002d0c|TRINITY_DN78626_c10_g1_i5:837-1613|-    -            259 111730at33208        -            629    0.0045   14.3   0.4   2   2     0.052      0.97    6.6   0.0   234   270   134   170   125   200 0.81 -
197652at33208_9103_0:000afb|TRINITY_DN91792_c15_g1_i3:695-1138|-      -            148 111730at33208        -            629    0.0048   14.2   0.1   1   2     0.023      0.43    7.8   0.1    49   128    32   117     1   117 0.69 -
197652at33208_9103_0:000afb|TRINITY_DN91792_c15_g1_i3:695-1138|-      -            148 111730at33208        -            629    0.0048   14.2   0.1   2   2     0.025      0.47    7.7   0.0    77   116   107   146   101   148 0.92 -
99987at33208_7574_0:002702|TRINITY_DN77327_c10_g2_i2:145-1293|+       -            383 111730at33208        -            629    0.0051   14.1   0.0   1   1    0.0073      0.14    9.4   0.0    97   196    53   160    50   172 0.64 -
357580at33208_62625_0:001d87|TRINITY_DN79584_c13_g1_i1:506-1114|+     -            203 111730at33208        -            629    0.0055   14.0   0.1   1   2    0.0022      0.04   11.2   0.0   164   284     3   129     1   140 0.69 -
357580at33208_62625_0:001d87|TRINITY_DN79584_c13_g1_i1:506-1114|+     -            203 111730at33208        -            629    0.0055   14.0   0.1   2   2       7.6   1.4e+02   -0.5   0.0     8    36   174   202   164   203 0.85 -
357580at33208_62625_0:001d87|TRINITY_DN79584_c13_g1_i4:506-1114|+     -            203 111730at33208        -            629    0.0055   14.0   0.1   1   2    0.0022      0.04   11.2   0.0   164   284     3   129     1   140 0.69 -
357580at33208_62625_0:001d87|TRINITY_DN79584_c13_g1_i4:506-1114|+     -            203 111730at33208        -            629    0.0055   14.0   0.1   2   2       7.6   1.4e+02   -0.5   0.0     8    36   174   202   164   203 0.85 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i10:2313-3278|+     -            322 111730at33208        -            629    0.0059   14.0   0.1   1   3      0.34       6.3    3.9   0.0    87   116    17    46     8    58 0.89 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i10:2313-3278|+     -            322 111730at33208        -            629    0.0059   14.0   0.1   2   3     0.067       1.3    6.3   0.0   128   225   117   220   110   225 0.68 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i10:2313-3278|+     -            322 111730at33208        -            629    0.0059   14.0   0.1   3   3       8.9   1.7e+02   -0.8   0.0    61   116   262   320   253   322 0.53 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i11:2382-3347|+     -            322 111730at33208        -            629    0.0059   14.0   0.1   1   3      0.34       6.3    3.9   0.0    87   116    17    46     8    58 0.89 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i11:2382-3347|+     -            322 111730at33208        -            629    0.0059   14.0   0.1   2   3     0.067       1.3    6.3   0.0   128   225   117   220   110   225 0.68 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i11:2382-3347|+     -            322 111730at33208        -            629    0.0059   14.0   0.1   3   3       8.9   1.7e+02   -0.8   0.0    61   116   262   320   253   322 0.53 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i12:2433-3398|+     -            322 111730at33208        -            629    0.0059   14.0   0.1   1   3      0.34       6.3    3.9   0.0    87   116    17    46     8    58 0.89 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i12:2433-3398|+     -            322 111730at33208        -            629    0.0059   14.0   0.1   2   3     0.067       1.3    6.3   0.0   128   225   117   220   110   225 0.68 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i12:2433-3398|+     -            322 111730at33208        -            629    0.0059   14.0   0.1   3   3       8.9   1.7e+02   -0.8   0.0    61   116   262   320   253   322 0.53 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i1:2387-3352|+      -            322 111730at33208        -            629    0.0059   14.0   0.1   1   3      0.34       6.3    3.9   0.0    87   116    17    46     8    58 0.89 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i1:2387-3352|+      -            322 111730at33208        -            629    0.0059   14.0   0.1   2   3     0.067       1.3    6.3   0.0   128   225   117   220   110   225 0.68 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i1:2387-3352|+      -            322 111730at33208        -            629    0.0059   14.0   0.1   3   3       8.9   1.7e+02   -0.8   0.0    61   116   262   320   253   322 0.53 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i4:2507-3472|+      -            322 111730at33208        -            629    0.0059   14.0   0.1   1   3      0.34       6.3    3.9   0.0    87   116    17    46     8    58 0.89 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i4:2507-3472|+      -            322 111730at33208        -            629    0.0059   14.0   0.1   2   3     0.067       1.3    6.3   0.0   128   225   117   220   110   225 0.68 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i4:2507-3472|+      -            322 111730at33208        -            629    0.0059   14.0   0.1   3   3       8.9   1.7e+02   -0.8   0.0    61   116   262   320   253   322 0.53 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i7:2262-3227|+      -            322 111730at33208        -            629    0.0059   14.0   0.1   1   3      0.34       6.3    3.9   0.0    87   116    17    46     8    58 0.89 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i7:2262-3227|+      -            322 111730at33208        -            629    0.0059   14.0   0.1   2   3     0.067       1.3    6.3   0.0   128   225   117   220   110   225 0.68 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i7:2262-3227|+      -            322 111730at33208        -            629    0.0059   14.0   0.1   3   3       8.9   1.7e+02   -0.8   0.0    61   116   262   320   253   322 0.53 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i8:2438-3403|+      -            322 111730at33208        -            629    0.0059   14.0   0.1   1   3      0.34       6.3    3.9   0.0    87   116    17    46     8    58 0.89 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i8:2438-3403|+      -            322 111730at33208        -            629    0.0059   14.0   0.1   2   3     0.067       1.3    6.3   0.0   128   225   117   220   110   225 0.68 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i8:2438-3403|+      -            322 111730at33208        -            629    0.0059   14.0   0.1   3   3       8.9   1.7e+02   -0.8   0.0    61   116   262   320   253   322 0.53 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i9:2558-3523|+      -            322 111730at33208        -            629    0.0059   14.0   0.1   1   3      0.34       6.3    3.9   0.0    87   116    17    46     8    58 0.89 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i9:2558-3523|+      -            322 111730at33208        -            629    0.0059   14.0   0.1   2   3     0.067       1.3    6.3   0.0   128   225   117   220   110   225 0.68 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i9:2558-3523|+      -            322 111730at33208        -            629    0.0059   14.0   0.1   3   3       8.9   1.7e+02   -0.8   0.0    61   116   262   320   253   322 0.53 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i14:2262-2921|+     -            220 111730at33208        -            629    0.0059   13.9   0.1   1   2      0.18       3.4    4.8   0.0    87   116    17    46     7    59 0.89 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i14:2262-2921|+     -            220 111730at33208        -            629    0.0059   13.9   0.1   2   2      0.04      0.74    7.0   0.1   128   224   117   219   109   220 0.66 -
414579at33208_10228_0:002659|TRINITY_DN90496_c0_g1_i1:1197-1730|-     -            178 111730at33208        -            629    0.0069   13.7   0.0   1   1   0.00093     0.017   12.4   0.0    88   163     1    82     1   105 0.77 -
414579at33208_10228_0:002659|TRINITY_DN90496_c0_g1_i3:1386-1919|-     -            178 111730at33208        -            629    0.0069   13.7   0.0   1   1   0.00093     0.017   12.4   0.0    88   163     1    82     1   105 0.77 -
414579at33208_10228_0:002659|TRINITY_DN90496_c0_g1_i5:1197-1730|-     -            178 111730at33208        -            629    0.0069   13.7   0.0   1   1   0.00093     0.017   12.4   0.0    88   163     1    82     1   105 0.77 -
414579at33208_10228_0:002659|TRINITY_DN90496_c0_g1_i6:1386-1919|-     -            178 111730at33208        -            629    0.0069   13.7   0.0   1   1   0.00093     0.017   12.4   0.0    88   163     1    82     1   105 0.77 -
414579at33208_10228_0:002659|TRINITY_DN90496_c0_g1_i8:1386-1919|-     -            178 111730at33208        -            629    0.0069   13.7   0.0   1   1   0.00093     0.017   12.4   0.0    88   163     1    82     1   105 0.77 -
357580at33208_307959_0:0054da|TRINITY_DN80445_c11_g1_i2:422-853|-     -            144 111730at33208        -            629    0.0079   13.5   2.4   1   1   0.00036    0.0068   13.7   1.2   127   195    66   136    57   140 0.86 -
357580at33208_307959_0:0054da|TRINITY_DN80445_c11_g1_i4:422-853|-     -            144 111730at33208        -            629    0.0079   13.5   2.4   1   1   0.00036    0.0068   13.7   1.2   127   195    66   136    57   140 0.86 -
197652at33208_110193_0:000307|TRINITY_DN72062_c12_g1_i5:579-1529|+    -            317 111730at33208        -            629    0.0082   13.5   0.3   1   1    0.0012     0.023   12.0   0.3    86   145   200   269   193   306 0.74 -
502128at33208_156563_0:00403a|TRINITY_DN84958_c6_g2_i1:384-704|+      -            107 111730at33208        -            629    0.0088   13.4   0.0   1   1   0.00067     0.013   12.9   0.0   129   225     2   101     1   107 0.68 -
502128at33208_156563_0:00403a|TRINITY_DN84958_c6_g2_i5:384-704|+      -            107 111730at33208        -            629    0.0088   13.4   0.0   1   1   0.00067     0.013   12.9   0.0   129   225     2   101     1   107 0.68 -
197652at33208_110193_0:000307|TRINITY_DN72062_c12_g1_i2:409-1398|+    -            330 111730at33208        -            629    0.0089   13.3   0.3   1   1    0.0013     0.025   11.9   0.3    86   145   213   282   206   319 0.74 -
201397at33208_1155016_0:001909|TRINITY_DN89507_c4_g1_i4:477-938|+     -            154 111730at33208        -            629    0.0091   13.3   0.1   1   2      0.29       5.5    4.1   0.0   180   196    12    28     4    32 0.85 -
201397at33208_1155016_0:001909|TRINITY_DN89507_c4_g1_i4:477-938|+     -            154 111730at33208        -            629    0.0091   13.3   0.1   2   2      0.04      0.74    7.0   0.0   161   213    35    91    28   101 0.70 -
201397at33208_1155016_0:001909|TRINITY_DN89507_c4_g1_i5:239-700|+     -            154 111730at33208        -            629    0.0091   13.3   0.1   1   2      0.29       5.5    4.1   0.0   180   196    12    28     4    32 0.85 -
201397at33208_1155016_0:001909|TRINITY_DN89507_c4_g1_i5:239-700|+     -            154 111730at33208        -            629    0.0091   13.3   0.1   2   2      0.04      0.74    7.0   0.0   161   213    35    91    28   101 0.70 -
365323at33208_100784_0:00096a|TRINITY_DN87574_c7_g1_i11:288-611|-     -            108 111730at33208        -            629    0.0093   13.3   0.1   1   2    0.0026     0.049   10.9   0.1   162   195     4    37     1    47 0.92 -
365323at33208_100784_0:00096a|TRINITY_DN87574_c7_g1_i11:288-611|-     -            108 111730at33208        -            629    0.0093   13.3   0.1   2   2       3.4        64    0.6   0.0   245   276    57    89    50   106 0.65 -
365323at33208_7950_0:001ef7|TRINITY_DN74606_c10_g1_i11:917-1450|-     -            178 111730at33208        -            629    0.0094   13.3   1.4   1   2    0.0083      0.16    9.3   1.3   131   202    60   141    50   159 0.68 -
365323at33208_7950_0:001ef7|TRINITY_DN74606_c10_g1_i11:917-1450|-     -            178 111730at33208        -            629    0.0094   13.3   1.4   2   2         2        37    1.4   0.0   155   193   139   178   134   178 0.74 -
433216at33208_7038_0:001085|TRINITY_DN81296_c10_g1_i2:2764-3735|-     -            324 111730at33208        -            629    0.0094   13.3   0.2   1   1    0.0014     0.027   11.8   0.2   157   196   244   284   142   288 0.58 -
433216at33208_7038_0:001085|TRINITY_DN81296_c10_g1_i3:1096-2067|-     -            324 111730at33208        -            629    0.0094   13.3   0.2   1   1    0.0014     0.027   11.8   0.2   157   196   244   284   142   288 0.58 -
99987at33208_38123_0:002ffa|TRINITY_DN79765_c9_g1_i7:267-587|+        -            107 111730at33208        -            629    0.0099   13.2   0.1   1   2      0.65        12    3.0   0.0   152   195     6    49     1    57 0.87 -
99987at33208_38123_0:002ffa|TRINITY_DN79765_c9_g1_i7:267-587|+        -            107 111730at33208        -            629    0.0099   13.2   0.1   2   2     0.013      0.24    8.7   0.0   164   195    60    91    51    98 0.85 -
357580at33208_30521_0:003d56|TRINITY_DN93724_c9_g4_i3:147-686|+       -            180 111730at33208        -            629      0.01   13.2   0.0   1   2     0.081       1.5    6.0   0.0   169   195    15    41    11    46 0.89 -
357580at33208_30521_0:003d56|TRINITY_DN93724_c9_g4_i3:147-686|+       -            180 111730at33208        -            629      0.01   13.2   0.0   2   2      0.16       2.9    5.0   0.0   140   222    80   173    65   180 0.59 -
357580at33208_30521_0:003d56|TRINITY_DN93724_c9_g4_i5:147-686|+       -            180 111730at33208        -            629      0.01   13.2   0.0   1   2     0.081       1.5    6.0   0.0   169   195    15    41    11    46 0.89 -
357580at33208_30521_0:003d56|TRINITY_DN93724_c9_g4_i5:147-686|+       -            180 111730at33208        -            629      0.01   13.2   0.0   2   2      0.16       2.9    5.0   0.0   140   222    80   173    65   180 0.59 -
365323at33208_6669_0:000a54|TRINITY_DN92335_c1_g2_i2:346-936|+        -            197 111730at33208        -            629     0.011   13.0   0.1   1   2     0.004     0.075   10.3   0.0   207   242     1    37     1    45 0.84 -
365323at33208_6669_0:000a54|TRINITY_DN92335_c1_g2_i2:346-936|+        -            197 111730at33208        -            629     0.011   13.0   0.1   2   2       3.6        68    0.5   0.0   245   270   146   171   134   195 0.84 -
365323at33208_6669_0:000a54|TRINITY_DN92335_c1_g2_i3:426-1016|+       -            197 111730at33208        -            629     0.011   13.0   0.1   1   2     0.004     0.075   10.3   0.0   207   242     1    37     1    45 0.84 -
365323at33208_6669_0:000a54|TRINITY_DN92335_c1_g2_i3:426-1016|+       -            197 111730at33208        -            629     0.011   13.0   0.1   2   2       3.6        68    0.5   0.0   245   270   146   171   134   195 0.84 -
357580at33208_29058_0:002adb|TRINITY_DN89507_c4_g1_i7:487-1092|+      -            202 111730at33208        -            629     0.011   13.0   0.1   1   2      0.37       6.9    3.8   0.0   180   196    20    36     9    40 0.83 -
357580at33208_29058_0:002adb|TRINITY_DN89507_c4_g1_i7:487-1092|+      -            202 111730at33208        -            629     0.011   13.0   0.1   2   2     0.035      0.65    7.2   0.1   154   213    36    99    27   109 0.71 -
365323at33208_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-      -            203 111730at33208        -            629     0.012   13.0   0.2   1   3    0.0058      0.11    9.8   0.0   162   195     6    39     1    47 0.91 -
365323at33208_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-      -            203 111730at33208        -            629     0.012   13.0   0.2   2   3       9.8   1.8e+02   -0.9   0.0   245   276    59    91    53   111 0.65 -
365323at33208_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-      -            203 111730at33208        -            629     0.012   13.0   0.2   3   3       7.5   1.4e+02   -0.5   0.0   245   270   162   187   153   194 0.79 -
365323at33208_7091_0:000db0|TRINITY_DN87574_c7_g1_i8:3671-4279|-      -            203 111730at33208        -            629     0.012   13.0   0.2   1   3    0.0058      0.11    9.8   0.0   162   195     6    39     1    47 0.91 -
365323at33208_7091_0:000db0|TRINITY_DN87574_c7_g1_i8:3671-4279|-      -            203 111730at33208        -            629     0.012   13.0   0.2   2   3       9.8   1.8e+02   -0.9   0.0   245   276    59    91    53   111 0.65 -
365323at33208_7091_0:000db0|TRINITY_DN87574_c7_g1_i8:3671-4279|-      -            203 111730at33208        -            629     0.012   13.0   0.2   3   3       7.5   1.4e+02   -0.5   0.0   245   270   162   187   153   194 0.79 -
365323at33208_7950_0:001ef7|TRINITY_DN77898_c9_g3_i4:284-883|+        -            200 111730at33208        -            629     0.013   12.8   0.1   1   1   0.00099     0.018   12.3   0.1    84   117   108   141    91   150 0.74 -
