#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
537718at33208_6669_0:00507f|TRINITY_DN85821_c14_g1_i1:201-1097|+    -            299 537718at33208        -            243     1e-64  217.4   3.0   1   1   2.2e-65   3.9e-64  215.5   3.0     1   242     1   298     1   299 0.84 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i2:1723-2589|-   -            289 537718at33208        -            243     4e-05   22.2   2.1   1   3       5.6     1e+02    1.3   0.9    83   130     5    56     1    59 0.64 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i2:1723-2589|-   -            289 537718at33208        -            243     4e-05   22.2   2.1   2   3   0.00016    0.0029   16.1   0.0    30    75   215   261   180   268 0.72 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i2:1723-2589|-   -            289 537718at33208        -            243     4e-05   22.2   2.1   3   3       5.9   1.1e+02    1.2   0.0    37    52   272   287   268   289 0.67 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i4:1722-2588|-   -            289 537718at33208        -            243     4e-05   22.2   2.1   1   3       5.6     1e+02    1.3   0.9    83   130     5    56     1    59 0.64 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i4:1722-2588|-   -            289 537718at33208        -            243     4e-05   22.2   2.1   2   3   0.00016    0.0029   16.1   0.0    30    75   215   261   180   268 0.72 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i4:1722-2588|-   -            289 537718at33208        -            243     4e-05   22.2   2.1   3   3       5.9   1.1e+02    1.2   0.0    37    52   272   287   268   289 0.67 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i9:1495-2361|-   -            289 537718at33208        -            243     4e-05   22.2   2.1   1   3       5.6     1e+02    1.3   0.9    83   130     5    56     1    59 0.64 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i9:1495-2361|-   -            289 537718at33208        -            243     4e-05   22.2   2.1   2   3   0.00016    0.0029   16.1   0.0    30    75   215   261   180   268 0.72 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i9:1495-2361|-   -            289 537718at33208        -            243     4e-05   22.2   2.1   3   3       5.9   1.1e+02    1.2   0.0    37    52   272   287   268   289 0.67 -
119591at33208_197043_0:0007b1|TRINITY_DN82556_c9_g1_i23:116-616|+   -            167 537718at33208        -            243   4.2e-05   22.2   0.0   1   2   3.4e-05   0.00063   18.3   0.0    44   111    38   109    31   123 0.81 -
119591at33208_197043_0:0007b1|TRINITY_DN82556_c9_g1_i23:116-616|+   -            167 537718at33208        -            243   4.2e-05   22.2   0.0   2   2       4.1        75    1.7   0.0   162   197   125   163   117   167 0.71 -
414579at33208_400682_0:00168e|TRINITY_DN83196_c10_g1_i2:3448-4131|+ -            228 537718at33208        -            243   4.7e-05   22.0   0.1   1   2   0.00025    0.0046   15.5   0.1    30    73    15    58     8    73 0.89 -
414579at33208_400682_0:00168e|TRINITY_DN83196_c10_g1_i2:3448-4131|+ -            228 537718at33208        -            243   4.7e-05   22.0   0.1   2   2      0.73        13    4.2   0.0    38    85    73   119    69   147 0.78 -
414579at33208_400682_0:00168e|TRINITY_DN83196_c10_g1_i4:1590-2273|+ -            228 537718at33208        -            243   4.7e-05   22.0   0.1   1   2   0.00025    0.0046   15.5   0.1    30    73    15    58     8    73 0.89 -
414579at33208_400682_0:00168e|TRINITY_DN83196_c10_g1_i4:1590-2273|+ -            228 537718at33208        -            243   4.7e-05   22.0   0.1   2   2      0.73        13    4.2   0.0    38    85    73   119    69   147 0.78 -
365323at33208_7950_0:001ef7|TRINITY_DN74606_c10_g1_i11:917-1450|-   -            178 537718at33208        -            243   5.3e-05   21.8   0.2   1   1   5.2e-06   9.6e-05   21.0   0.2    35   128    67   178    64   178 0.72 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i7:477-1911|-    -            307 537718at33208        -            243   5.9e-05   21.7   1.6   1   2   0.00037    0.0067   15.0   0.3    35   122    68   172    65   177 0.68 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i7:477-1911|-    -            307 537718at33208        -            243   5.9e-05   21.7   1.6   2   2      0.57        10    4.5   0.1    36   131   242   259   207   272 0.59 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i9:477-1911|-    -            307 537718at33208        -            243   5.9e-05   21.7   1.6   1   2   0.00037    0.0067   15.0   0.3    35   122    68   172    65   177 0.68 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i9:477-1911|-    -            307 537718at33208        -            243   5.9e-05   21.7   1.6   2   2      0.57        10    4.5   0.1    36   131   242   259   207   272 0.59 -
414579at33208_156304_0:00194e|TRINITY_DN75389_c16_g1_i4:723-1364|+  -            214 537718at33208        -            243   7.3e-05   21.4   0.2   1   3   0.00058     0.011   14.3   0.0    37    89    36    93    15   110 0.81 -
414579at33208_156304_0:00194e|TRINITY_DN75389_c16_g1_i4:723-1364|+  -            214 537718at33208        -            243   7.3e-05   21.4   0.2   2   3       4.9        89    1.5   0.0   211   233   134   156   114   163 0.86 -
414579at33208_156304_0:00194e|TRINITY_DN75389_c16_g1_i4:723-1364|+  -            214 537718at33208        -            243   7.3e-05   21.4   0.2   3   3       3.4        63    2.0   0.0   107   135   169   197   162   209 0.81 -
414579at33208_6958_0:002d5d|TRINITY_DN89543_c6_g1_i2:198-839|-      -            214 537718at33208        -            243   7.6e-05   21.3   0.0   1   3      0.08       1.5    7.3   0.0    37    88     9    66     1    75 0.74 -
414579at33208_6958_0:002d5d|TRINITY_DN89543_c6_g1_i2:198-839|-      -            214 537718at33208        -            243   7.6e-05   21.3   0.0   2   3      0.02      0.37    9.3   0.0    36    93    54   124    44   133 0.79 -
414579at33208_6958_0:002d5d|TRINITY_DN89543_c6_g1_i2:198-839|-      -            214 537718at33208        -            243   7.6e-05   21.3   0.0   3   3      0.91        17    3.9   0.0    18    88   166   202   149   211 0.54 -
414579at33208_6958_0:002d5d|TRINITY_DN89543_c6_g1_i3:198-839|-      -            214 537718at33208        -            243   7.6e-05   21.3   0.0   1   3      0.08       1.5    7.3   0.0    37    88     9    66     1    75 0.74 -
414579at33208_6958_0:002d5d|TRINITY_DN89543_c6_g1_i3:198-839|-      -            214 537718at33208        -            243   7.6e-05   21.3   0.0   2   3      0.02      0.37    9.3   0.0    36    93    54   124    44   133 0.79 -
414579at33208_6958_0:002d5d|TRINITY_DN89543_c6_g1_i3:198-839|-      -            214 537718at33208        -            243   7.6e-05   21.3   0.0   3   3      0.91        17    3.9   0.0    18    88   166   202   149   211 0.54 -
414579at33208_6958_0:002d5d|TRINITY_DN89543_c6_g1_i4:198-839|-      -            214 537718at33208        -            243   7.6e-05   21.3   0.0   1   3      0.08       1.5    7.3   0.0    37    88     9    66     1    75 0.74 -
414579at33208_6958_0:002d5d|TRINITY_DN89543_c6_g1_i4:198-839|-      -            214 537718at33208        -            243   7.6e-05   21.3   0.0   2   3      0.02      0.37    9.3   0.0    36    93    54   124    44   133 0.79 -
414579at33208_6958_0:002d5d|TRINITY_DN89543_c6_g1_i4:198-839|-      -            214 537718at33208        -            243   7.6e-05   21.3   0.0   3   3      0.91        17    3.9   0.0    18    88   166   202   149   211 0.54 -
470197at33208_136037_0:001083|TRINITY_DN83055_c5_g1_i3:96-1499|+    -            468 537718at33208        -            243   7.9e-05   21.3   0.0   1   1     1e-05   0.00019   20.0   0.0    37   166   161   314   148   350 0.67 -
470197at33208_136037_0:001083|TRINITY_DN83055_c5_g1_i4:96-1499|+    -            468 537718at33208        -            243   7.9e-05   21.3   0.0   1   1     1e-05   0.00019   20.0   0.0    37   166   161   314   148   350 0.67 -
398013at33208_6334_0:0020e8|TRINITY_DN82725_c2_g1_i11:265-1095|+    -            277 537718at33208        -            243   8.5e-05   21.2   0.2   1   2   0.00011    0.0021   16.6   0.1    25   138    22   152    12   166 0.70 -
398013at33208_6334_0:0020e8|TRINITY_DN82725_c2_g1_i11:265-1095|+    -            277 537718at33208        -            243   8.5e-05   21.2   0.2   2   2       4.7        87    1.5   0.0    37    51   179   193   162   263 0.76 -
398013at33208_6334_0:0020e8|TRINITY_DN82725_c2_g1_i1:265-1095|+     -            277 537718at33208        -            243   8.5e-05   21.2   0.2   1   2   0.00011    0.0021   16.6   0.1    25   138    22   152    12   166 0.70 -
398013at33208_6334_0:0020e8|TRINITY_DN82725_c2_g1_i1:265-1095|+     -            277 537718at33208        -            243   8.5e-05   21.2   0.2   2   2       4.7        87    1.5   0.0    37    51   179   193   162   263 0.76 -
398013at33208_6334_0:0020e8|TRINITY_DN82725_c2_g1_i5:265-1095|+     -            277 537718at33208        -            243   8.5e-05   21.2   0.2   1   2   0.00011    0.0021   16.6   0.1    25   138    22   152    12   166 0.70 -
398013at33208_6334_0:0020e8|TRINITY_DN82725_c2_g1_i5:265-1095|+     -            277 537718at33208        -            243   8.5e-05   21.2   0.2   2   2       4.7        87    1.5   0.0    37    51   179   193   162   263 0.76 -
398013at33208_6334_0:0020e8|TRINITY_DN82725_c2_g1_i6:265-1095|+     -            277 537718at33208        -            243   8.5e-05   21.2   0.2   1   2   0.00011    0.0021   16.6   0.1    25   138    22   152    12   166 0.70 -
398013at33208_6334_0:0020e8|TRINITY_DN82725_c2_g1_i6:265-1095|+     -            277 537718at33208        -            243   8.5e-05   21.2   0.2   2   2       4.7        87    1.5   0.0    37    51   179   193   162   263 0.76 -
419914at33208_51655_0:000fd6|TRINITY_DN91534_c7_g1_i3:328-1056|+    -            243 537718at33208        -            243   8.8e-05   21.1   0.0   1   2   0.00063     0.011   14.2   0.0    36    88    41   102    25   103 0.78 -
419914at33208_51655_0:000fd6|TRINITY_DN91534_c7_g1_i3:328-1056|+    -            243 537718at33208        -            243   8.8e-05   21.1   0.0   2   2     0.042      0.77    8.2   0.0   117   163    93   139    88   148 0.85 -
419914at33208_51655_0:000fd6|TRINITY_DN91534_c7_g1_i4:328-1056|+    -            243 537718at33208        -            243   8.8e-05   21.1   0.0   1   2   0.00063     0.011   14.2   0.0    36    88    41   102    25   103 0.78 -
419914at33208_51655_0:000fd6|TRINITY_DN91534_c7_g1_i4:328-1056|+    -            243 537718at33208        -            243   8.8e-05   21.1   0.0   2   2     0.042      0.77    8.2   0.0   117   163    93   139    88   148 0.85 -
419914at33208_51655_0:000fd6|TRINITY_DN91534_c7_g1_i6:328-1056|+    -            243 537718at33208        -            243   8.8e-05   21.1   0.0   1   2   0.00063     0.011   14.2   0.0    36    88    41   102    25   103 0.78 -
419914at33208_51655_0:000fd6|TRINITY_DN91534_c7_g1_i6:328-1056|+    -            243 537718at33208        -            243   8.8e-05   21.1   0.0   2   2     0.042      0.77    8.2   0.0   117   163    93   139    88   148 0.85 -
419914at33208_51655_0:000fd6|TRINITY_DN91534_c7_g1_i7:328-1056|+    -            243 537718at33208        -            243   8.8e-05   21.1   0.0   1   2   0.00063     0.011   14.2   0.0    36    88    41   102    25   103 0.78 -
419914at33208_51655_0:000fd6|TRINITY_DN91534_c7_g1_i7:328-1056|+    -            243 537718at33208        -            243   8.8e-05   21.1   0.0   2   2     0.042      0.77    8.2   0.0   117   163    93   139    88   148 0.85 -
99987at33208_38123_0:002ffa|TRINITY_DN79765_c9_g1_i7:267-587|+      -            107 537718at33208        -            243   8.8e-05   21.1   0.1   1   2       2.8        52    2.2   0.0   124   154     6    36     3    38 0.89 -
99987at33208_38123_0:002ffa|TRINITY_DN79765_c9_g1_i7:267-587|+      -            107 537718at33208        -            243   8.8e-05   21.1   0.1   2   2   2.3e-05   0.00043   18.9   0.0    37   104    34   106    26   107 0.80 -
111746at33208_9646_0:003722|TRINITY_DN90840_c6_g1_i9:1972-3291|+    -            440 537718at33208        -            243   9.3e-05   21.1   0.4   1   3      0.73        13    4.2   0.1   113   137    14    38     4   134 0.67 -
111746at33208_9646_0:003722|TRINITY_DN90840_c6_g1_i9:1972-3291|+    -            440 537718at33208        -            243   9.3e-05   21.1   0.4   2   3    0.0076      0.14   10.6   0.0    38    92   160   216   142   222 0.88 -
111746at33208_9646_0:003722|TRINITY_DN90840_c6_g1_i9:1972-3291|+    -            440 537718at33208        -            243   9.3e-05   21.1   0.4   3   3       8.5   1.6e+02    0.7   0.0   100   133   302   339   295   390 0.60 -
266808at33208_378494_0:0019ed|TRINITY_DN88294_c4_g1_i1:1955-2413|+  -            153 537718at33208        -            243   9.9e-05   21.0   0.0   1   1   3.1e-05   0.00057   18.5   0.0    24    76    53   116    41   140 0.73 -
266808at33208_378494_0:0019ed|TRINITY_DN88294_c4_g1_i6:1972-2430|+  -            153 537718at33208        -            243   9.9e-05   21.0   0.0   1   1   3.1e-05   0.00057   18.5   0.0    24    76    53   116    41   140 0.73 -
266808at33208_378494_0:0019ed|TRINITY_DN88294_c4_g1_i9:2014-2472|+  -            153 537718at33208        -            243   9.9e-05   21.0   0.0   1   1   3.1e-05   0.00057   18.5   0.0    24    76    53   116    41   140 0.73 -
201397at33208_35019_0:000b5d|TRINITY_DN87761_c2_g1_i4:569-1104|+    -            106 537718at33208        -            243    0.0001   20.9   0.3   1   1   6.6e-06   0.00012   20.7   0.3    64   129    30   103    10   106 0.80 -
448514at33208_136037_0:0005ec|TRINITY_DN87849_c15_g1_i1:768-1304|-  -            179 537718at33208        -            243   0.00011   20.8   0.0   1   1   2.6e-05   0.00047   18.7   0.0    38   128    79   176    75   178 0.44 -
448514at33208_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-  -            179 537718at33208        -            243   0.00011   20.8   0.0   1   1   2.6e-05   0.00047   18.7   0.0    38   128    79   176    75   178 0.44 -
304388at33208_1507135_0:002252|TRINITY_DN86640_c10_g1_i4:633-1352|+ -            240 537718at33208        -            243   0.00011   20.8   0.0   1   1   1.2e-05   0.00022   19.8   0.0    35    87   169   224   140   235 0.84 -
537718at33208_7962_0:005b25|TRINITY_DN81366_c9_g1_i1:925-1275|-     -            117 537718at33208        -            243   0.00012   20.7   0.1   1   1   7.6e-06   0.00014   20.5   0.1    36   100    16    86     1   114 0.76 -
537718at33208_7962_0:005b25|TRINITY_DN81366_c9_g1_i2:925-1275|-     -            117 537718at33208        -            243   0.00012   20.7   0.1   1   1   7.6e-06   0.00014   20.5   0.1    36   100    16    86     1   114 0.76 -
537718at33208_7962_0:005b25|TRINITY_DN81366_c9_g1_i4:901-1251|-     -            117 537718at33208        -            243   0.00012   20.7   0.1   1   1   7.6e-06   0.00014   20.5   0.1    36   100    16    86     1   114 0.76 -
537718at33208_7962_0:005b25|TRINITY_DN81366_c9_g1_i7:901-1251|-     -            117 537718at33208        -            243   0.00012   20.7   0.1   1   1   7.6e-06   0.00014   20.5   0.1    36   100    16    86     1   114 0.76 -
537718at33208_7962_0:005b25|TRINITY_DN81366_c9_g1_i8:925-1275|-     -            117 537718at33208        -            243   0.00012   20.7   0.1   1   1   7.6e-06   0.00014   20.5   0.1    36   100    16    86     1   114 0.76 -
537718at33208_7962_0:005b25|TRINITY_DN81366_c9_g1_i9:901-1251|-     -            117 537718at33208        -            243   0.00012   20.7   0.1   1   1   7.6e-06   0.00014   20.5   0.1    36   100    16    86     1   114 0.76 -
502128at33208_6412_0:000068|TRINITY_DN88294_c4_g1_i11:112-654|+     -            181 537718at33208        -            243   0.00012   20.6   0.0   1   1   4.3e-05   0.00079   18.0   0.0    24    76    81   144    69   179 0.75 -
448514at33208_441894_0:001fa2|TRINITY_DN84398_c2_g1_i2:1217-1498|+  -             94 537718at33208        -            243   0.00013   20.6   0.1   1   1   1.1e-05    0.0002   20.0   0.1    57   125    12    86     6    94 0.50 -
448514at33208_441894_0:001fa2|TRINITY_DN84398_c2_g1_i4:1503-1784|+  -             94 537718at33208        -            243   0.00013   20.6   0.1   1   1   1.1e-05    0.0002   20.0   0.1    57   125    12    86     6    94 0.50 -
357580at33208_29058_0:002adb|TRINITY_DN89507_c4_g1_i7:487-1092|+    -            202 537718at33208        -            243   0.00014   20.5   0.0   1   2     0.014      0.26    9.8   0.0   104   135     9    40     3    45 0.87 -
357580at33208_29058_0:002adb|TRINITY_DN89507_c4_g1_i7:487-1092|+    -            202 537718at33208        -            243   0.00014   20.5   0.0   2   2     0.077       1.4    7.4   0.0   100   134    46    81    40    91 0.73 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i1:1116-1625|+   -            170 537718at33208        -            243   0.00015   20.4   0.3   1   2      0.53       9.7    4.6   0.0    35    57     8    30     1    63 0.76 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i1:1116-1625|+   -            170 537718at33208        -            243   0.00015   20.4   0.3   2   2    0.0018     0.033   12.7   0.4    34   129    63   169    42   170 0.79 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+   -            170 537718at33208        -            243   0.00015   20.4   0.3   1   2      0.53       9.7    4.6   0.0    35    57     8    30     1    63 0.76 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+   -            170 537718at33208        -            243   0.00015   20.4   0.3   2   2    0.0018     0.033   12.7   0.4    34   129    63   169    42   170 0.79 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i3:907-1416|+    -            170 537718at33208        -            243   0.00015   20.4   0.3   1   2      0.53       9.7    4.6   0.0    35    57     8    30     1    63 0.76 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i3:907-1416|+    -            170 537718at33208        -            243   0.00015   20.4   0.3   2   2    0.0018     0.033   12.7   0.4    34   129    63   169    42   170 0.79 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i4:550-1059|+    -            170 537718at33208        -            243   0.00015   20.4   0.3   1   2      0.53       9.7    4.6   0.0    35    57     8    30     1    63 0.76 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i4:550-1059|+    -            170 537718at33208        -            243   0.00015   20.4   0.3   2   2    0.0018     0.033   12.7   0.4    34   129    63   169    42   170 0.79 -
433216at33208_6183_0:00070d|TRINITY_DN81366_c9_g1_i3:462-911|-      -            150 537718at33208        -            243   0.00015   20.3   0.0   1   2    0.0006     0.011   14.3   0.0    57   100    18    65     1   102 0.71 -
433216at33208_6183_0:00070d|TRINITY_DN81366_c9_g1_i3:462-911|-      -            150 537718at33208        -            243   0.00015   20.3   0.0   2   2      0.22       4.1    5.9   0.0    36    88    83   138    62   143 0.77 -
433216at33208_6183_0:00070d|TRINITY_DN81366_c9_g1_i6:462-911|-      -            150 537718at33208        -            243   0.00015   20.3   0.0   1   2    0.0006     0.011   14.3   0.0    57   100    18    65     1   102 0.71 -
433216at33208_6183_0:00070d|TRINITY_DN81366_c9_g1_i6:462-911|-      -            150 537718at33208        -            243   0.00015   20.3   0.0   2   2      0.22       4.1    5.9   0.0    36    88    83   138    62   143 0.77 -
448514at33208_136037_0:0005ec|TRINITY_DN87849_c15_g1_i2:385-1548|-  -            237 537718at33208        -            243   0.00016   20.3   0.0   1   1   0.00012    0.0022   16.6   0.0    28    88   110   174   102   186 0.77 -
201397at33208_1155016_0:001909|TRINITY_DN89507_c4_g1_i4:477-938|+   -            154 537718at33208        -            243   0.00017   20.2   0.1   1   2     0.018      0.32    9.5   0.0   108   135     5    32     1    38 0.87 -
201397at33208_1155016_0:001909|TRINITY_DN89507_c4_g1_i4:477-938|+   -            154 537718at33208        -            243   0.00017   20.2   0.1   2   2     0.038      0.69    8.4   0.0   100   134    38    73    31    89 0.70 -
201397at33208_1155016_0:001909|TRINITY_DN89507_c4_g1_i5:239-700|+   -            154 537718at33208        -            243   0.00017   20.2   0.1   1   2     0.018      0.32    9.5   0.0   108   135     5    32     1    38 0.87 -
201397at33208_1155016_0:001909|TRINITY_DN89507_c4_g1_i5:239-700|+   -            154 537718at33208        -            243   0.00017   20.2   0.1   2   2     0.038      0.69    8.4   0.0   100   134    38    73    31    89 0.70 -
279631at33208_144197_0:00466d|TRINITY_DN88593_c4_g1_i5:59-1615|+    -            519 537718at33208        -            243   0.00018   20.1   0.2   1   4         5        92    1.4   0.0   143   183    16    62    10    92 0.68 -
279631at33208_144197_0:00466d|TRINITY_DN88593_c4_g1_i5:59-1615|+    -            519 537718at33208        -            243   0.00018   20.1   0.2   2   4       9.3   1.7e+02    0.5   0.0    35    68    68   101    44   130 0.80 -
279631at33208_144197_0:00466d|TRINITY_DN88593_c4_g1_i5:59-1615|+    -            519 537718at33208        -            243   0.00018   20.1   0.2   3   4     0.009      0.16   10.4   0.0    37    95   175   242   170   253 0.76 -
279631at33208_144197_0:00466d|TRINITY_DN88593_c4_g1_i5:59-1615|+    -            519 537718at33208        -            243   0.00018   20.1   0.2   4   4       3.1        57    2.1   0.1   102   135   397   433   367   438 0.76 -
356175at33208_1218281_0:001bc8|TRINITY_DN78626_c10_g1_i6:852-1310|- -            153 537718at33208        -            243   0.00018   20.1   0.0   1   2       0.3       5.6    5.4   0.0   108   130    70    92    44    99 0.70 -
356175at33208_1218281_0:001bc8|TRINITY_DN78626_c10_g1_i6:852-1310|- -            153 537718at33208        -            243   0.00018   20.1   0.0   2   2   5.6e-05     0.001   17.6   0.0    76   140    76   145    69   153 0.81 -
197652at33208_54383_0:0035c2|TRINITY_DN82339_c12_g1_i4:761-985|-    -             75 537718at33208        -            243   0.00025   19.6   0.0   1   1   2.6e-05   0.00047   18.7   0.0    30    88     6    74     1    75 0.77 -
197652at33208_54383_0:0035c2|TRINITY_DN82339_c12_g1_i8:762-986|-    -             75 537718at33208        -            243   0.00025   19.6   0.0   1   1   2.6e-05   0.00047   18.7   0.0    30    88     6    74     1    75 0.77 -
357580at33208_307959_0:0054da|TRINITY_DN80445_c11_g1_i2:422-853|-   -            144 537718at33208        -            243   0.00034   19.2   0.0   1   1   2.6e-05   0.00047   18.7   0.0    35   131    32   137    16   143 0.81 -
357580at33208_307959_0:0054da|TRINITY_DN80445_c11_g1_i4:422-853|-   -            144 537718at33208        -            243   0.00034   19.2   0.0   1   1   2.6e-05   0.00047   18.7   0.0    35   131    32   137    16   143 0.81 -
222489at33208_6239_0:0039d8|TRINITY_DN91534_c7_g1_i3:1420-2211|+    -            264 537718at33208        -            243   0.00041   18.9   0.1   1   3         1        19    3.7   0.0    35    54   135   154    87   162 0.77 -
222489at33208_6239_0:0039d8|TRINITY_DN91534_c7_g1_i3:1420-2211|+    -            264 537718at33208        -            243   0.00041   18.9   0.1   2   3      0.19       3.5    6.1   0.0    35    70   135   170   125   173 0.83 -
222489at33208_6239_0:0039d8|TRINITY_DN91534_c7_g1_i3:1420-2211|+    -            264 537718at33208        -            243   0.00041   18.9   0.1   3   3     0.013      0.24    9.9   0.0    34    93   182   244   177   256 0.86 -
222489at33208_6239_0:0039d8|TRINITY_DN91534_c7_g1_i4:1420-2211|+    -            264 537718at33208        -            243   0.00041   18.9   0.1   1   3         1        19    3.7   0.0    35    54   135   154    87   162 0.77 -
222489at33208_6239_0:0039d8|TRINITY_DN91534_c7_g1_i4:1420-2211|+    -            264 537718at33208        -            243   0.00041   18.9   0.1   2   3      0.19       3.5    6.1   0.0    35    70   135   170   125   173 0.83 -
222489at33208_6239_0:0039d8|TRINITY_DN91534_c7_g1_i4:1420-2211|+    -            264 537718at33208        -            243   0.00041   18.9   0.1   3   3     0.013      0.24    9.9   0.0    34    93   182   244   177   256 0.86 -
222489at33208_6239_0:0039d8|TRINITY_DN91534_c7_g1_i7:1420-2211|+    -            264 537718at33208        -            243   0.00041   18.9   0.1   1   3         1        19    3.7   0.0    35    54   135   154    87   162 0.77 -
222489at33208_6239_0:0039d8|TRINITY_DN91534_c7_g1_i7:1420-2211|+    -            264 537718at33208        -            243   0.00041   18.9   0.1   2   3      0.19       3.5    6.1   0.0    35    70   135   170   125   173 0.83 -
222489at33208_6239_0:0039d8|TRINITY_DN91534_c7_g1_i7:1420-2211|+    -            264 537718at33208        -            243   0.00041   18.9   0.1   3   3     0.013      0.24    9.9   0.0    34    93   182   244   177   256 0.86 -
414579at33208_156304_0:00194e|TRINITY_DN75389_c16_g1_i1:294-872|+   -            193 537718at33208        -            243   0.00041   18.9   1.1   1   2     0.038       0.7    8.4   0.0    44    89     1    51     1    60 0.78 -
414579at33208_156304_0:00194e|TRINITY_DN75389_c16_g1_i1:294-872|+   -            193 537718at33208        -            243   0.00041   18.9   1.1   2   2       4.4        81    1.6   0.0   212   233    93   114    73   120 0.86 -
356175at33208_294128_0:002d0c|TRINITY_DN78626_c10_g1_i5:837-1613|-  -            259 537718at33208        -            243   0.00044   18.8   0.1   1   1   0.00012    0.0021   16.6   0.0    76   141    15    85     8   104 0.80 -
357580at33208_116153_0:0002e6|TRINITY_DN74606_c10_g1_i4:1196-1756|- -            187 537718at33208        -            243   0.00054   18.6   0.3   1   1   0.00012    0.0021   16.6   0.3    35   123    68   173    65   177 0.69 -
357580at33208_30521_0:003d56|TRINITY_DN93724_c9_g4_i3:147-686|+     -            180 537718at33208        -            243   0.00055   18.5   0.0   1   2     0.062       1.1    7.7   0.0    36    56    25    45    11   106 0.66 -
357580at33208_30521_0:003d56|TRINITY_DN93724_c9_g4_i3:147-686|+     -            180 537718at33208        -            243   0.00055   18.5   0.0   2   2      0.42       7.6    5.0   0.0    29    84   118   177   109   180 0.73 -
357580at33208_30521_0:003d56|TRINITY_DN93724_c9_g4_i5:147-686|+     -            180 537718at33208        -            243   0.00055   18.5   0.0   1   2     0.062       1.1    7.7   0.0    36    56    25    45    11   106 0.66 -
357580at33208_30521_0:003d56|TRINITY_DN93724_c9_g4_i5:147-686|+     -            180 537718at33208        -            243   0.00055   18.5   0.0   2   2      0.42       7.6    5.0   0.0    29    84   118   177   109   180 0.73 -
449139at33208_1218281_0:002422|TRINITY_DN88572_c7_g1_i12:129-293|-  -             55 537718at33208        -            243   0.00059   18.4   0.0   1   1   3.4e-05   0.00063   18.3   0.0   103   130     5    33     1    39 0.87 -
357580at33208_7950_0:00107f|TRINITY_DN91433_c7_g1_i3:242-835|+      -            198 537718at33208        -            243   0.00063   18.3   0.0   1   1   0.00022    0.0041   15.7   0.0    37    97     9    72     3    98 0.59 -
419914at33208_126957_0:003363|TRINITY_DN93718_c1_g1_i10:1573-2319|- -            249 537718at33208        -            243   0.00065   18.3   0.7   1   1   0.00015    0.0027   16.2   0.0    29    75   200   247   165   249 0.71 -
357580at33208_7950_0:00107f|TRINITY_DN91433_c7_g1_i1:242-1096|+     -            285 537718at33208        -            243    0.0007   18.2   0.0   1   2   0.00047    0.0086   14.6   0.0    37    97     9    72     3    98 0.59 -
357580at33208_7950_0:00107f|TRINITY_DN91433_c7_g1_i1:242-1096|+     -            285 537718at33208        -            243    0.0007   18.2   0.0   2   2       6.4   1.2e+02    1.1   0.0   137   169   167   199   136   208 0.59 -
356175at33208_294128_0:002d0c|TRINITY_DN78626_c10_g1_i3:834-1706|-  -            291 537718at33208        -            243   0.00078   18.0   0.0   1   2       1.1        20    3.6   0.0   108   130   202   224   182   229 0.73 -
356175at33208_294128_0:002d0c|TRINITY_DN78626_c10_g1_i3:834-1706|-  -            291 537718at33208        -            243   0.00078   18.0   0.0   2   2   0.00017    0.0031   16.0   0.0    76   140   208   277   198   288 0.81 -
279631at33208_6973_0:006653|TRINITY_DN88593_c4_g1_i2:65-1303|+      -            413 537718at33208        -            243   0.00099   17.7   0.0   1   3       4.1        75    1.7   0.0   143   180    14    52     8    87 0.70 -
