#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
581717at33208_6669_0:00081f|TRINITY_DN74244_c12_g1_i2:358-1305|-    -            316 581717at33208        -            249   3.4e-63  212.2   0.4   1   1   1.2e-62   3.4e-61  205.7   0.4    33   232    81   315    35   316 0.79 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i1:1116-1625|+   -            170 581717at33208        -            249    0.0062   14.8   0.2   2   3      0.48        13    3.9   0.0   184   228    53   100    46   109 0.75 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i1:1116-1625|+   -            170 581717at33208        -            249    0.0062   14.8   0.2   3   3      0.25       6.9    4.9   0.0    72    88   153   169   131   170 0.80 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+   -            170 581717at33208        -            249    0.0062   14.8   0.2   1   3       1.3        36    2.5   0.0    73   100     9    36     4    49 0.81 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+   -            170 581717at33208        -            249    0.0062   14.8   0.2   2   3      0.48        13    3.9   0.0   184   228    53   100    46   109 0.75 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+   -            170 581717at33208        -            249    0.0062   14.8   0.2   3   3      0.25       6.9    4.9   0.0    72    88   153   169   131   170 0.80 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i3:907-1416|+    -            170 581717at33208        -            249    0.0062   14.8   0.2   1   3       1.3        36    2.5   0.0    73   100     9    36     4    49 0.81 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i3:907-1416|+    -            170 581717at33208        -            249    0.0062   14.8   0.2   2   3      0.48        13    3.9   0.0   184   228    53   100    46   109 0.75 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i3:907-1416|+    -            170 581717at33208        -            249    0.0062   14.8   0.2   3   3      0.25       6.9    4.9   0.0    72    88   153   169   131   170 0.80 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i4:550-1059|+    -            170 581717at33208        -            249    0.0062   14.8   0.2   1   3       1.3        36    2.5   0.0    73   100     9    36     4    49 0.81 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i4:550-1059|+    -            170 581717at33208        -            249    0.0062   14.8   0.2   2   3      0.48        13    3.9   0.0   184   228    53   100    46   109 0.75 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i4:550-1059|+    -            170 581717at33208        -            249    0.0062   14.8   0.2   3   3      0.25       6.9    4.9   0.0    72    88   153   169   131   170 0.80 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i1:356-1150|-   -            265 581717at33208        -            249    0.0064   14.8   0.0   1   3       3.2        88    1.2   0.0   192   212     5    25     1    63 0.84 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i1:356-1150|-   -            265 581717at33208        -            249    0.0064   14.8   0.0   2   3       3.7     1e+02    1.0   0.0   194   210   105   121    95   138 0.83 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i1:356-1150|-   -            265 581717at33208        -            249    0.0064   14.8   0.0   3   3     0.026      0.71    8.1   0.0   184   228   197   241   194   254 0.77 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-  -            265 581717at33208        -            249    0.0064   14.8   0.0   1   3       3.2        88    1.2   0.0   192   212     5    25     1    63 0.84 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-  -            265 581717at33208        -            249    0.0064   14.8   0.0   2   3       3.7     1e+02    1.0   0.0   194   210   105   121    95   138 0.83 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-  -            265 581717at33208        -            249    0.0064   14.8   0.0   3   3     0.026      0.71    8.1   0.0   184   228   197   241   194   254 0.77 -
153034at33208_77166_0:00242c|TRINITY_DN73479_c18_g1_i1:417-1681|-   -            314 581717at33208        -            249    0.0065   14.8   1.1   1   1    0.0012     0.033   12.4   0.4   150   212    68   134    51   149 0.78 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i10:331-966|+     -            212 581717at33208        -            249    0.0079   14.5   0.0   1   3       5.3   1.5e+02    0.5   0.0   179   211     4    37     1    42 0.83 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i10:331-966|+     -            212 581717at33208        -            249    0.0079   14.5   0.0   2   3     0.045       1.2    7.3   0.0   174   222    49    99    41   110 0.81 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i10:331-966|+     -            212 581717at33208        -            249    0.0079   14.5   0.0   3   3      0.58        16    3.6   0.0   115   161   108   154    93   165 0.77 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i1:254-889|+      -            212 581717at33208        -            249    0.0079   14.5   0.0   1   3       5.3   1.5e+02    0.5   0.0   179   211     4    37     1    42 0.83 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i1:254-889|+      -            212 581717at33208        -            249    0.0079   14.5   0.0   2   3     0.045       1.2    7.3   0.0   174   222    49    99    41   110 0.81 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i1:254-889|+      -            212 581717at33208        -            249    0.0079   14.5   0.0   3   3      0.58        16    3.6   0.0   115   161   108   154    93   165 0.77 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i4:331-966|+      -            212 581717at33208        -            249    0.0079   14.5   0.0   1   3       5.3   1.5e+02    0.5   0.0   179   211     4    37     1    42 0.83 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i4:331-966|+      -            212 581717at33208        -            249    0.0079   14.5   0.0   2   3     0.045       1.2    7.3   0.0   174   222    49    99    41   110 0.81 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i4:331-966|+      -            212 581717at33208        -            249    0.0079   14.5   0.0   3   3      0.58        16    3.6   0.0   115   161   108   154    93   165 0.77 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i5:331-966|+      -            212 581717at33208        -            249    0.0079   14.5   0.0   1   3       5.3   1.5e+02    0.5   0.0   179   211     4    37     1    42 0.83 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i5:331-966|+      -            212 581717at33208        -            249    0.0079   14.5   0.0   2   3     0.045       1.2    7.3   0.0   174   222    49    99    41   110 0.81 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i5:331-966|+      -            212 581717at33208        -            249    0.0079   14.5   0.0   3   3      0.58        16    3.6   0.0   115   161   108   154    93   165 0.77 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i6:254-889|+      -            212 581717at33208        -            249    0.0079   14.5   0.0   1   3       5.3   1.5e+02    0.5   0.0   179   211     4    37     1    42 0.83 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i6:254-889|+      -            212 581717at33208        -            249    0.0079   14.5   0.0   2   3     0.045       1.2    7.3   0.0   174   222    49    99    41   110 0.81 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i6:254-889|+      -            212 581717at33208        -            249    0.0079   14.5   0.0   3   3      0.58        16    3.6   0.0   115   161   108   154    93   165 0.77 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i7:254-889|+      -            212 581717at33208        -            249    0.0079   14.5   0.0   1   3       5.3   1.5e+02    0.5   0.0   179   211     4    37     1    42 0.83 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i7:254-889|+      -            212 581717at33208        -            249    0.0079   14.5   0.0   2   3     0.045       1.2    7.3   0.0   174   222    49    99    41   110 0.81 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i7:254-889|+      -            212 581717at33208        -            249    0.0079   14.5   0.0   3   3      0.58        16    3.6   0.0   115   161   108   154    93   165 0.77 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i9:331-966|+      -            212 581717at33208        -            249    0.0079   14.5   0.0   1   3       5.3   1.5e+02    0.5   0.0   179   211     4    37     1    42 0.83 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i9:331-966|+      -            212 581717at33208        -            249    0.0079   14.5   0.0   2   3     0.045       1.2    7.3   0.0   174   222    49    99    41   110 0.81 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i9:331-966|+      -            212 581717at33208        -            249    0.0079   14.5   0.0   3   3      0.58        16    3.6   0.0   115   161   108   154    93   165 0.77 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i2:1293-1829|+    -            179 581717at33208        -            249    0.0086   14.4   0.0   1   3      0.13       3.6    5.8   0.0   172   216    14    58     4    64 0.85 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i2:1293-1829|+    -            179 581717at33208        -            249    0.0086   14.4   0.0   2   3     0.074         2    6.6   0.0   155   228    37   112    31   144 0.87 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i2:1293-1829|+    -            179 581717at33208        -            249    0.0086   14.4   0.0   3   3      0.29       7.9    4.6   0.0   158   209   126   179    65   179 0.55 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i6:1263-1799|+    -            179 581717at33208        -            249    0.0086   14.4   0.0   1   3      0.13       3.6    5.8   0.0   172   216    14    58     4    64 0.85 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i6:1263-1799|+    -            179 581717at33208        -            249    0.0086   14.4   0.0   2   3     0.074         2    6.6   0.0   155   228    37   112    31   144 0.87 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i6:1263-1799|+    -            179 581717at33208        -            249    0.0086   14.4   0.0   3   3      0.29       7.9    4.6   0.0   158   209   126   179    65   179 0.55 -
380583at33208_438502_0:0037f3|TRINITY_DN82334_c12_g2_i1:139-291|+   -             51 581717at33208        -            249    0.0098   14.2   0.0   1   1   0.00037      0.01   14.1   0.0   176   214     4    43     2    51 0.86 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i14:2262-2921|+   -            220 581717at33208        -            249      0.01   14.1   0.0   1   3      0.14       3.9    5.7   0.0   180   226    18    64     3    80 0.80 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i14:2262-2921|+   -            220 581717at33208        -            249      0.01   14.1   0.0   2   3       1.5        42    2.3   0.0   176   213   109   145   103   153 0.75 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i14:2262-2921|+   -            220 581717at33208        -            249      0.01   14.1   0.0   3   3       1.1        29    2.8   0.0   184   213   157   187   144   192 0.85 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i1:96-1256|+  -            387 581717at33208        -            249     0.011   14.1   0.2   1   2    0.0019     0.052   11.8   0.1   172   212   228   268   197   272 0.84 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i1:96-1256|+  -            387 581717at33208        -            249     0.011   14.1   0.2   2   2       4.6   1.3e+02    0.7   0.0   168   212   266   310   265   320 0.86 -
103854at33208_35525_0:001778|TRINITY_DN91361_c6_g1_i2:260-2610|+    -            747 581717at33208        -            249     0.011   14.1   0.0   1   1    0.0011      0.03   12.6   0.0   154   212    38    97    25   117 0.84 -
103854at33208_35525_0:001778|TRINITY_DN91361_c6_g1_i5:117-2467|+    -            747 581717at33208        -            249     0.011   14.1   0.0   1   1    0.0011      0.03   12.6   0.0   154   212    38    97    25   117 0.84 -
304388at33208_7536_0:000423|TRINITY_DN72935_c10_g4_i1:234-1166|+    -            311 581717at33208        -            249     0.011   14.0   0.0   1   3      0.39        11    4.2   0.0   154   218    16    88     3   102 0.71 -
304388at33208_7536_0:000423|TRINITY_DN72935_c10_g4_i1:234-1166|+    -            311 581717at33208        -            249     0.011   14.0   0.0   2   3     0.061       1.7    6.9   0.0   155   214   109   170   102   187 0.71 -
304388at33208_7536_0:000423|TRINITY_DN72935_c10_g4_i1:234-1166|+    -            311 581717at33208        -            249     0.011   14.0   0.0   3   3      0.13       3.7    5.7   0.0    77   133   154   210   128   216 0.58 -
103854at33208_35525_0:001778|TRINITY_DN91361_c6_g1_i10:117-2710|+   -            828 581717at33208        -            249     0.013   13.8   0.0   1   1    0.0013     0.034   12.4   0.0   154   212    38    97    26   117 0.84 -
103854at33208_35525_0:001778|TRINITY_DN91361_c6_g1_i9:260-2853|+    -            828 581717at33208        -            249     0.013   13.8   0.0   1   1    0.0013     0.034   12.4   0.0   154   212    38    97    26   117 0.84 -
103854at33208_7741_0:003b47|TRINITY_DN91361_c6_g1_i3:260-2761|+     -            834 581717at33208        -            249     0.013   13.8   0.0   1   1    0.0013     0.035   12.4   0.0   154   212    38    97    26   117 0.84 -
103854at33208_7741_0:003b47|TRINITY_DN91361_c6_g1_i8:117-2618|+     -            834 581717at33208        -            249     0.013   13.8   0.0   1   1    0.0013     0.035   12.4   0.0   154   212    38    97    26   117 0.84 -
357580at33208_286706_0:002341|TRINITY_DN88363_c11_g1_i1:894-1412|+  -            173 581717at33208        -            249     0.015   13.6   0.0   1   2     0.046       1.3    7.2   0.0    74    91    28    45    15    48 0.86 -
357580at33208_286706_0:002341|TRINITY_DN88363_c11_g1_i1:894-1412|+  -            173 581717at33208        -            249     0.015   13.6   0.0   2   2      0.41        11    4.1   0.0   173   228    48   107    46   119 0.74 -
357580at33208_286706_0:002341|TRINITY_DN88363_c11_g1_i3:1361-1879|+ -            173 581717at33208        -            249     0.015   13.6   0.0   1   2     0.046       1.3    7.2   0.0    74    91    28    45    15    48 0.86 -
357580at33208_286706_0:002341|TRINITY_DN88363_c11_g1_i3:1361-1879|+ -            173 581717at33208        -            249     0.015   13.6   0.0   2   2      0.41        11    4.1   0.0   173   228    48   107    46   119 0.74 -
365323at33208_9258_0:004689|TRINITY_DN87574_c7_g1_i1:4009-4446|-    -            146 581717at33208        -            249     0.015   13.5   0.0   1   1    0.0017     0.048   11.9   0.0   174   212     4    42     2    52 0.88 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i7:477-1911|-    -            307 581717at33208        -            249     0.016   13.5   0.0   1   2       8.8   2.4e+02   -0.2   0.0   176   218   100   143    80   171 0.74 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i7:477-1911|-    -            307 581717at33208        -            249     0.016   13.5   0.0   2   2    0.0039      0.11   10.8   0.0   164   212   208   260   199   269 0.81 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i9:477-1911|-    -            307 581717at33208        -            249     0.016   13.5   0.0   1   2       8.8   2.4e+02   -0.2   0.0   176   218   100   143    80   171 0.74 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i9:477-1911|-    -            307 581717at33208        -            249     0.016   13.5   0.0   2   2    0.0039      0.11   10.8   0.0   164   212   208   260   199   269 0.81 -
414579at33208_1049336_0:004769|TRINITY_DN82339_c12_g1_i6:894-1151|- -             86 581717at33208        -            249     0.017   13.4   0.1   1   2     0.064       1.7    6.8   0.0    62    90    17    45     5    52 0.54 -
414579at33208_1049336_0:004769|TRINITY_DN82339_c12_g1_i6:894-1151|- -             86 581717at33208        -            249     0.017   13.4   0.1   2   2      0.21       5.6    5.1   0.0    68    90    63    85    48    86 0.79 -
448514at33208_136037_0:0005ec|TRINITY_DN87849_c15_g1_i1:768-1304|-  -            179 581717at33208        -            249     0.018   13.3   0.0   1   1    0.0025     0.067   11.4   0.0   106   141   106   141    98   164 0.86 -
448514at33208_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-  -            179 581717at33208        -            249     0.018   13.3   0.0   1   1    0.0025     0.067   11.4   0.0   106   141   106   141    98   164 0.86 -
502128at33208_7962_0:0096d6|TRINITY_DN79934_c8_g3_i2:2444-2572|-    -             43 581717at33208        -            249      0.02   13.2   0.0   1   1   0.00072      0.02   13.2   0.0   184   217     8    41     2    43 0.92 -
357580at33208_32536_0:0034ec|TRINITY_DN87574_c7_g1_i1:4634-4918|-   -             95 581717at33208        -            249      0.02   13.1   0.0   1   2      0.27       7.5    4.7   0.0   180   210     7    37     1    41 0.87 -
357580at33208_32536_0:0034ec|TRINITY_DN87574_c7_g1_i1:4634-4918|-   -             95 581717at33208        -            249      0.02   13.1   0.0   2   2      0.06       1.6    6.9   0.0   172   209    57    94    45    95 0.88 -
357580at33208_32536_0:0034ec|TRINITY_DN87574_c7_g1_i6:4668-4952|-   -             95 581717at33208        -            249      0.02   13.1   0.0   1   2      0.27       7.5    4.7   0.0   180   210     7    37     1    41 0.87 -
357580at33208_32536_0:0034ec|TRINITY_DN87574_c7_g1_i6:4668-4952|-   -             95 581717at33208        -            249      0.02   13.1   0.0   2   2      0.06       1.6    6.9   0.0   172   209    57    94    45    95 0.88 -
357580at33208_32536_0:0034ec|TRINITY_DN87574_c7_g1_i8:4470-4754|-   -             95 581717at33208        -            249      0.02   13.1   0.0   1   2      0.27       7.5    4.7   0.0   180   210     7    37     1    41 0.87 -
357580at33208_32536_0:0034ec|TRINITY_DN87574_c7_g1_i8:4470-4754|-   -             95 581717at33208        -            249      0.02   13.1   0.0   2   2      0.06       1.6    6.9   0.0   172   209    57    94    45    95 0.88 -
365323at33208_40932_0:0000db|TRINITY_DN84760_c5_g1_i5:958-1560|-    -            201 581717at33208        -            249      0.02   13.1   0.0   1   1      0.16       4.4    5.5   0.0   157   202    10    57     5    59 0.82 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i10:1942-2577|+   -            212 581717at33208        -            249     0.021   13.1   3.2   1   4       4.1   1.1e+02    0.9   0.0   192   212    16    36     7    40 0.86 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i10:1942-2577|+   -            212 581717at33208        -            249     0.021   13.1   3.2   2   4       2.2        59    1.8   0.0   174   209    41    78    38    95 0.70 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i10:1942-2577|+   -            212 581717at33208        -            249     0.021   13.1   3.2   3   4     0.057       1.6    7.0   0.1   186   217   103   134    93   139 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i10:1942-2577|+   -            212 581717at33208        -            249     0.021   13.1   3.2   4   4       1.2        34    2.6   0.0   173   212   132   174   130   199 0.83 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i11:2381-3016|+   -            212 581717at33208        -            249     0.021   13.1   3.2   1   4       4.1   1.1e+02    0.9   0.0   192   212    16    36     7    40 0.86 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i11:2381-3016|+   -            212 581717at33208        -            249     0.021   13.1   3.2   2   4       2.2        59    1.8   0.0   174   209    41    78    38    95 0.70 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i11:2381-3016|+   -            212 581717at33208        -            249     0.021   13.1   3.2   3   4     0.057       1.6    7.0   0.1   186   217   103   134    93   139 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i11:2381-3016|+   -            212 581717at33208        -            249     0.021   13.1   3.2   4   4       1.2        34    2.6   0.0   173   212   132   174   130   199 0.83 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i13:2381-3016|+   -            212 581717at33208        -            249     0.021   13.1   3.2   1   4       4.1   1.1e+02    0.9   0.0   192   212    16    36     7    40 0.86 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i13:2381-3016|+   -            212 581717at33208        -            249     0.021   13.1   3.2   2   4       2.2        59    1.8   0.0   174   209    41    78    38    95 0.70 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i13:2381-3016|+   -            212 581717at33208        -            249     0.021   13.1   3.2   3   4     0.057       1.6    7.0   0.1   186   217   103   134    93   139 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i13:2381-3016|+   -            212 581717at33208        -            249     0.021   13.1   3.2   4   4       1.2        34    2.6   0.0   173   212   132   174   130   199 0.83 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i15:2381-3016|+   -            212 581717at33208        -            249     0.021   13.1   3.2   1   4       4.1   1.1e+02    0.9   0.0   192   212    16    36     7    40 0.86 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i15:2381-3016|+   -            212 581717at33208        -            249     0.021   13.1   3.2   2   4       2.2        59    1.8   0.0   174   209    41    78    38    95 0.70 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i15:2381-3016|+   -            212 581717at33208        -            249     0.021   13.1   3.2   3   4     0.057       1.6    7.0   0.1   186   217   103   134    93   139 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i15:2381-3016|+   -            212 581717at33208        -            249     0.021   13.1   3.2   4   4       1.2        34    2.6   0.0   173   212   132   174   130   199 0.83 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i16:2567-3202|+   -            212 581717at33208        -            249     0.021   13.1   3.2   1   4       4.1   1.1e+02    0.9   0.0   192   212    16    36     7    40 0.86 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i16:2567-3202|+   -            212 581717at33208        -            249     0.021   13.1   3.2   2   4       2.2        59    1.8   0.0   174   209    41    78    38    95 0.70 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i16:2567-3202|+   -            212 581717at33208        -            249     0.021   13.1   3.2   3   4     0.057       1.6    7.0   0.1   186   217   103   134    93   139 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i16:2567-3202|+   -            212 581717at33208        -            249     0.021   13.1   3.2   4   4       1.2        34    2.6   0.0   173   212   132   174   130   199 0.83 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i17:2567-3202|+   -            212 581717at33208        -            249     0.021   13.1   3.2   1   4       4.1   1.1e+02    0.9   0.0   192   212    16    36     7    40 0.86 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i17:2567-3202|+   -            212 581717at33208        -            249     0.021   13.1   3.2   2   4       2.2        59    1.8   0.0   174   209    41    78    38    95 0.70 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i17:2567-3202|+   -            212 581717at33208        -            249     0.021   13.1   3.2   3   4     0.057       1.6    7.0   0.1   186   217   103   134    93   139 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i17:2567-3202|+   -            212 581717at33208        -            249     0.021   13.1   3.2   4   4       1.2        34    2.6   0.0   173   212   132   174   130   199 0.83 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i18:2567-3202|+   -            212 581717at33208        -            249     0.021   13.1   3.2   1   4       4.1   1.1e+02    0.9   0.0   192   212    16    36     7    40 0.86 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i18:2567-3202|+   -            212 581717at33208        -            249     0.021   13.1   3.2   2   4       2.2        59    1.8   0.0   174   209    41    78    38    95 0.70 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i18:2567-3202|+   -            212 581717at33208        -            249     0.021   13.1   3.2   3   4     0.057       1.6    7.0   0.1   186   217   103   134    93   139 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i18:2567-3202|+   -            212 581717at33208        -            249     0.021   13.1   3.2   4   4       1.2        34    2.6   0.0   173   212   132   174   130   199 0.83 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i19:2567-3202|+   -            212 581717at33208        -            249     0.021   13.1   3.2   1   4       4.1   1.1e+02    0.9   0.0   192   212    16    36     7    40 0.86 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i19:2567-3202|+   -            212 581717at33208        -            249     0.021   13.1   3.2   2   4       2.2        59    1.8   0.0   174   209    41    78    38    95 0.70 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i19:2567-3202|+   -            212 581717at33208        -            249     0.021   13.1   3.2   3   4     0.057       1.6    7.0   0.1   186   217   103   134    93   139 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i19:2567-3202|+   -            212 581717at33208        -            249     0.021   13.1   3.2   4   4       1.2        34    2.6   0.0   173   212   132   174   130   199 0.83 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i1:2381-3016|+    -            212 581717at33208        -            249     0.021   13.1   3.2   1   4       4.1   1.1e+02    0.9   0.0   192   212    16    36     7    40 0.86 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i1:2381-3016|+    -            212 581717at33208        -            249     0.021   13.1   3.2   2   4       2.2        59    1.8   0.0   174   209    41    78    38    95 0.70 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i1:2381-3016|+    -            212 581717at33208        -            249     0.021   13.1   3.2   3   4     0.057       1.6    7.0   0.1   186   217   103   134    93   139 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i1:2381-3016|+    -            212 581717at33208        -            249     0.021   13.1   3.2   4   4       1.2        34    2.6   0.0   173   212   132   174   130   199 0.83 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i21:2381-3016|+   -            212 581717at33208        -            249     0.021   13.1   3.2   1   4       4.1   1.1e+02    0.9   0.0   192   212    16    36     7    40 0.86 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i21:2381-3016|+   -            212 581717at33208        -            249     0.021   13.1   3.2   2   4       2.2        59    1.8   0.0   174   209    41    78    38    95 0.70 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i21:2381-3016|+   -            212 581717at33208        -            249     0.021   13.1   3.2   3   4     0.057       1.6    7.0   0.1   186   217   103   134    93   139 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i21:2381-3016|+   -            212 581717at33208        -            249     0.021   13.1   3.2   4   4       1.2        34    2.6   0.0   173   212   132   174   130   199 0.83 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i23:2381-3016|+   -            212 581717at33208        -            249     0.021   13.1   3.2   1   4       4.1   1.1e+02    0.9   0.0   192   212    16    36     7    40 0.86 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i23:2381-3016|+   -            212 581717at33208        -            249     0.021   13.1   3.2   2   4       2.2        59    1.8   0.0   174   209    41    78    38    95 0.70 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i23:2381-3016|+   -            212 581717at33208        -            249     0.021   13.1   3.2   3   4     0.057       1.6    7.0   0.1   186   217   103   134    93   139 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i23:2381-3016|+   -            212 581717at33208        -            249     0.021   13.1   3.2   4   4       1.2        34    2.6   0.0   173   212   132   174   130   199 0.83 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i25:2381-3016|+   -            212 581717at33208        -            249     0.021   13.1   3.2   1   4       4.1   1.1e+02    0.9   0.0   192   212    16    36     7    40 0.86 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i25:2381-3016|+   -            212 581717at33208        -            249     0.021   13.1   3.2   2   4       2.2        59    1.8   0.0   174   209    41    78    38    95 0.70 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i25:2381-3016|+   -            212 581717at33208        -            249     0.021   13.1   3.2   3   4     0.057       1.6    7.0   0.1   186   217   103   134    93   139 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i25:2381-3016|+   -            212 581717at33208        -            249     0.021   13.1   3.2   4   4       1.2        34    2.6   0.0   173   212   132   174   130   199 0.83 -
