#                                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
414579at33208_13735_0:0004c1|TRINITY_DN71312_c0_g1_i1:153-1061|-      -            303 414579at33208        -            250    1e-110  368.0   4.6   1   1  8.3e-112  1.2e-110  367.8   4.6     1   250     9   277     9   277 0.93 -
414579at33208_45351_0:002918|TRINITY_DN90394_c3_g1_i4:189-1022|-      -            278 414579at33208        -            250     7e-07   27.9   0.1   2   3       1.2        18    3.6   0.1    86   128   104   150    99   189 0.66 -
414579at33208_45351_0:002918|TRINITY_DN90394_c3_g1_i4:189-1022|-      -            278 414579at33208        -            250     7e-07   27.9   0.1   3   3      0.06      0.88    7.9   0.0    20    61   222   263   197   276 0.76 -
414579at33208_45351_0:002918|TRINITY_DN90394_c3_g1_i5:189-1022|-      -            278 414579at33208        -            250     7e-07   27.9   0.1   1   3   0.00032    0.0046   15.4   0.0    78   159    46   137    33   142 0.67 -
414579at33208_45351_0:002918|TRINITY_DN90394_c3_g1_i5:189-1022|-      -            278 414579at33208        -            250     7e-07   27.9   0.1   2   3       1.2        18    3.6   0.1    86   128   104   150    99   189 0.66 -
414579at33208_45351_0:002918|TRINITY_DN90394_c3_g1_i5:189-1022|-      -            278 414579at33208        -            250     7e-07   27.9   0.1   3   3      0.06      0.88    7.9   0.0    20    61   222   263   197   276 0.76 -
414579at33208_45351_0:002918|TRINITY_DN90394_c3_g1_i8:189-1022|-      -            278 414579at33208        -            250     7e-07   27.9   0.1   1   3   0.00032    0.0046   15.4   0.0    78   159    46   137    33   142 0.67 -
414579at33208_45351_0:002918|TRINITY_DN90394_c3_g1_i8:189-1022|-      -            278 414579at33208        -            250     7e-07   27.9   0.1   2   3       1.2        18    3.6   0.1    86   128   104   150    99   189 0.66 -
414579at33208_45351_0:002918|TRINITY_DN90394_c3_g1_i8:189-1022|-      -            278 414579at33208        -            250     7e-07   27.9   0.1   3   3      0.06      0.88    7.9   0.0    20    61   222   263   197   276 0.76 -
327301at33208_57068_0:00114f|TRINITY_DN93656_c5_g4_i1:173-481|+       -            103 414579at33208        -            250   7.7e-07   27.7   0.0   1   1   1.5e-07   2.2e-06   26.3   0.0    56   119     9    74     4    83 0.89 -
327301at33208_57068_0:00114f|TRINITY_DN93656_c5_g4_i4:173-481|+       -            103 414579at33208        -            250   7.7e-07   27.7   0.0   1   1   1.5e-07   2.2e-06   26.3   0.0    56   119     9    74     4    83 0.89 -
327301at33208_57068_0:00114f|TRINITY_DN93656_c5_g4_i7:173-481|+       -            103 414579at33208        -            250   7.7e-07   27.7   0.0   1   1   1.5e-07   2.2e-06   26.3   0.0    56   119     9    74     4    83 0.89 -
357580at33208_6412_0:003197|TRINITY_DN72272_c11_g1_i5:3-572|-         -            190 414579at33208        -            250     8e-07   27.7   0.0   1   1   6.7e-08   9.7e-07   27.4   0.0    36   136    70   175    36   185 0.80 -
357580at33208_6412_0:003197|TRINITY_DN72272_c11_g1_i7:3-572|-         -            190 414579at33208        -            250     8e-07   27.7   0.0   1   1   6.7e-08   9.7e-07   27.4   0.0    36   136    70   175    36   185 0.80 -
380583at33208_294128_0:0041aa|TRINITY_DN82334_c12_g1_i3:523-1158|+    -            212 414579at33208        -            250   8.4e-07   27.6   0.0   1   3       1.1        16    3.8   0.0   169   204     5    40     1    51 0.85 -
380583at33208_294128_0:0041aa|TRINITY_DN82334_c12_g1_i3:523-1158|+    -            212 414579at33208        -            250   8.4e-07   27.6   0.0   2   3   0.00042    0.0062   15.0   0.0    72   118    74   120    64   127 0.87 -
380583at33208_294128_0:0041aa|TRINITY_DN82334_c12_g1_i3:523-1158|+    -            212 414579at33208        -            250   8.4e-07   27.6   0.0   3   3      0.35       5.1    5.4   0.0   173   202   137   166   125   173 0.75 -
447320at33208_31033_0:00101d|TRINITY_DN89819_c0_g1_i1:331-855|+       -            175 414579at33208        -            250   9.5e-07   27.4   1.3   1   1   1.6e-07   2.3e-06   26.2   1.3    50   162    51   171    33   174 0.73 -
419914at33208_51655_0:000fd6|TRINITY_DN91534_c7_g1_i3:328-1056|+      -            243 414579at33208        -            250   9.6e-07   27.4   1.9   1   2     1e-06   1.5e-05   23.5   0.3    90   171    30   118    24   128 0.82 -
419914at33208_51655_0:000fd6|TRINITY_DN91534_c7_g1_i3:328-1056|+      -            243 414579at33208        -            250   9.6e-07   27.4   1.9   2   2    0.0095      0.14   10.5   0.1    85   132    71   119    64   150 0.72 -
419914at33208_51655_0:000fd6|TRINITY_DN91534_c7_g1_i4:328-1056|+      -            243 414579at33208        -            250   9.6e-07   27.4   1.9   1   2     1e-06   1.5e-05   23.5   0.3    90   171    30   118    24   128 0.82 -
419914at33208_51655_0:000fd6|TRINITY_DN91534_c7_g1_i4:328-1056|+      -            243 414579at33208        -            250   9.6e-07   27.4   1.9   2   2    0.0095      0.14   10.5   0.1    85   132    71   119    64   150 0.72 -
419914at33208_51655_0:000fd6|TRINITY_DN91534_c7_g1_i6:328-1056|+      -            243 414579at33208        -            250   9.6e-07   27.4   1.9   1   2     1e-06   1.5e-05   23.5   0.3    90   171    30   118    24   128 0.82 -
419914at33208_51655_0:000fd6|TRINITY_DN91534_c7_g1_i6:328-1056|+      -            243 414579at33208        -            250   9.6e-07   27.4   1.9   2   2    0.0095      0.14   10.5   0.1    85   132    71   119    64   150 0.72 -
419914at33208_51655_0:000fd6|TRINITY_DN91534_c7_g1_i7:328-1056|+      -            243 414579at33208        -            250   9.6e-07   27.4   1.9   1   2     1e-06   1.5e-05   23.5   0.3    90   171    30   118    24   128 0.82 -
419914at33208_51655_0:000fd6|TRINITY_DN91534_c7_g1_i7:328-1056|+      -            243 414579at33208        -            250   9.6e-07   27.4   1.9   2   2    0.0095      0.14   10.5   0.1    85   132    71   119    64   150 0.72 -
356175at33208_30419_0:0027b1|TRINITY_DN76062_c4_g3_i10:3477-3728|-    -             84 414579at33208        -            250   1.1e-06   27.2   0.0   1   1   7.4e-08   1.1e-06   27.2   0.0    70   119     1    50     1    78 0.80 -
356175at33208_30419_0:0027b1|TRINITY_DN76062_c4_g3_i2:3477-3728|-     -             84 414579at33208        -            250   1.1e-06   27.2   0.0   1   1   7.4e-08   1.1e-06   27.2   0.0    70   119     1    50     1    78 0.80 -
356175at33208_30419_0:0027b1|TRINITY_DN76062_c4_g3_i4:3496-3747|-     -             84 414579at33208        -            250   1.1e-06   27.2   0.0   1   1   7.4e-08   1.1e-06   27.2   0.0    70   119     1    50     1    78 0.80 -
356175at33208_30419_0:0027b1|TRINITY_DN76062_c4_g3_i5:3496-3747|-     -             84 414579at33208        -            250   1.1e-06   27.2   0.0   1   1   7.4e-08   1.1e-06   27.2   0.0    70   119     1    50     1    78 0.80 -
356175at33208_30419_0:0027b1|TRINITY_DN76062_c4_g3_i7:3477-3728|-     -             84 414579at33208        -            250   1.1e-06   27.2   0.0   1   1   7.4e-08   1.1e-06   27.2   0.0    70   119     1    50     1    78 0.80 -
356175at33208_30419_0:0027b1|TRINITY_DN76062_c4_g3_i8:3496-3747|-     -             84 414579at33208        -            250   1.1e-06   27.2   0.0   1   1   7.4e-08   1.1e-06   27.2   0.0    70   119     1    50     1    78 0.80 -
153034at33208_6669_0:004c9b|TRINITY_DN73479_c18_g1_i3:417-1361|-      -            315 414579at33208        -            250   1.2e-06   27.1   1.0   1   2   7.2e-06    0.0001   20.8   0.6    46   120    60   136    47   146 0.81 -
153034at33208_6669_0:004c9b|TRINITY_DN73479_c18_g1_i3:417-1361|-      -            315 414579at33208        -            250   1.2e-06   27.1   1.0   2   2       6.2        90    1.3   0.0    87   118   193   224   162   243 0.80 -
153034at33208_77166_0:00242c|TRINITY_DN73479_c18_g1_i1:417-1681|-     -            314 414579at33208        -            250   1.4e-06   26.8   1.1   1   2   7.1e-06    0.0001   20.8   0.6    46   120    59   135    46   145 0.81 -
153034at33208_77166_0:00242c|TRINITY_DN73479_c18_g1_i1:417-1681|-     -            314 414579at33208        -            250   1.4e-06   26.8   1.1   2   2       6.2        91    1.3   0.0    87   118   192   223   161   241 0.80 -
414579at33208_400682_0:00168e|TRINITY_DN83196_c10_g1_i2:3448-4131|+   -            228 414579at33208        -            250   1.6e-06   26.7   0.5   1   1   2.2e-07   3.2e-06   25.7   0.5    46   235     9   213     6   220 0.72 -
414579at33208_400682_0:00168e|TRINITY_DN83196_c10_g1_i4:1590-2273|+   -            228 414579at33208        -            250   1.6e-06   26.7   0.5   1   1   2.2e-07   3.2e-06   25.7   0.5    46   235     9   213     6   220 0.72 -
201397at33208_35019_0:000b5d|TRINITY_DN87761_c2_g1_i4:569-1104|+      -            106 414579at33208        -            250   1.6e-06   26.7   0.3   1   1   4.9e-07   7.2e-06   24.6   0.3    85   157    28   102    11   106 0.88 -
380583at33208_39758_0:00029d|TRINITY_DN93438_c7_g1_i12:592-903|+      -            104 414579at33208        -            250   1.7e-06   26.7   1.0   1   1   1.5e-07   2.2e-06   26.3   1.0    65   118    43    98     3   102 0.79 -
380583at33208_39758_0:00029d|TRINITY_DN93438_c7_g1_i24:905-1216|+     -            104 414579at33208        -            250   1.7e-06   26.7   1.0   1   1   1.5e-07   2.2e-06   26.3   1.0    65   118    43    98     3   102 0.79 -
357580at33208_32536_0:0034ec|TRINITY_DN87574_c7_g1_i1:4634-4918|-     -             95 414579at33208        -            250   1.7e-06   26.7   3.1   1   2    0.0009     0.013   13.9   0.1    86   118     6    38     2    46 0.78 -
357580at33208_32536_0:0034ec|TRINITY_DN87574_c7_g1_i1:4634-4918|-     -             95 414579at33208        -            250   1.7e-06   26.7   3.1   2   2    0.0012     0.018   13.4   0.8    73   116    51    94    47    95 0.91 -
357580at33208_32536_0:0034ec|TRINITY_DN87574_c7_g1_i6:4668-4952|-     -             95 414579at33208        -            250   1.7e-06   26.7   3.1   1   2    0.0009     0.013   13.9   0.1    86   118     6    38     2    46 0.78 -
357580at33208_32536_0:0034ec|TRINITY_DN87574_c7_g1_i6:4668-4952|-     -             95 414579at33208        -            250   1.7e-06   26.7   3.1   2   2    0.0012     0.018   13.4   0.8    73   116    51    94    47    95 0.91 -
357580at33208_32536_0:0034ec|TRINITY_DN87574_c7_g1_i8:4470-4754|-     -             95 414579at33208        -            250   1.7e-06   26.7   3.1   1   2    0.0009     0.013   13.9   0.1    86   118     6    38     2    46 0.78 -
357580at33208_32536_0:0034ec|TRINITY_DN87574_c7_g1_i8:4470-4754|-     -             95 414579at33208        -            250   1.7e-06   26.7   3.1   2   2    0.0012     0.018   13.4   0.8    73   116    51    94    47    95 0.91 -
448514at33208_1218281_0:001263|TRINITY_DN87849_c15_g1_i6:382-756|-    -            125 414579at33208        -            250   1.9e-06   26.4   0.0   1   1   1.8e-07   2.6e-06   26.0   0.0    64   123    11    71     2    77 0.86 -
261614at33208_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-     -            613 414579at33208        -            250   2.1e-06   26.3   0.2   1   2    0.0073      0.11   10.9   0.0    83   119   267   303   262   326 0.75 -
261614at33208_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-     -            613 414579at33208        -            250   2.1e-06   26.3   0.2   2   2    0.0026     0.038   12.4   0.0    26   113   468   556   462   562 0.90 -
261614at33208_294128_0:002352|TRINITY_DN79185_c7_g1_i2:713-2566|-     -            618 414579at33208        -            250   2.2e-06   26.3   0.2   1   2    0.0073      0.11   10.9   0.0    83   119   272   308   267   331 0.75 -
261614at33208_294128_0:002352|TRINITY_DN79185_c7_g1_i2:713-2566|-     -            618 414579at33208        -            250   2.2e-06   26.3   0.2   2   2    0.0026     0.038   12.4   0.0    26   113   473   561   467   567 0.90 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i1:1116-1625|+     -            170 414579at33208        -            250   2.2e-06   26.2   0.7   1   2   0.00044    0.0065   14.9   0.2    11   115     2   120     1   132 0.69 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i1:1116-1625|+     -            170 414579at33208        -            250   2.2e-06   26.2   0.7   2   2     0.029      0.43    8.9   0.0     3    33   139   169   137   170 0.95 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+     -            170 414579at33208        -            250   2.2e-06   26.2   0.7   1   2   0.00044    0.0065   14.9   0.2    11   115     2   120     1   132 0.69 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+     -            170 414579at33208        -            250   2.2e-06   26.2   0.7   2   2     0.029      0.43    8.9   0.0     3    33   139   169   137   170 0.95 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i3:907-1416|+      -            170 414579at33208        -            250   2.2e-06   26.2   0.7   1   2   0.00044    0.0065   14.9   0.2    11   115     2   120     1   132 0.69 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i3:907-1416|+      -            170 414579at33208        -            250   2.2e-06   26.2   0.7   2   2     0.029      0.43    8.9   0.0     3    33   139   169   137   170 0.95 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i4:550-1059|+      -            170 414579at33208        -            250   2.2e-06   26.2   0.7   1   2   0.00044    0.0065   14.9   0.2    11   115     2   120     1   132 0.69 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i4:550-1059|+      -            170 414579at33208        -            250   2.2e-06   26.2   0.7   2   2     0.029      0.43    8.9   0.0     3    33   139   169   137   170 0.95 -
439736at33208_215358_0:002c52|TRINITY_DN83891_c8_g7_i1:372-1133|-     -            254 414579at33208        -            250   2.5e-06   26.1   0.7   1   2     0.059      0.86    7.9   0.1    63    95    87   119    73   171 0.66 -
439736at33208_215358_0:002c52|TRINITY_DN83891_c8_g7_i1:372-1133|-     -            254 414579at33208        -            250   2.5e-06   26.1   0.7   2   2   0.00047    0.0069   14.8   0.1    69   119   195   247   177   252 0.84 -
361100at33208_29159_0:003236|TRINITY_DN79703_c11_g1_i3:1834-2367|-    -            178 414579at33208        -            250   2.8e-06   25.9   0.4   1   2    0.0013     0.019   13.4   0.0    96   163    59   129    52   134 0.84 -
361100at33208_29159_0:003236|TRINITY_DN79703_c11_g1_i3:1834-2367|-    -            178 414579at33208        -            250   2.8e-06   25.9   0.4   2   2     0.016      0.23    9.8   0.3    79   120   132   176   128   178 0.76 -
361100at33208_29159_0:003236|TRINITY_DN79703_c11_g1_i4:1834-2367|-    -            178 414579at33208        -            250   2.8e-06   25.9   0.4   1   2    0.0013     0.019   13.4   0.0    96   163    59   129    52   134 0.84 -
361100at33208_29159_0:003236|TRINITY_DN79703_c11_g1_i4:1834-2367|-    -            178 414579at33208        -            250   2.8e-06   25.9   0.4   2   2     0.016      0.23    9.8   0.3    79   120   132   176   128   178 0.76 -
357580at33208_10224_0:003fda|TRINITY_DN86602_c12_g1_i1:21-593|-       -            191 414579at33208        -            250   2.9e-06   25.9   3.8   1   2      0.15       2.2    6.6   0.0    80   118    39    77    33    88 0.87 -
357580at33208_10224_0:003fda|TRINITY_DN86602_c12_g1_i1:21-593|-       -            191 414579at33208        -            250   2.9e-06   25.9   3.8   2   2   4.3e-05   0.00063   18.2   2.1    42   117   113   187    90   190 0.80 -
453052at33208_30455_0:001251|TRINITY_DN86274_c10_g1_i5:351-737|+      -            129 414579at33208        -            250   3.1e-06   25.8   0.4   1   2       3.2        48    2.2   0.0    81   111     8    38     1    51 0.80 -
453052at33208_30455_0:001251|TRINITY_DN86274_c10_g1_i5:351-737|+      -            129 414579at33208        -            250   3.1e-06   25.8   0.4   2   2   2.3e-06   3.4e-05   22.3   0.4    69   117    81   129    13   129 0.61 -
414579at33208_1608454_0:0055f3|TRINITY_DN88444_c9_g1_i1:506-1105|+    -            200 414579at33208        -            250   3.8e-06   25.5   0.1   1   2   1.2e-05   0.00017   20.0   0.0    69   200    19   170     6   173 0.72 -
414579at33208_1608454_0:0055f3|TRINITY_DN88444_c9_g1_i1:506-1105|+    -            200 414579at33208        -            250   3.8e-06   25.5   0.1   2   2      0.15       2.2    6.6   0.0    44    81   136   173   108   193 0.73 -
414579at33208_1608454_0:0055f3|TRINITY_DN88444_c9_g1_i7:506-1105|+    -            200 414579at33208        -            250   3.8e-06   25.5   0.1   1   2   1.2e-05   0.00017   20.0   0.0    69   200    19   170     6   173 0.72 -
414579at33208_1608454_0:0055f3|TRINITY_DN88444_c9_g1_i7:506-1105|+    -            200 414579at33208        -            250   3.8e-06   25.5   0.1   2   2      0.15       2.2    6.6   0.0    44    81   136   173   108   193 0.73 -
472352at33208_7741_0:000d00|TRINITY_DN83345_c1_g1_i13:90-1166|-       -            359 414579at33208        -            250   3.9e-06   25.4   0.6   1   2      0.65       9.5    4.5   0.0   143   163   208   228   196   235 0.84 -
472352at33208_7741_0:000d00|TRINITY_DN83345_c1_g1_i13:90-1166|-       -            359 414579at33208        -            250   3.9e-06   25.4   0.6   2   2   5.5e-05   0.00081   17.9   0.1    80   121   231   273   226   281 0.84 -
472352at33208_7741_0:000d00|TRINITY_DN83345_c1_g1_i1:90-1166|-        -            359 414579at33208        -            250   3.9e-06   25.4   0.6   1   2      0.65       9.5    4.5   0.0   143   163   208   228   196   235 0.84 -
472352at33208_7741_0:000d00|TRINITY_DN83345_c1_g1_i1:90-1166|-        -            359 414579at33208        -            250   3.9e-06   25.4   0.6   2   2   5.5e-05   0.00081   17.9   0.1    80   121   231   273   226   281 0.84 -
179485at33208_121225_0:000029|TRINITY_DN93718_c1_g1_i18:1915-2880|-   -            322 414579at33208        -            250     4e-06   25.4   1.6   1   3     0.017      0.25    9.7   0.0    66   119    40    93    23   102 0.77 -
179485at33208_121225_0:000029|TRINITY_DN93718_c1_g1_i18:1915-2880|-   -            322 414579at33208        -            250     4e-06   25.4   1.6   2   3      0.11       1.6    7.0   0.1    97   195   120   227   110   234 0.75 -
179485at33208_121225_0:000029|TRINITY_DN93718_c1_g1_i18:1915-2880|-   -            322 414579at33208        -            250     4e-06   25.4   1.6   3   3      0.37       5.4    5.3   0.1    72   200   185   276   181   298 0.49 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i11:1912-2778|-    -            289 414579at33208        -            250     4e-06   25.4   1.7   1   4      0.03      0.45    8.9   0.0    68   119     7    58     2    68 0.79 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i11:1912-2778|-    -            289 414579at33208        -            250     4e-06   25.4   1.7   2   4     0.065      0.96    7.8   0.1    97   195    85   192    67   204 0.76 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i11:1912-2778|-    -            289 414579at33208        -            250     4e-06   25.4   1.7   3   4      0.32       4.7    5.5   0.2    73   201   151   242   147   266 0.48 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i11:1912-2778|-    -            289 414579at33208        -            250     4e-06   25.4   1.7   4   4        10   1.5e+02    0.6   0.0    19    34   271   287   260   289 0.74 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i12:1682-2548|-    -            289 414579at33208        -            250     4e-06   25.4   1.7   1   4      0.03      0.45    8.9   0.0    68   119     7    58     2    68 0.79 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i12:1682-2548|-    -            289 414579at33208        -            250     4e-06   25.4   1.7   2   4     0.065      0.96    7.8   0.1    97   195    85   192    67   204 0.76 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i12:1682-2548|-    -            289 414579at33208        -            250     4e-06   25.4   1.7   3   4      0.32       4.7    5.5   0.2    73   201   151   242   147   266 0.48 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i12:1682-2548|-    -            289 414579at33208        -            250     4e-06   25.4   1.7   4   4        10   1.5e+02    0.6   0.0    19    34   271   287   260   289 0.74 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i15:1496-2362|-    -            289 414579at33208        -            250     4e-06   25.4   1.7   1   4      0.03      0.45    8.9   0.0    68   119     7    58     2    68 0.79 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i15:1496-2362|-    -            289 414579at33208        -            250     4e-06   25.4   1.7   2   4     0.065      0.96    7.8   0.1    97   195    85   192    67   204 0.76 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i15:1496-2362|-    -            289 414579at33208        -            250     4e-06   25.4   1.7   3   4      0.32       4.7    5.5   0.2    73   201   151   242   147   266 0.48 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i15:1496-2362|-    -            289 414579at33208        -            250     4e-06   25.4   1.7   4   4        10   1.5e+02    0.6   0.0    19    34   271   287   260   289 0.74 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i2:1723-2589|-     -            289 414579at33208        -            250     4e-06   25.4   1.7   1   4      0.03      0.45    8.9   0.0    68   119     7    58     2    68 0.79 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i2:1723-2589|-     -            289 414579at33208        -            250     4e-06   25.4   1.7   2   4     0.065      0.96    7.8   0.1    97   195    85   192    67   204 0.76 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i2:1723-2589|-     -            289 414579at33208        -            250     4e-06   25.4   1.7   3   4      0.32       4.7    5.5   0.2    73   201   151   242   147   266 0.48 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i2:1723-2589|-     -            289 414579at33208        -            250     4e-06   25.4   1.7   4   4        10   1.5e+02    0.6   0.0    19    34   271   287   260   289 0.74 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i4:1722-2588|-     -            289 414579at33208        -            250     4e-06   25.4   1.7   1   4      0.03      0.45    8.9   0.0    68   119     7    58     2    68 0.79 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i4:1722-2588|-     -            289 414579at33208        -            250     4e-06   25.4   1.7   2   4     0.065      0.96    7.8   0.1    97   195    85   192    67   204 0.76 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i4:1722-2588|-     -            289 414579at33208        -            250     4e-06   25.4   1.7   3   4      0.32       4.7    5.5   0.2    73   201   151   242   147   266 0.48 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i4:1722-2588|-     -            289 414579at33208        -            250     4e-06   25.4   1.7   4   4        10   1.5e+02    0.6   0.0    19    34   271   287   260   289 0.74 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i9:1495-2361|-     -            289 414579at33208        -            250     4e-06   25.4   1.7   1   4      0.03      0.45    8.9   0.0    68   119     7    58     2    68 0.79 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i9:1495-2361|-     -            289 414579at33208        -            250     4e-06   25.4   1.7   2   4     0.065      0.96    7.8   0.1    97   195    85   192    67   204 0.76 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i9:1495-2361|-     -            289 414579at33208        -            250     4e-06   25.4   1.7   3   4      0.32       4.7    5.5   0.2    73   201   151   242   147   266 0.48 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i9:1495-2361|-     -            289 414579at33208        -            250     4e-06   25.4   1.7   4   4        10   1.5e+02    0.6   0.0    19    34   271   287   260   289 0.74 -
365323at33208_218467_0:001992|TRINITY_DN77898_c9_g3_i7:126-1079|+     -            318 414579at33208        -            250   4.1e-06   25.4   3.1   1   3    0.0011     0.016   13.6   0.2     7    75     4    78     1    89 0.76 -
365323at33208_218467_0:001992|TRINITY_DN77898_c9_g3_i7:126-1079|+     -            318 414579at33208        -            250   4.1e-06   25.4   3.1   2   3       3.3        48    2.2   0.0   158   216    91   150    79   160 0.70 -
365323at33208_218467_0:001992|TRINITY_DN77898_c9_g3_i7:126-1079|+     -            318 414579at33208        -            250   4.1e-06   25.4   3.1   3   3      0.03      0.45    8.9   0.1    83   117   270   304   223   312 0.91 -
357580at33208_7950_0:00107f|TRINITY_DN91433_c7_g1_i3:242-835|+        -            198 414579at33208        -            250   4.8e-06   25.1   0.1   1   2     4e-05   0.00058   18.3   0.1    64   121    13    70     2    82 0.89 -
357580at33208_7950_0:00107f|TRINITY_DN91433_c7_g1_i3:242-835|+        -            198 414579at33208        -            250   4.8e-06   25.1   0.1   2   2       0.5       7.3    4.9   0.0   159   196   159   196   120   198 0.58 -
201397at33208_1155016_0:001909|TRINITY_DN90801_c6_g1_i4:131-589|+     -            153 414579at33208        -            250   5.6e-06   24.9   0.0   1   1     0.018      0.27    9.6   0.0   100   139    69   107    58   111 0.76 -
414579at33208_7224_0:001618|TRINITY_DN82840_c8_g1_i1:1824-2411|-      -            196 414579at33208        -            250   5.6e-06   24.9   0.0   1   2     0.013      0.19   10.1   0.0   100   166     2    72     1    87 0.80 -
414579at33208_7224_0:001618|TRINITY_DN82840_c8_g1_i1:1824-2411|-      -            196 414579at33208        -            250   5.6e-06   24.9   0.0   2   2    0.0021      0.03   12.7   0.1    98   164    93   161    86   168 0.69 -
414579at33208_7224_0:001618|TRINITY_DN82840_c8_g1_i2:1758-2345|-      -            196 414579at33208        -            250   5.6e-06   24.9   0.0   1   2     0.013      0.19   10.1   0.0   100   166     2    72     1    87 0.80 -
414579at33208_7224_0:001618|TRINITY_DN82840_c8_g1_i2:1758-2345|-      -            196 414579at33208        -            250   5.6e-06   24.9   0.0   2   2    0.0021      0.03   12.7   0.1    98   164    93   161    86   168 0.69 -
153034at33208_7539_0:001079|TRINITY_DN73479_c18_g1_i5:253-852|-       -            200 414579at33208        -            250   7.8e-06   24.4   0.3   1   1   2.7e-06   3.9e-05   22.1   0.6    46   120    59   135    44   144 0.82 -
365323at33208_218467_0:001992|TRINITY_DN77898_c9_g3_i3:94-1023|+      -            310 414579at33208        -            250     1e-05   24.0   3.2   1   3    0.0019     0.028   12.8   0.1     8    75     5    78     1    90 0.72 -
365323at33208_218467_0:001992|TRINITY_DN77898_c9_g3_i3:94-1023|+      -            310 414579at33208        -            250     1e-05   24.0   3.2   2   3       5.7        83    1.4   0.0   158   216    91   150    78   159 0.63 -
365323at33208_218467_0:001992|TRINITY_DN77898_c9_g3_i3:94-1023|+      -            310 414579at33208        -            250     1e-05   24.0   3.2   3   3     0.029      0.42    9.0   0.1    83   117   262   296   250   304 0.89 -
153034at33208_136037_0:000a01|TRINITY_DN73479_c18_g1_i4:166-1983|-    -            606 414579at33208        -            250   1.1e-05   23.9   0.8   1   1   2.4e-05   0.00035   19.0   0.7    46   120    49   125    41   135 0.81 -
433216at33208_7038_0:001085|TRINITY_DN81296_c10_g1_i2:2764-3735|-     -            324 414579at33208        -            250   1.2e-05   23.9   0.0   1   1     9e-06   0.00013   20.4   0.0    43   115   249   324   240   324 0.81 -
433216at33208_7038_0:001085|TRINITY_DN81296_c10_g1_i3:1096-2067|-     -            324 414579at33208        -            250   1.2e-05   23.9   0.0   1   1     9e-06   0.00013   20.4   0.0    43   115   249   324   240   324 0.81 -
266808at33208_378494_0:0019ed|TRINITY_DN88294_c4_g1_i1:1955-2413|+    -            153 414579at33208        -            250   1.3e-05   23.8   0.1   1   3       5.2        76    1.6   0.0     6    38     3    35     1    46 0.83 -
266808at33208_378494_0:0019ed|TRINITY_DN88294_c4_g1_i1:1955-2413|+    -            153 414579at33208        -            250   1.3e-05   23.8   0.1   2   3     0.005     0.073   11.4   0.0    80   118    49    87    40    99 0.86 -
266808at33208_378494_0:0019ed|TRINITY_DN88294_c4_g1_i1:1955-2413|+    -            153 414579at33208        -            250   1.3e-05   23.8   0.1   3   3     0.065      0.95    7.8   0.0    43    89   103   152    91   153 0.67 -
