#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
302279at33208_6850_0:0028ba|TRINITY_DN79341_c9_g1_i1:118-1173|+     -            352 302279at33208        -            304  1.7e-143  476.4   1.3   1   1    6e-142  2.4e-140  466.0   1.3     1   304     1   352     1   352 0.89 -
357580at33208_43700_0:00268d|TRINITY_DN79934_c8_g3_i2:3048-3719|-   -            224 302279at33208        -            304    0.0026   16.0   5.0   3   5       8.2   3.3e+02   -0.7   0.0    97   112   103   118    91   133 0.78 -
357580at33208_43700_0:00268d|TRINITY_DN79934_c8_g3_i2:3048-3719|-   -            224 302279at33208        -            304    0.0026   16.0   5.0   4   5      0.12       4.9    5.2   0.5    97   149   145   196   133   204 0.83 -
357580at33208_43700_0:00268d|TRINITY_DN79934_c8_g3_i2:3048-3719|-   -            224 302279at33208        -            304    0.0026   16.0   5.0   5   5       5.8   2.3e+02   -0.3   0.1    92   109   202   219   168   220 0.51 -
357580at33208_29078_0:002211|TRINITY_DN76830_c5_g1_i5:1182-2132|+   -            317 302279at33208        -            304     0.003   15.8   0.4   1   3       0.8        32    2.6   0.1    85   131    41    87    26    95 0.77 -
357580at33208_29078_0:002211|TRINITY_DN76830_c5_g1_i5:1182-2132|+   -            317 302279at33208        -            304     0.003   15.8   0.4   2   3       7.6     3e+02   -0.6   0.0    95   113    94   112    67   132 0.79 -
357580at33208_29078_0:002211|TRINITY_DN76830_c5_g1_i5:1182-2132|+   -            317 302279at33208        -            304     0.003   15.8   0.4   3   3     0.015      0.61    8.2   0.0    69   116   193   243   183   261 0.67 -
357580at33208_29078_0:002211|TRINITY_DN76830_c5_g1_i9:681-1631|+    -            317 302279at33208        -            304     0.003   15.8   0.4   1   3       0.8        32    2.6   0.1    85   131    41    87    26    95 0.77 -
357580at33208_29078_0:002211|TRINITY_DN76830_c5_g1_i9:681-1631|+    -            317 302279at33208        -            304     0.003   15.8   0.4   2   3       7.6     3e+02   -0.6   0.0    95   113    94   112    67   132 0.79 -
357580at33208_29078_0:002211|TRINITY_DN76830_c5_g1_i9:681-1631|+    -            317 302279at33208        -            304     0.003   15.8   0.4   3   3     0.015      0.61    8.2   0.0    69   116   193   243   183   261 0.67 -
304388at33208_35525_0:0020d8|TRINITY_DN86640_c10_g1_i3:39-1652|+    -            538 302279at33208        -            304     0.003   15.8   2.4   1   2   0.00055     0.022   13.0   1.7    99   298   280   479   271   485 0.76 -
304388at33208_35525_0:0020d8|TRINITY_DN86640_c10_g1_i3:39-1652|+    -            538 302279at33208        -            304     0.003   15.8   2.4   2   2     0.033       1.3    7.1   0.1    90   118   458   486   440   535 0.70 -
409006at33208_74940_0:008ba7|TRINITY_DN88016_c0_g6_i1:688-1092|+    -            135 302279at33208        -            304     0.003   15.8   0.2   1   2     0.086       3.4    5.8   0.0    93   127    22    59     1    68 0.60 -
409006at33208_74940_0:008ba7|TRINITY_DN88016_c0_g6_i1:688-1092|+    -            135 302279at33208        -            304     0.003   15.8   0.2   2   2    0.0077      0.31    9.2   0.1   230   297    65   132    57   135 0.89 -
365323at33208_218467_0:001992|TRINITY_DN77898_c9_g3_i7:126-1079|+   -            318 302279at33208        -            304    0.0034   15.6   4.3   1   3     0.014      0.57    8.3   0.4    96   138    15    57     3    78 0.86 -
365323at33208_218467_0:001992|TRINITY_DN77898_c9_g3_i7:126-1079|+   -            318 302279at33208        -            304    0.0034   15.6   4.3   2   3       4.7   1.9e+02    0.1   0.0    97   111   117   131    95   140 0.76 -
365323at33208_218467_0:001992|TRINITY_DN77898_c9_g3_i7:126-1079|+   -            318 302279at33208        -            304    0.0034   15.6   4.3   3   3     0.063       2.5    6.2   0.1   221   255   273   306   244   316 0.86 -
357580at33208_37653_0:003161|TRINITY_DN84398_c2_g1_i2:479-1348|+    -            290 302279at33208        -            304    0.0037   15.5   0.2   1   3       6.1   2.4e+02   -0.3   0.0    96   114    18    36     6    46 0.79 -
357580at33208_37653_0:003161|TRINITY_DN84398_c2_g1_i2:479-1348|+    -            290 302279at33208        -            304    0.0037   15.5   0.2   2   3     0.079       3.1    5.9   0.1   106   260    70   128    58   169 0.42 -
357580at33208_37653_0:003161|TRINITY_DN84398_c2_g1_i2:479-1348|+    -            290 302279at33208        -            304    0.0037   15.5   0.2   3   3      0.14       5.4    5.1   0.0    92   126   232   266   227   275 0.87 -
398013at33208_6334_0:0020e8|TRINITY_DN82725_c2_g1_i11:265-1095|+    -            277 302279at33208        -            304    0.0038   15.5   0.2   1   2   0.00072     0.029   12.6   0.1   147   251    40   142    13   154 0.80 -
398013at33208_6334_0:0020e8|TRINITY_DN82725_c2_g1_i11:265-1095|+    -            277 302279at33208        -            304    0.0038   15.5   0.2   2   2       4.1   1.6e+02    0.3   0.0    98   115   180   197   154   262 0.62 -
398013at33208_6334_0:0020e8|TRINITY_DN82725_c2_g1_i1:265-1095|+     -            277 302279at33208        -            304    0.0038   15.5   0.2   1   2   0.00072     0.029   12.6   0.1   147   251    40   142    13   154 0.80 -
398013at33208_6334_0:0020e8|TRINITY_DN82725_c2_g1_i1:265-1095|+     -            277 302279at33208        -            304    0.0038   15.5   0.2   2   2       4.1   1.6e+02    0.3   0.0    98   115   180   197   154   262 0.62 -
398013at33208_6334_0:0020e8|TRINITY_DN82725_c2_g1_i5:265-1095|+     -            277 302279at33208        -            304    0.0038   15.5   0.2   1   2   0.00072     0.029   12.6   0.1   147   251    40   142    13   154 0.80 -
398013at33208_6334_0:0020e8|TRINITY_DN82725_c2_g1_i5:265-1095|+     -            277 302279at33208        -            304    0.0038   15.5   0.2   2   2       4.1   1.6e+02    0.3   0.0    98   115   180   197   154   262 0.62 -
398013at33208_6334_0:0020e8|TRINITY_DN82725_c2_g1_i6:265-1095|+     -            277 302279at33208        -            304    0.0038   15.5   0.2   1   2   0.00072     0.029   12.6   0.1   147   251    40   142    13   154 0.80 -
398013at33208_6334_0:0020e8|TRINITY_DN82725_c2_g1_i6:265-1095|+     -            277 302279at33208        -            304    0.0038   15.5   0.2   2   2       4.1   1.6e+02    0.3   0.0    98   115   180   197   154   262 0.62 -
409006at33208_294128_0:0021a6|TRINITY_DN90607_c6_g1_i3:819-1952|+   -            378 302279at33208        -            304    0.0042   15.3   0.9   1   2       1.3        53    1.8   0.1   109   169   158   219   143   237 0.67 -
409006at33208_294128_0:0021a6|TRINITY_DN90607_c6_g1_i3:819-1952|+   -            378 302279at33208        -            304    0.0042   15.3   0.9   2   2    0.0018     0.073   11.3   0.1    98   142   241   283   235   293 0.89 -
409006at33208_294128_0:0021a6|TRINITY_DN90607_c6_g1_i9:1809-2948|+  -            380 302279at33208        -            304    0.0043   15.3   0.9   1   2       1.3        54    1.8   0.1   109   169   160   221   145   239 0.67 -
409006at33208_294128_0:0021a6|TRINITY_DN90607_c6_g1_i9:1809-2948|+  -            380 302279at33208        -            304    0.0043   15.3   0.9   2   2    0.0018     0.073   11.2   0.1    98   142   243   285   237   295 0.89 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i10:387-995|-   -            203 302279at33208        -            304    0.0043   15.3   0.2   1   2     0.001     0.041   12.1   0.1   104   205    26   124    17   129 0.55 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i10:387-995|-   -            203 302279at33208        -            304    0.0043   15.3   0.2   2   2      0.19       7.6    4.6   0.1   221   253    92   124    88   183 0.87 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i1:387-995|-    -            203 302279at33208        -            304    0.0043   15.3   0.2   1   2     0.001     0.041   12.1   0.1   104   205    26   124    17   129 0.55 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i1:387-995|-    -            203 302279at33208        -            304    0.0043   15.3   0.2   2   2      0.19       7.6    4.6   0.1   221   253    92   124    88   183 0.87 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i3:387-995|-    -            203 302279at33208        -            304    0.0043   15.3   0.2   1   2     0.001     0.041   12.1   0.1   104   205    26   124    17   129 0.55 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i3:387-995|-    -            203 302279at33208        -            304    0.0043   15.3   0.2   2   2      0.19       7.6    4.6   0.1   221   253    92   124    88   183 0.87 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i8:387-995|-    -            203 302279at33208        -            304    0.0043   15.3   0.2   1   2     0.001     0.041   12.1   0.1   104   205    26   124    17   129 0.55 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i8:387-995|-    -            203 302279at33208        -            304    0.0043   15.3   0.2   2   2      0.19       7.6    4.6   0.1   221   253    92   124    88   183 0.87 -
409006at33208_294128_0:0021a6|TRINITY_DN90607_c6_g1_i7:674-1849|+   -            392 302279at33208        -            304    0.0044   15.2   0.8   1   2       1.4        56    1.8   0.1   109   169   172   233   157   251 0.67 -
409006at33208_294128_0:0021a6|TRINITY_DN90607_c6_g1_i7:674-1849|+   -            392 302279at33208        -            304    0.0044   15.2   0.8   2   2    0.0019     0.076   11.2   0.1    98   142   255   297   249   307 0.89 -
92367at33208_6669_0:002c73|TRINITY_DN92879_c5_g1_i3:469-2695|-      -            693 302279at33208        -            304     0.005   15.1   0.0   1   1    0.0017     0.068   11.3   0.0    76   114   430   467   412   564 0.83 -
357580at33208_136037_0:001175|TRINITY_DN84958_c6_g2_i3:561-1082|+   -            174 302279at33208        -            304    0.0054   15.0   0.8   1   2    0.0095      0.38    8.9   0.1    71   118    91   140     9   150 0.69 -
357580at33208_136037_0:001175|TRINITY_DN84958_c6_g2_i3:561-1082|+   -            174 302279at33208        -            304    0.0054   15.0   0.8   2   2      0.76        30    2.7   0.0    91   113   152   174   147   174 0.85 -
92367at33208_143995_0:0026ca|TRINITY_DN92879_c5_g1_i4:475-2580|-    -            702 302279at33208        -            304    0.0054   15.0   0.0   1   1    0.0017     0.069   11.3   0.0    76   114   435   472   417   569 0.83 -
357580at33208_381198_0:002ad9|TRINITY_DN79934_c8_g3_i1:303-776|-    -            158 302279at33208        -            304    0.0055   14.9   0.8   1   3     0.061       2.4    6.2   0.1    98   114    20    36    17    45 0.85 -
357580at33208_381198_0:002ad9|TRINITY_DN79934_c8_g3_i1:303-776|-    -            158 302279at33208        -            304    0.0055   14.9   0.8   2   3      0.14       5.6    5.1   0.0    83   126    47    89    36   103 0.78 -
357580at33208_381198_0:002ad9|TRINITY_DN79934_c8_g3_i1:303-776|-    -            158 302279at33208        -            304    0.0055   14.9   0.8   3   3       4.8   1.9e+02    0.0   0.0    96   112   102   118    90   131 0.78 -
419914at33208_7950_0:00027d|TRINITY_DN90801_c6_g1_i2:395-796|+      -            134 302279at33208        -            304    0.0058   14.9   0.4   1   3     0.016      0.64    8.1   0.0    98   125    29    55    20    71 0.76 -
419914at33208_7950_0:00027d|TRINITY_DN90801_c6_g1_i2:395-796|+      -            134 302279at33208        -            304    0.0058   14.9   0.4   2   3       0.4        16    3.6   0.1    99   126    73   100    60   109 0.82 -
419914at33208_7950_0:00027d|TRINITY_DN90801_c6_g1_i2:395-796|+      -            134 302279at33208        -            304    0.0058   14.9   0.4   3   3       1.7        68    1.5   0.1   120   251    94   128    79   133 0.51 -
419914at33208_7950_0:00027d|TRINITY_DN90801_c6_g1_i5:395-796|+      -            134 302279at33208        -            304    0.0058   14.9   0.4   1   3     0.016      0.64    8.1   0.0    98   125    29    55    20    71 0.76 -
419914at33208_7950_0:00027d|TRINITY_DN90801_c6_g1_i5:395-796|+      -            134 302279at33208        -            304    0.0058   14.9   0.4   2   3       0.4        16    3.6   0.1    99   126    73   100    60   109 0.82 -
419914at33208_7950_0:00027d|TRINITY_DN90801_c6_g1_i5:395-796|+      -            134 302279at33208        -            304    0.0058   14.9   0.4   3   3       1.7        68    1.5   0.1   120   251    94   128    79   133 0.51 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i11:1912-2778|-  -            289 302279at33208        -            304    0.0064   14.7   0.3   1   2       4.4   1.7e+02    0.2   0.0   101   208     3    17     1    58 0.62 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i11:1912-2778|-  -            289 302279at33208        -            304    0.0064   14.7   0.3   2   2    0.0012     0.047   11.9   0.1   105   205    98   194    86   216 0.76 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i12:1682-2548|-  -            289 302279at33208        -            304    0.0064   14.7   0.3   1   2       4.4   1.7e+02    0.2   0.0   101   208     3    17     1    58 0.62 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i12:1682-2548|-  -            289 302279at33208        -            304    0.0064   14.7   0.3   2   2    0.0012     0.047   11.9   0.1   105   205    98   194    86   216 0.76 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i15:1496-2362|-  -            289 302279at33208        -            304    0.0064   14.7   0.3   1   2       4.4   1.7e+02    0.2   0.0   101   208     3    17     1    58 0.62 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i15:1496-2362|-  -            289 302279at33208        -            304    0.0064   14.7   0.3   2   2    0.0012     0.047   11.9   0.1   105   205    98   194    86   216 0.76 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i2:1723-2589|-   -            289 302279at33208        -            304    0.0064   14.7   0.3   1   2       4.4   1.7e+02    0.2   0.0   101   208     3    17     1    58 0.62 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i2:1723-2589|-   -            289 302279at33208        -            304    0.0064   14.7   0.3   2   2    0.0012     0.047   11.9   0.1   105   205    98   194    86   216 0.76 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i4:1722-2588|-   -            289 302279at33208        -            304    0.0064   14.7   0.3   1   2       4.4   1.7e+02    0.2   0.0   101   208     3    17     1    58 0.62 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i4:1722-2588|-   -            289 302279at33208        -            304    0.0064   14.7   0.3   2   2    0.0012     0.047   11.9   0.1   105   205    98   194    86   216 0.76 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i9:1495-2361|-   -            289 302279at33208        -            304    0.0064   14.7   0.3   1   2       4.4   1.7e+02    0.2   0.0   101   208     3    17     1    58 0.62 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i9:1495-2361|-   -            289 302279at33208        -            304    0.0064   14.7   0.3   2   2    0.0012     0.047   11.9   0.1   105   205    98   194    86   216 0.76 -
502128at33208_7091_0:002d19|TRINITY_DN82468_c10_g1_i3:2906-3553|-   -            216 302279at33208        -            304    0.0067   14.7   0.6   1   3       1.4        55    1.8   0.0    94   112    14    32     3    45 0.82 -
502128at33208_7091_0:002d19|TRINITY_DN82468_c10_g1_i3:2906-3553|-   -            216 302279at33208        -            304    0.0067   14.7   0.6   2   3     0.075         3    6.0   0.0   197   254    66   120    54   152 0.72 -
502128at33208_7091_0:002d19|TRINITY_DN82468_c10_g1_i3:2906-3553|-   -            216 302279at33208        -            304    0.0067   14.7   0.6   3   3      0.74        29    2.7   0.1    84   110   189   215   143   216 0.65 -
414579at33208_156304_0:00194e|TRINITY_DN75389_c16_g1_i5:723-1427|+  -            235 302279at33208        -            304    0.0068   14.6   0.3   1   3     0.081       3.2    5.8   0.0   147   163    37    53    25    96 0.79 -
414579at33208_156304_0:00194e|TRINITY_DN75389_c16_g1_i5:723-1427|+  -            235 302279at33208        -            304    0.0068   14.6   0.3   2   3       1.4        57    1.8   0.0    89   115   127   154   113   168 0.65 -
414579at33208_156304_0:00194e|TRINITY_DN75389_c16_g1_i5:723-1427|+  -            235 302279at33208        -            304    0.0068   14.6   0.3   3   3      0.12       4.9    5.3   0.0    64   117   142   197   130   207 0.75 -
92367at33208_7460_0:0007ef|TRINITY_DN92879_c5_g1_i1:410-2326|-      -            639 302279at33208        -            304    0.0071   14.6   0.0   1   1    0.0015      0.06   11.5   0.0    76   114   373   410   354   507 0.83 -
433216at33208_6334_0:0020bd|TRINITY_DN79895_c5_g1_i4:450-1010|-     -            187 302279at33208        -            304    0.0077   14.5   0.8   1   2      0.12       4.7    5.3   0.1    98   131     1    34     1    58 0.71 -
433216at33208_6334_0:0020bd|TRINITY_DN79895_c5_g1_i4:450-1010|-     -            187 302279at33208        -            304    0.0077   14.5   0.8   2   2     0.016      0.64    8.2   0.1    39   134    69   166    49   187 0.70 -
433216at33208_6334_0:0020bd|TRINITY_DN79895_c5_g1_i7:450-1010|-     -            187 302279at33208        -            304    0.0077   14.5   0.8   1   2      0.12       4.7    5.3   0.1    98   131     1    34     1    58 0.71 -
433216at33208_6334_0:0020bd|TRINITY_DN79895_c5_g1_i7:450-1010|-     -            187 302279at33208        -            304    0.0077   14.5   0.8   2   2     0.016      0.64    8.2   0.1    39   134    69   166    49   187 0.70 -
414579at33208_156304_0:00194e|TRINITY_DN75389_c16_g1_i4:723-1364|+  -            214 302279at33208        -            304    0.0083   14.4   0.2   1   3     0.071       2.8    6.0   0.0   147   163    37    53    26    96 0.78 -
414579at33208_156304_0:00194e|TRINITY_DN75389_c16_g1_i4:723-1364|+  -            214 302279at33208        -            304    0.0083   14.4   0.2   2   3         1        41    2.2   0.0    89   115   127   154   110   172 0.66 -
414579at33208_156304_0:00194e|TRINITY_DN75389_c16_g1_i4:723-1364|+  -            214 302279at33208        -            304    0.0083   14.4   0.2   3   3      0.12       4.8    5.3   0.0    64   116   142   196   130   202 0.75 -
235430at33208_123851_0:0018c0|TRINITY_DN77260_c8_g1_i4:385-1533|+   -            383 302279at33208        -            304    0.0086   14.3   0.1   1   3       5.1     2e+02   -0.1   0.0    91   115     9    33     6    44 0.83 -
235430at33208_123851_0:0018c0|TRINITY_DN77260_c8_g1_i4:385-1533|+   -            383 302279at33208        -            304    0.0086   14.3   0.1   2   3     0.011      0.42    8.8   0.0    63   116    29    77    15    93 0.77 -
235430at33208_123851_0:0018c0|TRINITY_DN77260_c8_g1_i4:385-1533|+   -            383 302279at33208        -            304    0.0086   14.3   0.1   3   3      0.71        28    2.7   0.0   176   208   129   158    99   168 0.80 -
164767at33208_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-   -            888 302279at33208        -            304    0.0088   14.3   0.4   1   3       1.5        60    1.7   0.0    92   117   237   262   212   273 0.81 -
164767at33208_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-   -            888 302279at33208        -            304    0.0088   14.3   0.4   2   3     0.034       1.4    7.1   0.0    77   110   264   298   244   307 0.80 -
164767at33208_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-   -            888 302279at33208        -            304    0.0088   14.3   0.4   3   3       1.9        76    1.3   0.0   144   208   491   552   486   590 0.76 -
414579at33208_7038_0:000196|TRINITY_DN93328_c6_g1_i6:2964-3767|-    -            268 302279at33208        -            304    0.0089   14.2   1.5   1   4       5.6   2.2e+02   -0.2   0.0    98   117     8    27     3    44 0.77 -
414579at33208_7038_0:000196|TRINITY_DN93328_c6_g1_i6:2964-3767|-    -            268 302279at33208        -            304    0.0089   14.2   1.5   2   4       7.7   3.1e+02   -0.7   0.0    91   116    82   107    67   122 0.77 -
414579at33208_7038_0:000196|TRINITY_DN93328_c6_g1_i6:2964-3767|-    -            268 302279at33208        -            304    0.0089   14.2   1.5   3   4      0.15         6    5.0   0.1    99   114   131   146   126   161 0.77 -
414579at33208_7038_0:000196|TRINITY_DN93328_c6_g1_i6:2964-3767|-    -            268 302279at33208        -            304    0.0089   14.2   1.5   4   4      0.16       6.3    4.9   0.0    94   117   218   242   191   252 0.68 -
414579at33208_1049336_0:004769|TRINITY_DN82339_c12_g1_i6:894-1151|- -             86 302279at33208        -            304    0.0093   14.2   0.3   1   2      0.37        15    3.7   0.0    97   112    29    44     3    62 0.78 -
414579at33208_1049336_0:004769|TRINITY_DN82339_c12_g1_i6:894-1151|- -             86 302279at33208        -            304    0.0093   14.2   0.3   2   2    0.0081      0.32    9.1   0.1    94   112    66    84    48    86 0.78 -
92367at33208_7460_0:0007ef|TRINITY_DN92879_c5_g1_i10:409-1944|-     -            512 302279at33208        -            304      0.01   14.1   0.0   1   1    0.0011     0.043   12.0   0.0    76   114   246   283   225   380 0.83 -
433216at33208_294128_0:0047ce|TRINITY_DN92485_c10_g1_i2:238-1176|-  -            313 302279at33208        -            304      0.01   14.1   0.7   1   3       7.8   3.1e+02   -0.7   0.0    98   158   115   168    86   173 0.53 -
433216at33208_294128_0:0047ce|TRINITY_DN92485_c10_g1_i2:238-1176|-  -            313 302279at33208        -            304      0.01   14.1   0.7   2   3      0.28        11    4.1   0.0    63   114   200   257   182   267 0.41 -
433216at33208_294128_0:0047ce|TRINITY_DN92485_c10_g1_i2:238-1176|-  -            313 302279at33208        -            304      0.01   14.1   0.7   3   3      0.12       4.7    5.3   0.0    97   119   282   303   271   312 0.79 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i11:770-1273|+   -            168 302279at33208        -            304      0.01   14.0   0.0   1   1   0.00064     0.026   12.7   0.0    94   165    17    87    11   132 0.75 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i1:2529-3032|+   -            168 302279at33208        -            304      0.01   14.0   0.0   1   1   0.00064     0.026   12.7   0.0    94   165    17    87    11   132 0.75 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i6:2546-3049|+   -            168 302279at33208        -            304      0.01   14.0   0.0   1   1   0.00064     0.026   12.7   0.0    94   165    17    87    11   132 0.75 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i9:2588-3091|+   -            168 302279at33208        -            304      0.01   14.0   0.0   1   1   0.00064     0.026   12.7   0.0    94   165    17    87    11   132 0.75 -
357580at33208_7493_0:001a21|TRINITY_DN82757_c9_g2_i1:6-677|-        -            224 302279at33208        -            304     0.011   13.9   0.1   1   3       7.8   3.1e+02   -0.7   0.0    94   111    20    37     3    48 0.70 -
357580at33208_7493_0:001a21|TRINITY_DN82757_c9_g2_i1:6-677|-        -            224 302279at33208        -            304     0.011   13.9   0.1   2   3      0.45        18    3.4   0.0    91   124    64    96    43   149 0.67 -
357580at33208_7493_0:001a21|TRINITY_DN82757_c9_g2_i1:6-677|-        -            224 302279at33208        -            304     0.011   13.9   0.1   3   3     0.022      0.86    7.7   0.0    85   126   143   184   101   203 0.72 -
472352at33208_378494_0:003283|TRINITY_DN75137_c7_g5_i1:800-1183|-   -            128 302279at33208        -            304     0.012   13.8   0.0   1   2    0.0064      0.26    9.5   0.0    98   125    11    38     3    41 0.86 -
472352at33208_378494_0:003283|TRINITY_DN75137_c7_g5_i1:800-1183|-   -            128 302279at33208        -            304     0.012   13.8   0.0   2   2       1.3        52    1.9   0.0    94   119    50    76    40    97 0.65 -
472352at33208_378494_0:003283|TRINITY_DN75137_c7_g5_i2:800-1183|-   -            128 302279at33208        -            304     0.012   13.8   0.0   1   2    0.0064      0.26    9.5   0.0    98   125    11    38     3    41 0.86 -
472352at33208_378494_0:003283|TRINITY_DN75137_c7_g5_i2:800-1183|-   -            128 302279at33208        -            304     0.012   13.8   0.0   2   2       1.3        52    1.9   0.0    94   119    50    76    40    97 0.65 -
357580at33208_7574_0:003c5e|TRINITY_DN72062_c12_g1_i3:1014-2024|+   -            337 302279at33208        -            304     0.014   13.6   1.6   1   3      0.13       5.2    5.2   0.1    95   114    70    89    51    99 0.81 -
357580at33208_7574_0:003c5e|TRINITY_DN72062_c12_g1_i3:1014-2024|+   -            337 302279at33208        -            304     0.014   13.6   1.6   2   3       4.2   1.7e+02    0.2   0.0     4    36   138   170   135   263 0.79 -
357580at33208_7574_0:003c5e|TRINITY_DN72062_c12_g1_i3:1014-2024|+   -            337 302279at33208        -            304     0.014   13.6   1.6   3   3      0.33        13    3.8   0.0    98   132   289   322   276   328 0.82 -
357580at33208_7574_0:003c5e|TRINITY_DN72062_c12_g1_i4:883-1893|+    -            337 302279at33208        -            304     0.014   13.6   1.6   1   3      0.13       5.2    5.2   0.1    95   114    70    89    51    99 0.81 -
357580at33208_7574_0:003c5e|TRINITY_DN72062_c12_g1_i4:883-1893|+    -            337 302279at33208        -            304     0.014   13.6   1.6   2   3       4.2   1.7e+02    0.2   0.0     4    36   138   170   135   263 0.79 -
357580at33208_7574_0:003c5e|TRINITY_DN72062_c12_g1_i4:883-1893|+    -            337 302279at33208        -            304     0.014   13.6   1.6   3   3      0.33        13    3.8   0.0    98   132   289   322   276   328 0.82 -
111746at33208_28377_0:003c8b|TRINITY_DN82339_c12_g1_i2:759-1199|-   -            147 302279at33208        -            304     0.016   13.4   0.7   1   2      0.84        33    2.5   0.1    97   112    44    59     7    77 0.76 -
111746at33208_28377_0:003c8b|TRINITY_DN82339_c12_g1_i2:759-1199|-   -            147 302279at33208        -            304     0.016   13.4   0.7   2   2     0.014      0.57    8.3   0.0    94   113    81   100    63   107 0.80 -
111746at33208_28377_0:003c8b|TRINITY_DN82339_c12_g1_i7:758-1198|-   -            147 302279at33208        -            304     0.016   13.4   0.7   1   2      0.84        33    2.5   0.1    97   112    44    59     7    77 0.76 -
111746at33208_28377_0:003c8b|TRINITY_DN82339_c12_g1_i7:758-1198|-   -            147 302279at33208        -            304     0.016   13.4   0.7   2   2     0.014      0.57    8.3   0.0    94   113    81   100    63   107 0.80 -
357580at33208_29078_0:002211|TRINITY_DN76830_c5_g1_i8:145-873|+     -            243 302279at33208        -            304     0.016   13.4   0.0   1   3         4   1.6e+02    0.3   0.0    97   113    22    38     8    90 0.68 -
357580at33208_29078_0:002211|TRINITY_DN76830_c5_g1_i8:145-873|+     -            243 302279at33208        -            304     0.016   13.4   0.0   2   3     0.022      0.86    7.7   0.0    69   114   119   167    98   169 0.61 -
357580at33208_29078_0:002211|TRINITY_DN76830_c5_g1_i8:145-873|+     -            243 302279at33208        -            304     0.016   13.4   0.0   3   3     0.021      0.82    7.8   0.0    70   116   120   169   119   187 0.77 -
419914at33208_126957_0:003363|TRINITY_DN93718_c1_g1_i10:1573-2319|- -            249 302279at33208        -            304     0.017   13.4   0.1   1   1   0.00092     0.037   12.2   0.1   105   205    84   180    71   191 0.74 -
365323at33208_13164_0:0033ac|TRINITY_DN88294_c4_g1_i3:1886-2737|+   -            284 302279at33208        -            304     0.021   13.0   0.0   1   1    0.0036      0.14   10.3   0.0    94   162   184   251   168   272 0.85 -
365323at33208_13164_0:0033ac|TRINITY_DN88294_c4_g1_i4:1945-2796|+   -            284 302279at33208        -            304     0.021   13.0   0.0   1   1    0.0036      0.14   10.3   0.0    94   162   184   251   168   272 0.85 -
365323at33208_13164_0:0033ac|TRINITY_DN88294_c4_g1_i8:1903-2754|+   -            284 302279at33208        -            304     0.021   13.0   0.0   1   1    0.0036      0.14   10.3   0.0    94   162   184   251   168   272 0.85 -
365323at33208_13164_0:0033ac|TRINITY_DN88294_c4_g1_i7:139-978|+     -            280 302279at33208        -            304     0.021   13.0   0.0   1   1    0.0035      0.14   10.3   0.0    94   162   180   247   164   268 0.85 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i3:1603-2427|+    -            275 302279at33208        -            304     0.025   12.7   0.0   1   2      0.38        15    3.6   0.0    83   162    71   146    66   166 0.74 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i3:1603-2427|+    -            275 302279at33208        -            304     0.025   12.7   0.0   2   2     0.073       2.9    6.0   0.0    78   130   203   254   192   268 0.82 -
