#                                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
24255at6656_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-    -            613 24255at6656          -            481    7e-149  494.1  15.2   1   1  1.4e-146  3.4e-145  481.9  15.2     1   475    10   558    10   562 0.84 -
83755at6656_7394_0:0008ec|TRINITY_DN79703_c11_g1_i4:1846-2694|-    -            283 24255at6656          -            481   9.3e-06   22.1   0.6   3   4      0.21         5    3.2   0.0   235   262   167   194   164   200 0.84 -
83755at6656_7394_0:0008ec|TRINITY_DN79703_c11_g1_i4:1846-2694|-    -            283 24255at6656          -            481   9.3e-06   22.1   0.6   4   4       1.8        43    0.1   0.0   228   259   205   236   188   277 0.68 -
30962at6656_52283_0:001b20|TRINITY_DN74606_c10_g1_i7:456-2223|-    -            386 24255at6656          -            481   1.1e-05   21.9   0.2   1   5    0.0081       0.2    7.8   0.0   222   261   153   193   137   202 0.81 -
30962at6656_52283_0:001b20|TRINITY_DN74606_c10_g1_i7:456-2223|-    -            386 24255at6656          -            481   1.1e-05   21.9   0.2   2   5      0.18       4.3    3.4   0.0   223   260   204   242   200   251 0.74 -
30962at6656_52283_0:001b20|TRINITY_DN74606_c10_g1_i7:456-2223|-    -            386 24255at6656          -            481   1.1e-05   21.9   0.2   3   5      0.34       8.2    2.5   0.0   224   278   251   314   244   320 0.60 -
30962at6656_52283_0:001b20|TRINITY_DN74606_c10_g1_i7:456-2223|-    -            386 24255at6656          -            481   1.1e-05   21.9   0.2   4   5       0.3       7.3    2.6   0.0   223   258   295   331   289   339 0.85 -
30962at6656_52283_0:001b20|TRINITY_DN74606_c10_g1_i7:456-2223|-    -            386 24255at6656          -            481   1.1e-05   21.9   0.2   5   5       1.7        42    0.1   0.0   217   256   346   386   335   386 0.82 -
96971at6656_7160_0:0032fb|TRINITY_DN86919_c6_g1_i6:331-873|-       -            181 24255at6656          -            481   1.1e-05   21.8   0.0   1   3      0.68        17    1.5   0.0   230   260     4    35     1    74 0.69 -
96971at6656_7160_0:0032fb|TRINITY_DN86919_c6_g1_i6:331-873|-       -            181 24255at6656          -            481   1.1e-05   21.8   0.0   2   3   9.8e-05    0.0024   14.1   0.0   224   263    85   125    78   140 0.83 -
96971at6656_7160_0:0032fb|TRINITY_DN86919_c6_g1_i6:331-873|-       -            181 24255at6656          -            481   1.1e-05   21.8   0.0   3   3      0.24       5.8    3.0   0.0   226   256   150   180   143   181 0.94 -
31196at6656_52612_0:00426e|TRINITY_DN87574_c7_g1_i6:4671-5030|-    -            120 24255at6656          -            481   1.4e-05   21.6   0.1   1   2   2.7e-05   0.00065   16.0   0.0   223   259    29    65    16    88 0.82 -
31196at6656_52612_0:00426e|TRINITY_DN87574_c7_g1_i6:4671-5030|-    -            120 24255at6656          -            481   1.4e-05   21.6   0.1   2   2      0.09       2.2    4.4   0.0   222   256    86   120    81   120 0.91 -
55599at6656_7070_0:000590|TRINITY_DN84255_c7_g1_i5:398-1957|+      -            520 24255at6656          -            481   1.4e-05   21.5   0.5   1   1   1.4e-06   3.5e-05   20.2   0.0   226   265   262   302   251   324 0.89 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i1:311-955|+      -            215 24255at6656          -            481   1.5e-05   21.4   0.3   1   4         3        74   -0.7   0.0   237   260     6    29     3    32 0.84 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i1:311-955|+      -            215 24255at6656          -            481   1.5e-05   21.4   0.3   2   4     0.014      0.35    7.0   0.0   221   264    33    78    27    80 0.81 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i1:311-955|+      -            215 24255at6656          -            481   1.5e-05   21.4   0.3   3   4    0.0055      0.13    8.4   0.1   221   260    77   117    71   149 0.65 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i1:311-955|+      -            215 24255at6656          -            481   1.5e-05   21.4   0.3   4   4      0.27       6.5    2.8   0.0   221   257   165   202   157   208 0.84 -
81307at6656_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+     -            306 24255at6656          -            481   2.8e-05   20.5   7.2   1   5   0.00011    0.0026   14.0   0.1   222   261     7    46     2    65 0.88 -
81307at6656_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+     -            306 24255at6656          -            481   2.8e-05   20.5   7.2   2   5      0.11       2.7    4.1   0.2   238   285    69   124    47   163 0.64 -
81307at6656_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+     -            306 24255at6656          -            481   2.8e-05   20.5   7.2   3   5       2.2        52   -0.2   0.0   240   258   177   195   170   200 0.82 -
81307at6656_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+     -            306 24255at6656          -            481   2.8e-05   20.5   7.2   4   5       0.3       7.4    2.6   0.1   224   256   207   243   200   278 0.77 -
81307at6656_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+     -            306 24255at6656          -            481   2.8e-05   20.5   7.2   5   5       3.2        79   -0.8   0.0   227   256   259   288   250   296 0.83 -
31196at6656_407821_0:0026f5|TRINITY_DN82339_c12_g1_i8:1346-1537|-  -             64 24255at6656          -            481   3.3e-05   20.3   0.1   1   1   1.3e-06   3.3e-05   20.3   0.1   224   266     3    43     1    56 0.91 -
109174at6656_6669_0:00081f|TRINITY_DN74244_c12_g1_i2:358-1305|-    -            316 24255at6656          -            481   3.8e-05   20.1   0.1   1   1     3e-06   7.2e-05   19.2   0.1   371   477   178   292   161   295 0.81 -
126074at6656_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 24255at6656          -            481   4.3e-05   19.9   0.1   1   3      0.15       3.6    3.6   0.0   222   260    45    83    39    94 0.88 -
126074at6656_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 24255at6656          -            481   4.3e-05   19.9   0.1   2   3      0.14       3.3    3.8   0.0   241   261   106   126    87   133 0.81 -
126074at6656_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 24255at6656          -            481   4.3e-05   19.9   0.1   3   3    0.0051      0.12    8.5   0.0   217   258   250   292   242   302 0.79 -
83755at6656_125945_0:000803|TRINITY_DN91433_c7_g1_i1:239-1096|+    -            286 24255at6656          -            481   5.2e-05   19.6   0.6   1   4      0.34       8.3    2.5   0.0   234   270     2    38     1    42 0.84 -
83755at6656_125945_0:000803|TRINITY_DN91433_c7_g1_i1:239-1096|+    -            286 24255at6656          -            481   5.2e-05   19.6   0.6   2   4    0.0047      0.11    8.6   0.1   224   262    34    72    27   124 0.80 -
83755at6656_125945_0:000803|TRINITY_DN91433_c7_g1_i1:239-1096|+    -            286 24255at6656          -            481   5.2e-05   19.6   0.6   3   4      0.44        11    2.1   0.0   367   396   168   198   108   206 0.68 -
83755at6656_125945_0:000803|TRINITY_DN91433_c7_g1_i1:239-1096|+    -            286 24255at6656          -            481   5.2e-05   19.6   0.6   4   4      0.17         4    3.5   0.0   228   266   222   261   206   281 0.80 -
118807at6656_7536_0:0003d0|TRINITY_DN82339_c12_g1_i8:756-1031|-    -             92 24255at6656          -            481   5.4e-05   19.6   0.1   1   2   6.2e-06   0.00015   18.1   0.0   223   263    11    49     6    62 0.87 -
118807at6656_7536_0:0003d0|TRINITY_DN82339_c12_g1_i8:756-1031|-    -             92 24255at6656          -            481   5.4e-05   19.6   0.1   2   2       2.8        68   -0.5   0.0   242   256    78    92    55    92 0.74 -
81307at6656_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+     -            137 24255at6656          -            481   7.6e-05   19.1   0.6   1   2   9.2e-05    0.0022   14.2   0.1   226   257     6    37     2    47 0.91 -
81307at6656_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+     -            137 24255at6656          -            481   7.6e-05   19.1   0.6   2   2       0.2       4.9    3.2   0.1   238   266    65    93    44   137 0.54 -
58110at6656_38123_0:0006c3|TRINITY_DN73000_c10_g2_i1:89-280|+      -             64 24255at6656          -            481   8.7e-05   18.9   0.0   1   2   8.9e-05    0.0022   14.3   0.0   226   257     1    32     1    41 0.93 -
58110at6656_38123_0:0006c3|TRINITY_DN73000_c10_g2_i1:89-280|+      -             64 24255at6656          -            481   8.7e-05   18.9   0.0   2   2      0.15       3.7    3.6   0.0   223   247    40    64    32    64 0.83 -
58110at6656_6973_0:00155e|TRINITY_DN78038_c13_g1_i2:301-513|-      -             71 24255at6656          -            481   9.6e-05   18.8   0.0   1   1   4.3e-06    0.0001   18.6   0.0   236   275    20    65     8    70 0.73 -
125716at6656_32264_0:00243b|TRINITY_DN86835_c6_g5_i1:2831-3379|+   -            183 24255at6656          -            481   9.9e-05   18.7   0.6   1   3      0.14       3.5    3.7   0.0   369   405    11    47     5    49 0.80 -
125716at6656_32264_0:00243b|TRINITY_DN86835_c6_g5_i1:2831-3379|+   -            183 24255at6656          -            481   9.9e-05   18.7   0.6   2   3    0.0025     0.062    9.5   0.0   225   267    50    92    47   104 0.91 -
125716at6656_32264_0:00243b|TRINITY_DN86835_c6_g5_i1:2831-3379|+   -            183 24255at6656          -            481   9.9e-05   18.7   0.6   3   3      0.29       7.2    2.7   0.1   238   258   156   176   141   180 0.85 -
44504at6656_597456_0:001164|TRINITY_DN91534_c7_g1_i7:1564-2211|+   -            216 24255at6656          -            481   0.00015   18.1   0.1   1   2     0.002     0.049    9.8   0.0   219   267    60   114    40   121 0.76 -
44504at6656_597456_0:001164|TRINITY_DN91534_c7_g1_i7:1564-2211|+   -            216 24255at6656          -            481   0.00015   18.1   0.1   2   2     0.021      0.51    6.4   0.0   225   264   162   201   141   208 0.80 -
58110at6656_114398_0:002b15|TRINITY_DN81296_c10_g1_i2:2761-3495|-  -            245 24255at6656          -            481   0.00016   18.1   0.3   1   3     0.024      0.58    6.3   0.1   371   437    76   150    60   158 0.58 -
58110at6656_114398_0:002b15|TRINITY_DN81296_c10_g1_i2:2761-3495|-  -            245 24255at6656          -            481   0.00016   18.1   0.3   2   3    0.0056      0.14    8.4   0.0   223   260   168   206   156   211 0.84 -
58110at6656_114398_0:002b15|TRINITY_DN81296_c10_g1_i2:2761-3495|-  -            245 24255at6656          -            481   0.00016   18.1   0.3   3   3       2.9        71   -0.6   0.0   222   255   210   244   208   245 0.87 -
96971at6656_51655_0:000fd6|TRINITY_DN91534_c7_g1_i7:328-1056|+     -            243 24255at6656          -            481   0.00025   17.4   0.1   1   2       5.9   1.4e+02   -1.6   0.0   231   257    31    57    24    64 0.82 -
96971at6656_51655_0:000fd6|TRINITY_DN91534_c7_g1_i7:328-1056|+     -            243 24255at6656          -            481   0.00025   17.4   0.1   2   2   2.7e-05   0.00066   16.0   0.1   224   291    70   140    59   169 0.83 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-   -            645 24255at6656          -            481   0.00028   17.2   0.1   1   4    0.0042       0.1    8.8   0.0   215   262   166   213   160   244 0.86 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-   -            645 24255at6656          -            481   0.00028   17.2   0.1   2   4      0.11       2.7    4.1   0.0   225   269   277   322   271   331 0.77 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-   -            645 24255at6656          -            481   0.00028   17.2   0.1   3   4       8.9   2.2e+02   -2.2   0.0   233   258   334   359   322   371 0.80 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-   -            645 24255at6656          -            481   0.00028   17.2   0.1   4   4       3.4        82   -0.8   0.0   243   336   391   482   375   504 0.52 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i18:2564-3205|+  -            214 24255at6656          -            481   0.00028   17.2   2.5   1   5       3.4        83   -0.8   0.0   239   261    17    39     2    50 0.77 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i18:2564-3205|+  -            214 24255at6656          -            481   0.00028   17.2   2.5   2   5       1.6        39    0.3   0.0   243   457    21    58    12    84 0.49 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i18:2564-3205|+  -            214 24255at6656          -            481   0.00028   17.2   2.5   3   5     0.011      0.27    7.4   0.1   230   267   101   138    78   143 0.74 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i18:2564-3205|+  -            214 24255at6656          -            481   0.00028   17.2   2.5   4   5      0.12       2.9    3.9   0.0   230   266   146   182   137   183 0.88 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i18:2564-3205|+  -            214 24255at6656          -            481   0.00028   17.2   2.5   5   5     0.097       2.3    4.3   0.0   224   255   182   213   178   214 0.91 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i14:116-4148|+   -           1204 24255at6656          -            481   0.00031   17.0   0.1   1   1   5.6e-05    0.0014   14.9   0.0   224   303    55   139    46   155 0.74 -
83755at6656_62625_0:001d87|TRINITY_DN79584_c13_g1_i4:506-1114|+    -            203 24255at6656          -            481    0.0005   16.4   0.1   1   2   0.00053     0.013   11.7   0.0   226   264     3    42     1    76 0.73 -
83755at6656_62625_0:001d87|TRINITY_DN79584_c13_g1_i4:506-1114|+    -            203 24255at6656          -            481    0.0005   16.4   0.1   2   2      0.35       8.6    2.4   0.0   447   469   173   195   101   202 0.71 -
81307at6656_121225_0:00011e|TRINITY_DN89960_c7_g3_i3:1475-2050|-   -            192 24255at6656          -            481   0.00087   15.6   0.1   1   3     0.051       1.2    5.2   0.1   225   264     4    43     1    87 0.71 -
81307at6656_121225_0:00011e|TRINITY_DN89960_c7_g3_i3:1475-2050|-   -            192 24255at6656          -            481   0.00087   15.6   0.1   2   3      0.89        22    1.1   0.0   225   257   114   146   108   156 0.85 -
81307at6656_121225_0:00011e|TRINITY_DN89960_c7_g3_i3:1475-2050|-   -            192 24255at6656          -            481   0.00087   15.6   0.1   3   3      0.02      0.49    6.5   0.0   224   257   156   190   143   192 0.79 -
45131at6656_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-   -            179 24255at6656          -            481    0.0013   15.0   0.0   1   2      0.21         5    3.2   0.0   224   266    61   102    51   111 0.82 -
45131at6656_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-   -            179 24255at6656          -            481    0.0013   15.0   0.0   2   2     0.005      0.12    8.5   0.1   226   275   105   154    98   159 0.79 -
96971at6656_143948_0:000b2a|TRINITY_DN80445_c11_g1_i4:389-766|-    -            126 24255at6656          -            481    0.0015   14.8   0.4   1   3     0.025      0.61    6.2   0.1   241   259     4    22     1    59 0.72 -
96971at6656_143948_0:000b2a|TRINITY_DN80445_c11_g1_i4:389-766|-    -            126 24255at6656          -            481    0.0015   14.8   0.4   2   3      0.12       2.9    4.0   0.1   233   276    40    88    31    95 0.74 -
96971at6656_143948_0:000b2a|TRINITY_DN80445_c11_g1_i4:389-766|-    -            126 24255at6656          -            481    0.0015   14.8   0.4   3   3     0.038      0.91    5.6   0.0   220   266    68   116    63   119 0.77 -
83755at6656_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+    -            268 24255at6656          -            481    0.0017   14.7   0.2   1   3       0.7        17    1.4   0.1   224   262    41    80    35   104 0.75 -
83755at6656_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+    -            268 24255at6656          -            481    0.0017   14.7   0.2   2   3     0.014      0.33    7.1   0.0   225   271   128   175   117   205 0.81 -
83755at6656_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+    -            268 24255at6656          -            481    0.0017   14.7   0.2   3   3      0.38       9.1    2.3   0.0   223   259   218   259   192   264 0.79 -
31196at6656_407821_0:0026f5|TRINITY_DN64043_c0_g1_i1:327-473|-     -             49 24255at6656          -            481    0.0021   14.3   0.0   1   1   8.8e-05    0.0021   14.3   0.0   222   258    13    47     7    49 0.88 -
13019at6656_72036_0:001264|TRINITY_DN89819_c0_g1_i2:220-1206|+     -            329 24255at6656          -            481    0.0025   14.1   0.3   1   1   0.00024    0.0059   12.8   0.2   223   263   127   167   121   178 0.86 -
19590at6656_56086_0:0029b1|TRINITY_DN77672_c7_g1_i3:853-1326|+     -            158 24255at6656          -            481    0.0033   13.7   0.0   1   2       1.9        46   -0.0   0.0   236   260     9    33     3    65 0.68 -
19590at6656_56086_0:0029b1|TRINITY_DN77672_c7_g1_i3:853-1326|+     -            158 24255at6656          -            481    0.0033   13.7   0.0   2   2   0.00065     0.016   11.4   0.0   222   273    96   147    86   156 0.90 -
123320at6656_7167_0:002171|TRINITY_DN90607_c6_g1_i9:1809-2939|+    -            377 24255at6656          -            481    0.0035   13.6   0.1   1   1   0.00026    0.0063   12.8   0.1   226   273   225   274   211   301 0.82 -
774at6656_294128_0:002abf|TRINITY_DN93543_c3_g1_i10:3-5816|+       -           1938 24255at6656          -            481    0.0054   13.0   0.0   1   1   0.00058     0.014   11.6   0.0   222   258  1882  1918  1877  1926 0.89 -
103749at6656_454923_0:0027ec|TRINITY_DN82935_c12_g1_i1:1630-2364|- -            245 24255at6656          -            481    0.0061   12.8   0.3   1   4     0.041      0.99    5.5   0.0   242   276     4    44     1    56 0.67 -
103749at6656_454923_0:0027ec|TRINITY_DN82935_c12_g1_i1:1630-2364|- -            245 24255at6656          -            481    0.0061   12.8   0.3   2   4      0.14       3.3    3.8   0.0   243   263    75    95    58   105 0.84 -
103749at6656_454923_0:0027ec|TRINITY_DN82935_c12_g1_i1:1630-2364|- -            245 24255at6656          -            481    0.0061   12.8   0.3   3   4       3.1        75   -0.7   0.1   243   282   114   149    94   171 0.59 -
103749at6656_454923_0:0027ec|TRINITY_DN82935_c12_g1_i1:1630-2364|- -            245 24255at6656          -            481    0.0061   12.8   0.3   4   4       4.5   1.1e+02   -1.2   0.0   233   260   144   171   137   180 0.83 -
103749at6656_54969_0:00096d|TRINITY_DN84623_c10_g1_i1:3907-4620|+  -            238 24255at6656          -            481    0.0061   12.8   0.3   1   2         1        25    0.9   0.0   226   266   113   151   105   155 0.79 -
103749at6656_54969_0:00096d|TRINITY_DN84623_c10_g1_i1:3907-4620|+  -            238 24255at6656          -            481    0.0061   12.8   0.3   2   2    0.0024     0.058    9.6   0.1   239   266   182   209   174   221 0.88 -
58110at6656_6973_0:00155e|TRINITY_DN93240_c4_g1_i8:327-548|+       -             74 24255at6656          -            481     0.011   11.9   0.1   1   2   0.00093     0.023   10.9   0.1   224   273     2    51     1    57 0.90 -
58110at6656_6973_0:00155e|TRINITY_DN93240_c4_g1_i8:327-548|+       -             74 24255at6656          -            481     0.011   11.9   0.1   2   2       1.7        41    0.2   0.0   229   251    49    71    46    74 0.84 -
31196at6656_197043_0:0050fb|TRINITY_DN90217_c3_g1_i1:1941-2111|+   -             57 24255at6656          -            481     0.022   11.0   0.0   1   1    0.0016     0.039   10.1   0.0   241   281     1    45     1    55 0.69 -
60356at6656_126957_0:001075|TRINITY_DN74360_c12_g2_i2:0-1751|+     -            584 24255at6656          -            481     0.043   10.0   0.2   1   2       6.4   1.6e+02   -1.7   0.0   233   259   236   262   230   269 0.72 -
60356at6656_126957_0:001075|TRINITY_DN74360_c12_g2_i2:0-1751|+     -            584 24255at6656          -            481     0.043   10.0   0.2   2   2    0.0075      0.18    7.9   0.1   232   264   277   309   270   328 0.84 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/arthropoda_odb10/hmms/24255at6656.hmm
# Target file:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/hmmer_output/initial_run_results/24255at6656.out --cpu 1 /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/arthropoda_odb10/hmms/24255at6656.hmm /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas 
# Current dir:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/scripts
# Date:            Tue Feb 17 19:24:09 2026
# [ok]
