#                                                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
126074at6656_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-  -            329 126074at6656         -            265   1.4e-69  233.3   0.2   1   1   4.6e-69   1.1e-67  227.1   0.1    12   250    10   296     4   313 0.85 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i1:594-3694|+   -            992 126074at6656         -            265   0.00026   19.3   0.4   4   4       9.2   2.2e+02   -0.1   0.0    41   244   851   877   838   897 0.54 -
83755at6656_79782_0:001ffa|TRINITY_DN75507_c5_g2_i10:784-1458|+   -            225 126074at6656         -            265   0.00028   19.2   0.4   1   2    0.0011     0.025   12.8   0.0    77   133     5    63     1    96 0.72 -
83755at6656_79782_0:001ffa|TRINITY_DN75507_c5_g2_i10:784-1458|+   -            225 126074at6656         -            265   0.00028   19.2   0.4   2   2       1.1        25    3.0   0.0    91   114   160   183   138   190 0.82 -
83755at6656_79782_0:001ffa|TRINITY_DN75507_c5_g2_i2:839-1513|+    -            225 126074at6656         -            265   0.00028   19.2   0.4   1   2    0.0011     0.025   12.8   0.0    77   133     5    63     1    96 0.72 -
83755at6656_79782_0:001ffa|TRINITY_DN75507_c5_g2_i2:839-1513|+    -            225 126074at6656         -            265   0.00028   19.2   0.4   2   2       1.1        25    3.0   0.0    91   114   160   183   138   190 0.82 -
83755at6656_79782_0:001ffa|TRINITY_DN75507_c5_g2_i7:649-1323|+    -            225 126074at6656         -            265   0.00028   19.2   0.4   1   2    0.0011     0.025   12.8   0.0    77   133     5    63     1    96 0.72 -
83755at6656_79782_0:001ffa|TRINITY_DN75507_c5_g2_i7:649-1323|+    -            225 126074at6656         -            265   0.00028   19.2   0.4   2   2       1.1        25    3.0   0.0    91   114   160   183   138   190 0.82 -
83755at6656_79782_0:001ffa|TRINITY_DN75507_c5_g2_i8:974-1648|+    -            225 126074at6656         -            265   0.00028   19.2   0.4   1   2    0.0011     0.025   12.8   0.0    77   133     5    63     1    96 0.72 -
83755at6656_79782_0:001ffa|TRINITY_DN75507_c5_g2_i8:974-1648|+    -            225 126074at6656         -            265   0.00028   19.2   0.4   2   2       1.1        25    3.0   0.0    91   114   160   183   138   190 0.82 -
13019at6656_69319_0:001cc7|TRINITY_DN92257_c8_g1_i10:597-3620|+   -           1008 126074at6656         -            265   0.00028   19.2   0.4   1   4    0.0039     0.091   11.0   0.0   207   249   674   718   671   728 0.83 -
13019at6656_69319_0:001cc7|TRINITY_DN92257_c8_g1_i10:597-3620|+   -           1008 126074at6656         -            265   0.00028   19.2   0.4   2   4       2.9        67    1.6   0.0    50   111   791   853   774   867 0.74 -
13019at6656_69319_0:001cc7|TRINITY_DN92257_c8_g1_i10:597-3620|+   -           1008 126074at6656         -            265   0.00028   19.2   0.4   3   4       2.8        66    1.6   0.0    53   107   835   893   818   897 0.67 -
13019at6656_69319_0:001cc7|TRINITY_DN92257_c8_g1_i10:597-3620|+   -           1008 126074at6656         -            265   0.00028   19.2   0.4   4   4       9.8   2.3e+02   -0.2   0.0    38   243   864   892   854   912 0.55 -
28519at6656_7539_0:001079|TRINITY_DN73479_c18_g1_i5:253-852|-     -            200 126074at6656         -            265   0.00029   19.2   0.3   1   2     0.043         1    7.6   0.0    74   107    54    87    35    90 0.87 -
28519at6656_7539_0:001079|TRINITY_DN73479_c18_g1_i5:253-852|-     -            200 126074at6656         -            265   0.00029   19.2   0.3   2   2    0.0093      0.22    9.8   0.1    35    73    98   137    92   144 0.74 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i8:594-3745|+   -           1009 126074at6656         -            265   0.00029   19.2   0.4   1   3    0.0042     0.098   10.9   0.0   207   249   675   719   672   727 0.83 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i8:594-3745|+   -           1009 126074at6656         -            265   0.00029   19.2   0.4   2   3       3.7        86    1.2   0.0    50   110   792   853   779   861 0.76 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i8:594-3745|+   -           1009 126074at6656         -            265   0.00029   19.2   0.4   3   3       2.8        66    1.6   0.0    53   107   836   894   818   898 0.67 -
106634at6656_7004_0:0032c5|TRINITY_DN92597_c11_g2_i7:1212-2595|-  -            420 126074at6656         -            265   0.00031   19.1   0.1   1   2       1.1        25    3.0   0.0   135   171   154   192   141   199 0.79 -
106634at6656_7004_0:0032c5|TRINITY_DN92597_c11_g2_i7:1212-2595|-  -            420 126074at6656         -            265   0.00031   19.1   0.1   2   2   0.00087      0.02   13.1   0.1    40   111   248   323   222   416 0.75 -
13019at6656_69319_0:001cc7|TRINITY_DN92257_c8_g1_i11:597-3689|+   -           1031 126074at6656         -            265   0.00032   19.1   0.4   1   3    0.0043       0.1   10.8   0.0   207   249   697   741   694   749 0.83 -
13019at6656_69319_0:001cc7|TRINITY_DN92257_c8_g1_i11:597-3689|+   -           1031 126074at6656         -            265   0.00032   19.1   0.4   2   3       3.8        88    1.2   0.0    50   110   814   875   801   883 0.76 -
13019at6656_69319_0:001cc7|TRINITY_DN92257_c8_g1_i11:597-3689|+   -           1031 126074at6656         -            265   0.00032   19.1   0.4   3   3       2.9        67    1.6   0.0    53   107   858   916   840   920 0.67 -
53201at6656_438502_0:0023f5|TRINITY_DN86274_c10_g1_i3:30-1208|+   -            393 126074at6656         -            265   0.00032   19.1   0.2   1   1   3.7e-05   0.00088   17.6   0.0    36   109   203   280   176   284 0.83 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i4:594-3814|+   -           1032 126074at6656         -            265   0.00032   19.1   0.4   1   3    0.0043       0.1   10.8   0.0   207   249   698   742   695   750 0.83 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i4:594-3814|+   -           1032 126074at6656         -            265   0.00032   19.1   0.4   2   3       3.8        88    1.2   0.0    50   110   815   876   802   884 0.76 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i4:594-3814|+   -           1032 126074at6656         -            265   0.00032   19.1   0.4   3   3       2.9        67    1.6   0.0    53   107   859   917   841   921 0.67 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+   -           1049 126074at6656         -            265   0.00034   19.0   0.4   1   4    0.0044       0.1   10.8   0.0   207   249   715   759   712   767 0.83 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+   -           1049 126074at6656         -            265   0.00034   19.0   0.4   2   4       3.8        90    1.2   0.0    50   110   832   893   819   901 0.76 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+   -           1049 126074at6656         -            265   0.00034   19.0   0.4   3   4         3        70    1.5   0.0    53   107   876   934   858   937 0.67 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+   -           1049 126074at6656         -            265   0.00034   19.0   0.4   4   4        10   2.3e+02   -0.2   0.0    37   243   904   933   894   953 0.56 -
13019at6656_69319_0:001cc7|TRINITY_DN92257_c8_g1_i12:597-3740|+   -           1048 126074at6656         -            265   0.00034   19.0   0.4   1   4    0.0044       0.1   10.8   0.0   207   249   714   758   711   766 0.83 -
13019at6656_69319_0:001cc7|TRINITY_DN92257_c8_g1_i12:597-3740|+   -           1048 126074at6656         -            265   0.00034   19.0   0.4   2   4       3.8        90    1.2   0.0    50   110   831   892   818   900 0.76 -
13019at6656_69319_0:001cc7|TRINITY_DN92257_c8_g1_i12:597-3740|+   -           1048 126074at6656         -            265   0.00034   19.0   0.4   3   4       2.9        69    1.6   0.0    53   107   875   933   857   937 0.67 -
13019at6656_69319_0:001cc7|TRINITY_DN92257_c8_g1_i12:597-3740|+   -           1048 126074at6656         -            265   0.00034   19.0   0.4   4   4        10   2.3e+02   -0.2   0.0    37   243   903   932   893   952 0.56 -
118807at6656_7536_0:0003d0|TRINITY_DN82339_c12_g1_i4:755-1030|-   -             92 126074at6656         -            265   0.00035   18.9   0.2   1   2   0.00016    0.0036   15.6   0.0    78   122    14    57     1    78 0.73 -
118807at6656_7536_0:0003d0|TRINITY_DN82339_c12_g1_i4:755-1030|-   -             92 126074at6656         -            265   0.00035   18.9   0.2   2   2       2.4        55    1.9   0.1   230   244    78    92    69    92 0.85 -
118807at6656_7536_0:0003d0|TRINITY_DN82339_c12_g1_i8:756-1031|-   -             92 126074at6656         -            265   0.00035   18.9   0.2   1   2   0.00016    0.0036   15.6   0.0    78   122    14    57     1    78 0.73 -
118807at6656_7536_0:0003d0|TRINITY_DN82339_c12_g1_i8:756-1031|-   -             92 126074at6656         -            265   0.00035   18.9   0.2   2   2       2.4        55    1.9   0.1   230   244    78    92    69    92 0.85 -
107802at6656_113334_0:0021ae|TRINITY_DN81367_c0_g2_i1:5-349|-     -            115 126074at6656         -            265   0.00035   18.9   0.9   1   2   0.00027    0.0063   14.8   0.1    39   106     2    68     1    73 0.83 -
107802at6656_113334_0:0021ae|TRINITY_DN81367_c0_g2_i1:5-349|-     -            115 126074at6656         -            265   0.00035   18.9   0.9   2   2      0.93        22    3.2   0.1    85   107    92   114    79   115 0.70 -
55599at6656_37001_0:00314b|TRINITY_DN88444_c9_g1_i1:260-1150|+    -            297 126074at6656         -            265    0.0004   18.7   0.0   1   3     0.075       1.8    6.8   0.0    91   109   132   150    82   155 0.77 -
55599at6656_37001_0:00314b|TRINITY_DN88444_c9_g1_i1:260-1150|+    -            297 126074at6656         -            265    0.0004   18.7   0.0   2   3      0.75        18    3.5   0.0    77   115   176   214   159   219 0.76 -
55599at6656_37001_0:00314b|TRINITY_DN88444_c9_g1_i1:260-1150|+    -            297 126074at6656         -            265    0.0004   18.7   0.0   3   3      0.27       6.4    4.9   0.0    41    89   222   270   214   282 0.83 -
55599at6656_37001_0:00314b|TRINITY_DN88444_c9_g1_i7:260-1150|+    -            297 126074at6656         -            265    0.0004   18.7   0.0   1   3     0.075       1.8    6.8   0.0    91   109   132   150    82   155 0.77 -
55599at6656_37001_0:00314b|TRINITY_DN88444_c9_g1_i7:260-1150|+    -            297 126074at6656         -            265    0.0004   18.7   0.0   2   3      0.75        18    3.5   0.0    77   115   176   214   159   219 0.76 -
55599at6656_37001_0:00314b|TRINITY_DN88444_c9_g1_i7:260-1150|+    -            297 126074at6656         -            265    0.0004   18.7   0.0   3   3      0.27       6.4    4.9   0.0    41    89   222   270   214   282 0.83 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i1:591-1406|+  -            272 126074at6656         -            265   0.00041   18.7   0.0   1   3      0.93        22    3.2   0.1    93   109    45    61    28    71 0.81 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i1:591-1406|+  -            272 126074at6656         -            265   0.00041   18.7   0.0   2   3     0.059       1.4    7.1   0.0   202   248   100   147    84   151 0.89 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i1:591-1406|+  -            272 126074at6656         -            265   0.00041   18.7   0.0   3   3      0.67        16    3.7   0.0    33   106   150   230   146   241 0.71 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+ -            272 126074at6656         -            265   0.00041   18.7   0.0   1   3      0.93        22    3.2   0.1    93   109    45    61    28    71 0.81 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+ -            272 126074at6656         -            265   0.00041   18.7   0.0   2   3     0.059       1.4    7.1   0.0   202   248   100   147    84   151 0.89 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+ -            272 126074at6656         -            265   0.00041   18.7   0.0   3   3      0.67        16    3.7   0.0    33   106   150   230   146   241 0.71 -
58110at6656_1155016_0:0002d3|TRINITY_DN93367_c10_g1_i6:104-442|-  -            113 126074at6656         -            265   0.00042   18.7   0.2   1   2    0.0002    0.0047   15.2   0.1    46   125     4    92     1    94 0.78 -
58110at6656_1155016_0:0002d3|TRINITY_DN93367_c10_g1_i6:104-442|-  -            113 126074at6656         -            265   0.00042   18.7   0.2   2   2      0.53        12    4.0   0.0     9    30    85   106    76   110 0.82 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i4:59-1915|+    -            619 126074at6656         -            265   0.00042   18.6   0.1   1   2    0.0024     0.056   11.7   0.0    18   119   429   533   421   539 0.80 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i4:59-1915|+    -            619 126074at6656         -            265   0.00042   18.6   0.1   2   2      0.57        13    3.9   0.0   211   245   568   606   547   610 0.65 -
83755at6656_30019_0:0008bb|TRINITY_DN93328_c6_g1_i6:3237-3785|-   -            183 126074at6656         -            265   0.00044   18.6   0.1   1   1   3.4e-05   0.00079   17.7   0.1   187   249    89   154     5   170 0.65 -
55599at6656_37001_0:00314b|TRINITY_DN88444_c9_g1_i3:260-1177|+    -            306 126074at6656         -            265   0.00046   18.5   0.0   1   3     0.075       1.8    6.8   0.0    91   109   132   150    82   157 0.78 -
55599at6656_37001_0:00314b|TRINITY_DN88444_c9_g1_i3:260-1177|+    -            306 126074at6656         -            265   0.00046   18.5   0.0   2   3      0.79        19    3.4   0.0    77   115   176   214   159   219 0.76 -
55599at6656_37001_0:00314b|TRINITY_DN88444_c9_g1_i3:260-1177|+    -            306 126074at6656         -            265   0.00046   18.5   0.0   3   3      0.28       6.7    4.9   0.0    41    89   222   270   214   282 0.83 -
55599at6656_37001_0:00314b|TRINITY_DN88444_c9_g1_i4:260-1177|+    -            306 126074at6656         -            265   0.00046   18.5   0.0   1   3     0.075       1.8    6.8   0.0    91   109   132   150    82   157 0.78 -
55599at6656_37001_0:00314b|TRINITY_DN88444_c9_g1_i4:260-1177|+    -            306 126074at6656         -            265   0.00046   18.5   0.0   2   3      0.79        19    3.4   0.0    77   115   176   214   159   219 0.76 -
55599at6656_37001_0:00314b|TRINITY_DN88444_c9_g1_i4:260-1177|+    -            306 126074at6656         -            265   0.00046   18.5   0.0   3   3      0.28       6.7    4.9   0.0    41    89   222   270   214   282 0.83 -
55599at6656_37001_0:00314b|TRINITY_DN88444_c9_g1_i8:260-1177|+    -            306 126074at6656         -            265   0.00046   18.5   0.0   1   3     0.075       1.8    6.8   0.0    91   109   132   150    82   157 0.78 -
55599at6656_37001_0:00314b|TRINITY_DN88444_c9_g1_i8:260-1177|+    -            306 126074at6656         -            265   0.00046   18.5   0.0   2   3      0.79        19    3.4   0.0    77   115   176   214   159   219 0.76 -
55599at6656_37001_0:00314b|TRINITY_DN88444_c9_g1_i8:260-1177|+    -            306 126074at6656         -            265   0.00046   18.5   0.0   3   3      0.28       6.7    4.9   0.0    41    89   222   270   214   282 0.83 -
31196at6656_1218281_0:002752|TRINITY_DN82334_c12_g1_i3:715-1107|+ -            131 126074at6656         -            265   0.00055   18.3   0.0   1   2     0.085         2    6.6   0.0    34    69    20    56    14    66 0.59 -
31196at6656_1218281_0:002752|TRINITY_DN82334_c12_g1_i3:715-1107|+ -            131 126074at6656         -            265   0.00055   18.3   0.0   2   2     0.014      0.32    9.2   0.0    42    73    70   102    66   117 0.81 -
96971at6656_6958_0:002aae|TRINITY_DN90394_c3_g1_i3:249-920|-      -            224 126074at6656         -            265   0.00068   18.0   0.3   1   3      0.29       6.8    4.9   0.0    89   113    34    58    21    78 0.79 -
96971at6656_6958_0:002aae|TRINITY_DN90394_c3_g1_i3:249-920|-      -            224 126074at6656         -            265   0.00068   18.0   0.3   2   3       1.3        30    2.7   0.0    76   111    68   106    59   115 0.70 -
96971at6656_6958_0:002aae|TRINITY_DN90394_c3_g1_i3:249-920|-      -            224 126074at6656         -            265   0.00068   18.0   0.3   3   3     0.078       1.8    6.7   0.0   216   255   173   212   134   220 0.80 -
96971at6656_6958_0:002aae|TRINITY_DN90394_c3_g1_i4:249-920|-      -            224 126074at6656         -            265   0.00068   18.0   0.3   1   3      0.29       6.8    4.9   0.0    89   113    34    58    21    78 0.79 -
96971at6656_6958_0:002aae|TRINITY_DN90394_c3_g1_i4:249-920|-      -            224 126074at6656         -            265   0.00068   18.0   0.3   2   3       1.3        30    2.7   0.0    76   111    68   106    59   115 0.70 -
96971at6656_6958_0:002aae|TRINITY_DN90394_c3_g1_i4:249-920|-      -            224 126074at6656         -            265   0.00068   18.0   0.3   3   3     0.078       1.8    6.7   0.0   216   255   173   212   134   220 0.80 -
96971at6656_6958_0:002aae|TRINITY_DN90394_c3_g1_i5:249-920|-      -            224 126074at6656         -            265   0.00068   18.0   0.3   1   3      0.29       6.8    4.9   0.0    89   113    34    58    21    78 0.79 -
96971at6656_6958_0:002aae|TRINITY_DN90394_c3_g1_i5:249-920|-      -            224 126074at6656         -            265   0.00068   18.0   0.3   2   3       1.3        30    2.7   0.0    76   111    68   106    59   115 0.70 -
96971at6656_6958_0:002aae|TRINITY_DN90394_c3_g1_i5:249-920|-      -            224 126074at6656         -            265   0.00068   18.0   0.3   3   3     0.078       1.8    6.7   0.0   216   255   173   212   134   220 0.80 -
96971at6656_6958_0:002aae|TRINITY_DN90394_c3_g1_i8:249-920|-      -            224 126074at6656         -            265   0.00068   18.0   0.3   1   3      0.29       6.8    4.9   0.0    89   113    34    58    21    78 0.79 -
96971at6656_6958_0:002aae|TRINITY_DN90394_c3_g1_i8:249-920|-      -            224 126074at6656         -            265   0.00068   18.0   0.3   2   3       1.3        30    2.7   0.0    76   111    68   106    59   115 0.70 -
96971at6656_6958_0:002aae|TRINITY_DN90394_c3_g1_i8:249-920|-      -            224 126074at6656         -            265   0.00068   18.0   0.3   3   3     0.078       1.8    6.7   0.0   216   255   173   212   134   220 0.80 -
125716at6656_294128_0:0029f4|TRINITY_DN81725_c7_g1_i1:119-1200|-  -            306 126074at6656         -            265   0.00073   17.9   0.0   1   2         2        47    2.1   0.0    91   112    17    38     7    44 0.73 -
125716at6656_294128_0:0029f4|TRINITY_DN81725_c7_g1_i1:119-1200|-  -            306 126074at6656         -            265   0.00073   17.9   0.0   2   2    0.0019     0.043   12.0   0.0    56   109   128   181   118   184 0.78 -
125716at6656_294128_0:0029f4|TRINITY_DN81725_c7_g1_i4:119-1036|-  -            306 126074at6656         -            265   0.00073   17.9   0.0   1   2         2        47    2.1   0.0    91   112    17    38     7    44 0.73 -
125716at6656_294128_0:0029f4|TRINITY_DN81725_c7_g1_i4:119-1036|-  -            306 126074at6656         -            265   0.00073   17.9   0.0   2   2    0.0019     0.043   12.0   0.0    56   109   128   181   118   184 0.78 -
19590at6656_136037_0:001848|TRINITY_DN92405_c11_g1_i1:64-2349|+   -            762 126074at6656         -            265   0.00088   17.6   0.0   1   1   0.00016    0.0038   15.5   0.0    36   115    98   182    96   188 0.71 -
19590at6656_136037_0:001848|TRINITY_DN92405_c11_g1_i2:85-2370|+   -            762 126074at6656         -            265   0.00088   17.6   0.0   1   1   0.00016    0.0038   15.5   0.0    36   115    98   182    96   188 0.71 -
106634at6656_7004_0:0032c5|TRINITY_DN92597_c11_g2_i1:86-1345|-    -            420 126074at6656         -            265   0.00089   17.6   0.1   1   2       1.1        25    3.0   0.0   135   171   154   192   141   199 0.79 -
106634at6656_7004_0:0032c5|TRINITY_DN92597_c11_g2_i1:86-1345|-    -            420 126074at6656         -            265   0.00089   17.6   0.1   2   2    0.0028     0.066   11.4   0.1    41   111   249   323   232   415 0.75 -
106634at6656_7004_0:0032c5|TRINITY_DN92597_c11_g2_i2:101-1360|-   -            420 126074at6656         -            265   0.00089   17.6   0.1   1   2       1.1        25    3.0   0.0   135   171   154   192   141   199 0.79 -
106634at6656_7004_0:0032c5|TRINITY_DN92597_c11_g2_i2:101-1360|-   -            420 126074at6656         -            265   0.00089   17.6   0.1   2   2    0.0028     0.066   11.4   0.1    41   111   249   323   232   415 0.75 -
106634at6656_7004_0:0032c5|TRINITY_DN92597_c11_g2_i3:1212-2471|-  -            420 126074at6656         -            265   0.00089   17.6   0.1   1   2       1.1        25    3.0   0.0   135   171   154   192   141   199 0.79 -
106634at6656_7004_0:0032c5|TRINITY_DN92597_c11_g2_i3:1212-2471|-  -            420 126074at6656         -            265   0.00089   17.6   0.1   2   2    0.0028     0.066   11.4   0.1    41   111   249   323   232   415 0.75 -
106634at6656_7004_0:0032c5|TRINITY_DN92597_c11_g2_i5:1344-2603|-  -            420 126074at6656         -            265   0.00089   17.6   0.1   1   2       1.1        25    3.0   0.0   135   171   154   192   141   199 0.79 -
106634at6656_7004_0:0032c5|TRINITY_DN92597_c11_g2_i5:1344-2603|-  -            420 126074at6656         -            265   0.00089   17.6   0.1   2   2    0.0028     0.066   11.4   0.1    41   111   249   323   232   415 0.75 -
28519at6656_136037_0:000a01|TRINITY_DN73479_c18_g1_i4:166-1983|-  -            606 126074at6656         -            265   0.00092   17.5   1.5   1   3      0.21         5    5.3   0.1    74   107    44    77    28    80 0.86 -
28519at6656_136037_0:000a01|TRINITY_DN73479_c18_g1_i4:166-1983|-  -            606 126074at6656         -            265   0.00092   17.5   1.5   2   3     0.047       1.1    7.5   0.1    35    73    88   127    82   133 0.74 -
28519at6656_136037_0:000a01|TRINITY_DN73479_c18_g1_i4:166-1983|-  -            606 126074at6656         -            265   0.00092   17.5   1.5   3   3       2.5        58    1.8   0.0    19    76   219   277   213   291 0.84 -
81307at6656_7070_0:002a52|TRINITY_DN93438_c7_g1_i10:1531-2331|+   -            267 126074at6656         -            265   0.00093   17.5   0.1   1   3      0.14       3.2    5.9   0.0   229   258    25    52    20    58 0.77 -
81307at6656_7070_0:002a52|TRINITY_DN93438_c7_g1_i10:1531-2331|+   -            267 126074at6656         -            265   0.00093   17.5   0.1   2   3      0.24       5.7    5.1   0.0    41    86    98   145    92   153 0.75 -
81307at6656_7070_0:002a52|TRINITY_DN93438_c7_g1_i10:1531-2331|+   -            267 126074at6656         -            265   0.00093   17.5   0.1   3   3       5.6   1.3e+02    0.6   0.1    30    65   175   213   161   224 0.67 -
81307at6656_7070_0:002a52|TRINITY_DN93438_c7_g1_i4:1717-2517|+    -            267 126074at6656         -            265   0.00093   17.5   0.1   1   3      0.14       3.2    5.9   0.0   229   258    25    52    20    58 0.77 -
81307at6656_7070_0:002a52|TRINITY_DN93438_c7_g1_i4:1717-2517|+    -            267 126074at6656         -            265   0.00093   17.5   0.1   2   3      0.24       5.7    5.1   0.0    41    86    98   145    92   153 0.75 -
81307at6656_7070_0:002a52|TRINITY_DN93438_c7_g1_i4:1717-2517|+    -            267 126074at6656         -            265   0.00093   17.5   0.1   3   3       5.6   1.3e+02    0.6   0.1    30    65   175   213   161   224 0.67 -
28519at6656_136037_0:000a01|TRINITY_DN73479_c18_g1_i2:166-2306|-  -            606 126074at6656         -            265   0.00094   17.5   1.4   1   3      0.21         5    5.3   0.1    74   107    44    77    28    80 0.86 -
28519at6656_136037_0:000a01|TRINITY_DN73479_c18_g1_i2:166-2306|-  -            606 126074at6656         -            265   0.00094   17.5   1.4   2   3     0.047       1.1    7.5   0.1    35    73    88   127    82   133 0.74 -
28519at6656_136037_0:000a01|TRINITY_DN73479_c18_g1_i2:166-2306|-  -            606 126074at6656         -            265   0.00094   17.5   1.4   3   3       2.8        66    1.6   0.0    19    76   219   277   213   291 0.84 -
125716at6656_294128_0:0029f4|TRINITY_DN81725_c7_g1_i3:82-1077|-   -            332 126074at6656         -            265   0.00096   17.5   0.0   1   2       2.1        50    2.0   0.0    91   112    17    38     6    44 0.73 -
125716at6656_294128_0:0029f4|TRINITY_DN81725_c7_g1_i3:82-1077|-   -            332 126074at6656         -            265   0.00096   17.5   0.0   2   2    0.0021      0.05   11.8   0.0    56   109   128   181   119   184 0.78 -
125716at6656_294128_0:0029f4|TRINITY_DN81725_c7_g1_i5:82-1241|-   -            332 126074at6656         -            265   0.00096   17.5   0.0   1   2       2.1        50    2.0   0.0    91   112    17    38     6    44 0.73 -
125716at6656_294128_0:0029f4|TRINITY_DN81725_c7_g1_i5:82-1241|-   -            332 126074at6656         -            265   0.00096   17.5   0.0   2   2    0.0021      0.05   11.8   0.0    56   109   128   181   119   184 0.78 -
22611at6656_1629725_0:000db0|TRINITY_DN87964_c7_g1_i2:838-1452|+  -            205 126074at6656         -            265     0.001   17.4   0.1   1   3       1.2        29    2.8   0.0    13    37     2    26     1    40 0.65 -
22611at6656_1629725_0:000db0|TRINITY_DN87964_c7_g1_i2:838-1452|+  -            205 126074at6656         -            265     0.001   17.4   0.1   2   3     0.058       1.4    7.1   0.0    77   108    40    72    22    86 0.78 -
22611at6656_1629725_0:000db0|TRINITY_DN87964_c7_g1_i2:838-1452|+  -            205 126074at6656         -            265     0.001   17.4   0.1   3   3      0.52        12    4.0   0.0   220   246    90   117    83   124 0.75 -
22611at6656_1629725_0:000db0|TRINITY_DN87964_c7_g1_i3:1115-1729|+ -            205 126074at6656         -            265     0.001   17.4   0.1   1   3       1.2        29    2.8   0.0    13    37     2    26     1    40 0.65 -
22611at6656_1629725_0:000db0|TRINITY_DN87964_c7_g1_i3:1115-1729|+ -            205 126074at6656         -            265     0.001   17.4   0.1   2   3     0.058       1.4    7.1   0.0    77   108    40    72    22    86 0.78 -
22611at6656_1629725_0:000db0|TRINITY_DN87964_c7_g1_i3:1115-1729|+ -            205 126074at6656         -            265     0.001   17.4   0.1   3   3      0.52        12    4.0   0.0   220   246    90   117    83   124 0.75 -
22611at6656_1155016_0:001909|TRINITY_DN75507_c5_g2_i13:766-1608|+ -            281 126074at6656         -            265     0.001   17.4   1.1   1   3    0.0035     0.081   11.2   0.1    83   133     5    57     1   113 0.69 -
22611at6656_1155016_0:001909|TRINITY_DN75507_c5_g2_i13:766-1608|+ -            281 126074at6656         -            265     0.001   17.4   1.1   2   3       1.8        43    2.2   0.0    92   114   155   177   143   183 0.82 -
22611at6656_1155016_0:001909|TRINITY_DN75507_c5_g2_i13:766-1608|+ -            281 126074at6656         -            265     0.001   17.4   1.1   3   3       7.2   1.7e+02    0.3   0.0    50    73   196   221   179   272 0.60 -
89840at6656_294128_0:002d0c|TRINITY_DN78626_c10_g1_i3:834-1706|-  -            291 126074at6656         -            265    0.0013   17.0   0.0   1   2    0.0047      0.11   10.7   0.0    69   111   183   227   153   238 0.72 -
89840at6656_294128_0:002d0c|TRINITY_DN78626_c10_g1_i3:834-1706|-  -            291 126074at6656         -            265    0.0013   17.0   0.0   2   2    0.0062      0.15   10.3   0.0   192   246   209   268   208   275 0.75 -
58110at6656_77166_0:00051d|TRINITY_DN80667_c15_g1_i2:221-715|+    -            165 126074at6656         -            265    0.0014   16.9   0.1   1   2   0.00054     0.013   13.8   0.0    35    66    31    62    22    97 0.84 -
58110at6656_77166_0:00051d|TRINITY_DN80667_c15_g1_i2:221-715|+    -            165 126074at6656         -            265    0.0014   16.9   0.1   2   2       5.6   1.3e+02    0.6   0.1   220   249    99   129    90   144 0.70 -
44953at6656_407821_0:002864|TRINITY_DN88294_c4_g1_i7:628-978|+    -            117 126074at6656         -            265    0.0014   16.9   0.0   1   3    0.0042       0.1   10.9   0.0    78   110     5    37     1    49 0.88 -
44953at6656_407821_0:002864|TRINITY_DN88294_c4_g1_i7:628-978|+    -            117 126074at6656         -            265    0.0014   16.9   0.0   2   3       2.2        51    2.0   0.0    91   109    66    84    47    92 0.71 -
44953at6656_407821_0:002864|TRINITY_DN88294_c4_g1_i7:628-978|+    -            117 126074at6656         -            265    0.0014   16.9   0.0   3   3       4.4     1e+02    1.0   0.0    34    58    90   114    85   116 0.84 -
