#                                                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
109174at6656_6669_0:00081f|TRINITY_DN74244_c12_g1_i2:358-1305|-   -            316 109174at6656         -            256   1.6e-67  226.8   2.1   1   1     2e-67   1.4e-65  220.4   2.1     1   248     2   315     2   316 0.82 -
83755at6656_168631_0:002077|TRINITY_DN82339_c12_g1_i6:747-1151|-  -            135 109174at6656         -            256      0.02   13.4   0.0   1   2     0.043       3.1    6.3   0.0    81   110    17    47     9    51 0.70 -
83755at6656_168631_0:002077|TRINITY_DN82339_c12_g1_i6:747-1151|-  -            135 109174at6656         -            256      0.02   13.4   0.0   2   2      0.12       8.5    4.8   0.0    63    84    67    88    57    95 0.69 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+ -            458 109174at6656         -            256     0.021   13.4   0.3   1   4      0.09       6.5    5.2   0.0    13    46   129   162   121   167 0.88 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+ -            458 109174at6656         -            256     0.021   13.4   0.3   2   4       3.4   2.4e+02    0.1   0.0    47    88   189   231   185   244 0.62 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+ -            458 109174at6656         -            256     0.021   13.4   0.3   3   4       1.8   1.3e+02    0.9   0.1   194   229   230   270   211   279 0.69 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+ -            458 109174at6656         -            256     0.021   13.4   0.3   4   4       2.3   1.7e+02    0.6   0.0    90   227   381   400   370   405 0.60 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i4:88-1503|+   -            472 109174at6656         -            256     0.022   13.3   0.0   1   3       0.2        15    4.1   0.0    90   110   174   194   165   198 0.88 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i4:88-1503|+   -            472 109174at6656         -            256     0.022   13.3   0.0   2   3       3.1   2.2e+02    0.2   0.0    95   112   221   238   206   244 0.70 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i4:88-1503|+   -            472 109174at6656         -            256     0.022   13.3   0.0   3   3      0.43        31    3.0   0.0   144   191   262   318   258   326 0.54 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+   -            472 109174at6656         -            256     0.022   13.3   0.0   1   3       0.2        15    4.1   0.0    90   110   174   194   165   198 0.88 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+   -            472 109174at6656         -            256     0.022   13.3   0.0   2   3       3.1   2.2e+02    0.2   0.0    95   112   221   238   206   244 0.70 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+   -            472 109174at6656         -            256     0.022   13.3   0.0   3   3      0.43        31    3.0   0.0   144   191   262   318   258   326 0.54 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i1:1110-1625|+  -            172 109174at6656         -            256     0.024   13.2   0.2   1   2      0.38        27    3.2   0.0   207   235    65    93    61   105 0.84 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i1:1110-1625|+  -            172 109174at6656         -            256     0.024   13.2   0.2   2   2     0.043       3.1    6.3   0.1    77   107   142   172   133   172 0.73 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i2:1293-1808|+  -            172 109174at6656         -            256     0.024   13.2   0.2   1   2      0.38        27    3.2   0.0   207   235    65    93    61   105 0.84 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i2:1293-1808|+  -            172 109174at6656         -            256     0.024   13.2   0.2   2   2     0.043       3.1    6.3   0.1    77   107   142   172   133   172 0.73 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i3:901-1416|+   -            172 109174at6656         -            256     0.024   13.2   0.2   1   2      0.38        27    3.2   0.0   207   235    65    93    61   105 0.84 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i3:901-1416|+   -            172 109174at6656         -            256     0.024   13.2   0.2   2   2     0.043       3.1    6.3   0.1    77   107   142   172   133   172 0.73 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i4:544-1059|+   -            172 109174at6656         -            256     0.024   13.2   0.2   1   2      0.38        27    3.2   0.0   207   235    65    93    61   105 0.84 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i4:544-1059|+   -            172 109174at6656         -            256     0.024   13.2   0.2   2   2     0.043       3.1    6.3   0.1    77   107   142   172   133   172 0.73 -
107802at6656_133901_0:0038d3|TRINITY_DN85368_c12_g1_i3:64-957|+   -            298 109174at6656         -            256     0.043   12.4   0.0   1   2     0.007      0.51    8.8   0.0   171   241    88   166    77   174 0.79 -
107802at6656_133901_0:0038d3|TRINITY_DN85368_c12_g1_i3:64-957|+   -            298 109174at6656         -            256     0.043   12.4   0.0   2   2       3.8   2.8e+02   -0.1   0.0   178   208   220   252   194   280 0.66 -
107802at6656_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+    -            318 109174at6656         -            256      0.05   12.1   0.0   1   3      0.13       9.6    4.6   0.0    89   110   109   131    88   140 0.72 -
107802at6656_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+    -            318 109174at6656         -            256      0.05   12.1   0.0   2   3    0.0095      0.69    8.4   0.0   171   241   108   186   102   194 0.79 -
107802at6656_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+    -            318 109174at6656         -            256      0.05   12.1   0.0   3   3       4.3   3.1e+02   -0.3   0.0   178   208   240   272   214   300 0.66 -
19590at6656_7539_0:00322d|TRINITY_DN86640_c10_g1_i3:1017-1625|+   -            203 109174at6656         -            256     0.062   11.8   0.2   1   2      0.28        20    3.6   0.0   176   192    54    70     4   171 0.63 -
19590at6656_7539_0:00322d|TRINITY_DN86640_c10_g1_i3:1017-1625|+   -            203 109174at6656         -            256     0.062   11.8   0.2   2   2      0.32        23    3.4   0.0    93   107   186   202   182   203 0.77 -
83755at6656_7493_0:001a21|TRINITY_DN82757_c9_g2_i1:6-677|-        -            224 109174at6656         -            256     0.063   11.8   0.0   1   4       3.4   2.4e+02    0.0   0.0   132   156    13    37     8    46 0.79 -
83755at6656_7493_0:001a21|TRINITY_DN82757_c9_g2_i1:6-677|-        -            224 109174at6656         -            256     0.063   11.8   0.0   2   4      0.69        50    2.3   0.0    89   109   110   130    99   134 0.89 -
83755at6656_7493_0:001a21|TRINITY_DN82757_c9_g2_i1:6-677|-        -            224 109174at6656         -            256     0.063   11.8   0.0   3   4       1.4     1e+02    1.3   0.0    90   111   153   174   143   191 0.67 -
83755at6656_7493_0:001a21|TRINITY_DN82757_c9_g2_i1:6-677|-        -            224 109174at6656         -            256     0.063   11.8   0.0   4   4      0.99        71    1.8   0.0    81   105   200   224   195   224 0.88 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i1:96-1256|+ -            387 109174at6656         -            256     0.064   11.8   0.1   1   4     0.072       5.2    5.5   0.0    13    46   129   162   121   167 0.88 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i1:96-1256|+ -            387 109174at6656         -            256     0.064   11.8   0.1   2   4       2.5   1.8e+02    0.4   0.0    47    88   189   231   185   248 0.64 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i1:96-1256|+ -            387 109174at6656         -            256     0.064   11.8   0.1   3   4       1.1        83    1.6   0.1   194   229   230   270   199   276 0.68 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i1:96-1256|+ -            387 109174at6656         -            256     0.064   11.8   0.1   4   4       9.3   6.7e+02   -1.4   0.0    84   115   285   317   276   353 0.78 -
19590at6656_7536_0:0007e0|TRINITY_DN82725_c2_g1_i10:172-444|+     -             91 109174at6656         -            256     0.067   11.7   0.0   1   1    0.0011     0.083   11.4   0.0    90   158    12    80     6    84 0.89 -
19590at6656_7536_0:0007e0|TRINITY_DN82725_c2_g1_i12:455-727|+     -             91 109174at6656         -            256     0.067   11.7   0.0   1   1    0.0011     0.083   11.4   0.0    90   158    12    80     6    84 0.89 -
19590at6656_7536_0:0007e0|TRINITY_DN82725_c2_g1_i18:180-452|+     -             91 109174at6656         -            256     0.067   11.7   0.0   1   1    0.0011     0.083   11.4   0.0    90   158    12    80     6    84 0.89 -
19590at6656_7536_0:0007e0|TRINITY_DN82725_c2_g1_i7:455-727|+      -             91 109174at6656         -            256     0.067   11.7   0.0   1   1    0.0011     0.083   11.4   0.0    90   158    12    80     6    84 0.89 -
19590at6656_7536_0:0007e0|TRINITY_DN82725_c2_g1_i9:172-444|+      -             91 109174at6656         -            256     0.067   11.7   0.0   1   1    0.0011     0.083   11.4   0.0    90   158    12    80     6    84 0.89 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i5:97-2271|-    -            725 109174at6656         -            256     0.072   11.6   1.6   1   2     0.012      0.85    8.1   0.0    33    87   321   374   315   385 0.85 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i5:97-2271|-    -            725 109174at6656         -            256     0.072   11.6   1.6   2   2       9.7   7.1e+02   -1.5   0.0    85   110   579   604   563   625 0.64 -
103749at6656_54969_0:00096d|TRINITY_DN84623_c10_g1_i1:3907-4620|+ -            238 109174at6656         -            256     0.074   11.6   0.0   1   3      0.22        16    3.9   0.0   173   194     6    27     2    46 0.71 -
103749at6656_54969_0:00096d|TRINITY_DN84623_c10_g1_i1:3907-4620|+ -            238 109174at6656         -            256     0.074   11.6   0.0   2   3      0.18        13    4.2   0.0    88   115   123   150   108   153 0.82 -
103749at6656_54969_0:00096d|TRINITY_DN84623_c10_g1_i1:3907-4620|+ -            238 109174at6656         -            256     0.074   11.6   0.0   3   3       9.4   6.8e+02   -1.4   0.0    91   115   184   208   174   213 0.85 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i2:188-1477|+   -            430 109174at6656         -            256     0.082   11.4   0.0   1   1     0.011      0.79    8.2   0.0    92   163   116   179   112   194 0.80 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i4:188-1763|+   -            429 109174at6656         -            256     0.082   11.4   0.0   1   1     0.011      0.79    8.2   0.0    92   163   116   179   112   194 0.80 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-    -            719 109174at6656         -            256     0.082   11.4   1.6   1   2     0.012      0.84    8.1   0.0    33    87   315   368   309   379 0.85 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-    -            719 109174at6656         -            256     0.082   11.4   1.6   2   2       9.6     7e+02   -1.5   0.0    85   110   573   598   557   619 0.64 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-    -            800 109174at6656         -            256     0.088   11.3   2.9   1   2       5.8   4.2e+02   -0.7   0.0   134   164    19    49    14   103 0.58 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-    -            800 109174at6656         -            256     0.088   11.3   2.9   2   2     0.013      0.95    7.9   0.0    33    87   372   425   366   437 0.85 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-    -            913 109174at6656         -            256      0.13   10.8   2.8   1   2       6.9     5e+02   -1.0   0.0   134   164    19    49    14   103 0.58 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-    -            913 109174at6656         -            256      0.13   10.8   2.8   2   2     0.015       1.1    7.8   0.0    33    87   372   425   366   438 0.85 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i4:214-2952|-    -            913 109174at6656         -            256      0.13   10.8   2.8   1   2       6.9     5e+02   -1.0   0.0   134   164    19    49    14   103 0.58 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i4:214-2952|-    -            913 109174at6656         -            256      0.13   10.8   2.8   2   2     0.015       1.1    7.8   0.0    33    87   372   425   366   438 0.85 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/busco_output/busco_downloads/lineages/arthropoda_odb10/hmms/109174at6656.hmm
# Target file:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/busco_output/busco_p_monodon/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/busco_output/busco_p_monodon/run_arthropoda_odb10/hmmer_output/initial_run_results/109174at6656.out --cpu 1 /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/busco_output/busco_downloads/lineages/arthropoda_odb10/hmms/109174at6656.hmm /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/busco_output/busco_p_monodon/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas 
# Current dir:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis
# Date:            Tue Feb 17 14:44:45 2026
# [ok]
