#                                                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
66028at6656_438502_0:002670|TRINITY_DN83891_c8_g7_i1:258-1295|-   -            346 66028at6656          -            273  1.7e-166  551.0   2.4   1   1    8e-167  4.1e-165  546.5   2.4     1   273     8   323     8   323 0.95 -
31119at6656_34740_0:001a28|TRINITY_DN93438_c7_g1_i10:601-2154|+   -            518 66028at6656          -            273     0.008   14.3   1.4   1   3      0.93        47    1.9   0.0   203   250    47    94    22   117 0.75 -
31119at6656_34740_0:001a28|TRINITY_DN93438_c7_g1_i10:601-2154|+   -            518 66028at6656          -            273     0.008   14.3   1.4   2   3      0.32        16    3.4   0.0   218   258   263   304   230   320 0.71 -
31119at6656_34740_0:001a28|TRINITY_DN93438_c7_g1_i10:601-2154|+   -            518 66028at6656          -            273     0.008   14.3   1.4   3   3     0.064       3.2    5.7   0.0   129   167   444   482   422   511 0.87 -
31119at6656_34740_0:001a28|TRINITY_DN93438_c7_g1_i4:787-2340|+    -            518 66028at6656          -            273     0.008   14.3   1.4   1   3      0.93        47    1.9   0.0   203   250    47    94    22   117 0.75 -
31119at6656_34740_0:001a28|TRINITY_DN93438_c7_g1_i4:787-2340|+    -            518 66028at6656          -            273     0.008   14.3   1.4   2   3      0.32        16    3.4   0.0   218   258   263   304   230   320 0.71 -
31119at6656_34740_0:001a28|TRINITY_DN93438_c7_g1_i4:787-2340|+    -            518 66028at6656          -            273     0.008   14.3   1.4   3   3     0.064       3.2    5.7   0.0   129   167   444   482   422   511 0.87 -
31196at6656_1629725_0:001392|TRINITY_DN79895_c5_g1_i4:405-896|-   -            164 66028at6656          -            273    0.0082   14.2   0.5   1   2    0.0067      0.34    8.9   0.2   105   167    51   110    26   113 0.76 -
31196at6656_1629725_0:001392|TRINITY_DN79895_c5_g1_i4:405-896|-   -            164 66028at6656          -            273    0.0082   14.2   0.5   2   2     0.069       3.5    5.6   0.0   111   168   101   153    94   162 0.64 -
31196at6656_1629725_0:001392|TRINITY_DN79895_c5_g1_i7:405-896|-   -            164 66028at6656          -            273    0.0082   14.2   0.5   1   2    0.0067      0.34    8.9   0.2   105   167    51   110    26   113 0.76 -
31196at6656_1629725_0:001392|TRINITY_DN79895_c5_g1_i7:405-896|-   -            164 66028at6656          -            273    0.0082   14.2   0.5   2   2     0.069       3.5    5.6   0.0   111   168   101   153    94   162 0.64 -
71018at6656_294128_0:0028b8|TRINITY_DN93438_c7_g1_i7:799-1578|+   -            260 66028at6656          -            273    0.0084   14.2   0.3   1   2    0.0034      0.17    9.9   0.2   129   250    35   165    13   167 0.63 -
71018at6656_294128_0:0028b8|TRINITY_DN93438_c7_g1_i7:799-1578|+   -            260 66028at6656          -            273    0.0084   14.2   0.3   2   2      0.16       8.3    4.4   0.0   147   250   147   252   128   260 0.68 -
71018at6656_294128_0:0028b8|TRINITY_DN93438_c7_g1_i8:799-1578|+   -            260 66028at6656          -            273    0.0084   14.2   0.3   1   2    0.0034      0.17    9.9   0.2   129   250    35   165    13   167 0.63 -
71018at6656_294128_0:0028b8|TRINITY_DN93438_c7_g1_i8:799-1578|+   -            260 66028at6656          -            273    0.0084   14.2   0.3   2   2      0.16       8.3    4.4   0.0   147   250   147   252   128   260 0.68 -
83755at6656_110193_0:002a12|TRINITY_DN90217_c3_g1_i2:292-1158|+   -            289 66028at6656          -            273    0.0085   14.2   0.0   1   3    0.0074      0.38    8.8   0.0   216   255     1    39     1    49 0.85 -
83755at6656_110193_0:002a12|TRINITY_DN90217_c3_g1_i2:292-1158|+   -            289 66028at6656          -            273    0.0085   14.2   0.0   2   3       5.2   2.6e+02   -0.6   0.0   132   168    90   124    71   145 0.62 -
83755at6656_110193_0:002a12|TRINITY_DN90217_c3_g1_i2:292-1158|+   -            289 66028at6656          -            273    0.0085   14.2   0.0   3   3         1        51    1.8   0.0   152   199   162   210   128   214 0.79 -
83755at6656_110193_0:002a12|TRINITY_DN90217_c3_g1_i4:390-1256|+   -            289 66028at6656          -            273    0.0085   14.2   0.0   1   3    0.0074      0.38    8.8   0.0   216   255     1    39     1    49 0.85 -
83755at6656_110193_0:002a12|TRINITY_DN90217_c3_g1_i4:390-1256|+   -            289 66028at6656          -            273    0.0085   14.2   0.0   2   3       5.2   2.6e+02   -0.6   0.0   132   168    90   124    71   145 0.62 -
83755at6656_110193_0:002a12|TRINITY_DN90217_c3_g1_i4:390-1256|+   -            289 66028at6656          -            273    0.0085   14.2   0.0   3   3         1        51    1.8   0.0   152   199   162   210   128   214 0.79 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i4:287-1003|-   -            239 66028at6656          -            273    0.0091   14.1   0.1   1   2         1        51    1.8   0.0   219   252    41    73     5    87 0.63 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i4:287-1003|-   -            239 66028at6656          -            273    0.0091   14.1   0.1   2   2    0.0036      0.18    9.8   0.1   161   254   109   210    63   217 0.68 -
22611at6656_1155016_0:001909|TRINITY_DN90801_c6_g1_i4:131-589|+   -            153 66028at6656          -            273    0.0099   14.0   0.1   1   1   0.00022     0.011   13.8   0.1    93   168    60   133    34   152 0.84 -
43728at6656_407821_0:0038a3|TRINITY_DN72062_c12_g1_i1:25-642|+    -            206 66028at6656          -            273     0.011   13.8   0.5   1   2       3.7   1.9e+02   -0.1   0.0   160   207    52   100    35   143 0.59 -
43728at6656_407821_0:0038a3|TRINITY_DN72062_c12_g1_i1:25-642|+    -            206 66028at6656          -            273     0.011   13.8   0.5   2   2    0.0009     0.046   11.8   0.1   211   249   148   186   125   193 0.84 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i4:237-1724|+   -            496 66028at6656          -            273     0.014   13.4   0.0   1   1    0.0012     0.059   11.4   0.0   154   251    61   158    41   167 0.79 -
83755at6656_88501_0:0004ba|TRINITY_DN82317_c5_g2_i10:290-1162|+   -            291 66028at6656          -            273     0.017   13.2   0.2   1   2     0.028       1.4    6.9   0.1    92   143     9    65     4    87 0.71 -
83755at6656_88501_0:0004ba|TRINITY_DN82317_c5_g2_i10:290-1162|+   -            291 66028at6656          -            273     0.017   13.2   0.2   2   2     0.065       3.3    5.7   0.0    62   119    65   127    58   181 0.71 -
83755at6656_88501_0:0004ba|TRINITY_DN82317_c5_g2_i7:290-1162|+    -            291 66028at6656          -            273     0.017   13.2   0.2   1   2     0.028       1.4    6.9   0.1    92   143     9    65     4    87 0.71 -
83755at6656_88501_0:0004ba|TRINITY_DN82317_c5_g2_i7:290-1162|+    -            291 66028at6656          -            273     0.017   13.2   0.2   2   2     0.065       3.3    5.7   0.0    62   119    65   127    58   181 0.71 -
58110at6656_286706_0:001cb7|TRINITY_DN82560_c3_g1_i2:401-1057|+   -            219 66028at6656          -            273     0.017   13.1   0.1   1   1    0.0022      0.11   10.5   0.0   150   225    16    96     1   111 0.65 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i3:237-1889|+   -            551 66028at6656          -            273     0.018   13.1   0.0   1   1    0.0012     0.062   11.4   0.0   154   251    61   158    39   206 0.84 -
83755at6656_7370_0:002b5e|TRINITY_DN82468_c10_g1_i4:2426-2815|-   -            130 66028at6656          -            273     0.018   13.1   0.4   1   2     0.041       2.1    6.3   0.1    93   140     3    47     1    51 0.85 -
83755at6656_7370_0:002b5e|TRINITY_DN82468_c10_g1_i4:2426-2815|-   -            130 66028at6656          -            273     0.018   13.1   0.4   2   2     0.024       1.2    7.1   0.0   223   252    44    73    37    91 0.76 -
83755at6656_7091_0:0009ff|TRINITY_DN89115_c8_g1_i1:233-934|+      -            234 66028at6656          -            273     0.019   13.0   0.1   1   2    0.0041      0.21    9.6   0.0   214   254     8    47     5    57 0.83 -
83755at6656_7091_0:0009ff|TRINITY_DN89115_c8_g1_i1:233-934|+      -            234 66028at6656          -            273     0.019   13.0   0.1   2   2       1.7        86    1.0   0.1    82   124   107   145    85   184 0.73 -
83755at6656_7091_0:0009ff|TRINITY_DN89115_c8_g1_i3:233-934|+      -            234 66028at6656          -            273     0.019   13.0   0.1   1   2    0.0041      0.21    9.6   0.0   214   254     8    47     5    57 0.83 -
83755at6656_7091_0:0009ff|TRINITY_DN89115_c8_g1_i3:233-934|+      -            234 66028at6656          -            273     0.019   13.0   0.1   2   2       1.7        86    1.0   0.1    82   124   107   145    85   184 0.73 -
83755at6656_136037_0:001175|TRINITY_DN90217_c3_g1_i5:390-923|+    -            178 66028at6656          -            273     0.022   12.8   0.0   1   2    0.0036      0.18    9.8   0.0   216   255     1    39     1    46 0.84 -
83755at6656_136037_0:001175|TRINITY_DN90217_c3_g1_i5:390-923|+    -            178 66028at6656          -            273     0.022   12.8   0.0   2   2       2.1     1e+02    0.8   0.0   124   168    82   124    65   145 0.64 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i1:248-1303|-    -            352 66028at6656          -            273     0.024   12.7   5.5   1   4      0.12         6    4.8   0.0   104   163    59   116    12   135 0.64 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i1:248-1303|-    -            352 66028at6656          -            273     0.024   12.7   5.5   2   4       5.4   2.8e+02   -0.6   0.1   219   250   187   217   163   228 0.64 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i1:248-1303|-    -            352 66028at6656          -            273     0.024   12.7   5.5   3   4       0.2        10    4.1   0.1    92   140   248   293   245   296 0.84 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i1:248-1303|-    -            352 66028at6656          -            273     0.024   12.7   5.5   4   4      0.13       6.6    4.7   0.0   224   252   291   319   283   334 0.76 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-   -            352 66028at6656          -            273     0.024   12.7   5.5   1   4      0.12         6    4.8   0.0   104   163    59   116    12   135 0.64 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-   -            352 66028at6656          -            273     0.024   12.7   5.5   2   4       5.4   2.8e+02   -0.6   0.1   219   250   187   217   163   228 0.64 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-   -            352 66028at6656          -            273     0.024   12.7   5.5   3   4       0.2        10    4.1   0.1    92   140   248   293   245   296 0.84 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-   -            352 66028at6656          -            273     0.024   12.7   5.5   4   4      0.13       6.6    4.7   0.0   224   252   291   319   283   334 0.76 -
58110at6656_114398_0:002b15|TRINITY_DN81296_c10_g1_i2:2761-3495|- -            245 66028at6656          -            273     0.024   12.7   0.1   1   2         6     3e+02   -0.8   0.0   209   252   104   151    74   166 0.70 -
58110at6656_114398_0:002b15|TRINITY_DN81296_c10_g1_i2:2761-3495|- -            245 66028at6656          -            273     0.024   12.7   0.1   2   2    0.0023      0.11   10.5   0.1   214   251   167   204   157   211 0.88 -
58110at6656_114398_0:002b15|TRINITY_DN81296_c10_g1_i3:1093-1827|- -            245 66028at6656          -            273     0.024   12.7   0.1   1   2         6     3e+02   -0.8   0.0   209   252   104   151    74   166 0.70 -
58110at6656_114398_0:002b15|TRINITY_DN81296_c10_g1_i3:1093-1827|- -            245 66028at6656          -            273     0.024   12.7   0.1   2   2    0.0023      0.11   10.5   0.1   214   251   167   204   157   211 0.88 -
54236at6656_6973_0:006653|TRINITY_DN88593_c4_g1_i2:65-1303|+      -            413 66028at6656          -            273     0.024   12.7   0.1   1   2      0.27        14    3.7   0.0   216   251    49    84    26    90 0.82 -
54236at6656_6973_0:006653|TRINITY_DN88593_c4_g1_i2:65-1303|+      -            413 66028at6656          -            273     0.024   12.7   0.1   2   2     0.035       1.8    6.6   0.0   127   170   197   240   174   325 0.80 -
58119at6656_1629725_0:001d98|TRINITY_DN82334_c12_g1_i2:147-833|+  -            229 66028at6656          -            273     0.028   12.5   0.1   1   2    0.0013     0.068   11.2   0.1   149   232    51   133     2   165 0.54 -
58119at6656_1629725_0:001d98|TRINITY_DN82334_c12_g1_i2:147-833|+  -            229 66028at6656          -            273     0.028   12.5   0.1   2   2       5.5   2.8e+02   -0.6   0.0   219   252   165   197    95   210 0.63 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i3:65-2290|+    -            742 66028at6656          -            273     0.042   11.9   2.2   1   3      0.58        29    2.6   0.0   216   251    49    84    27    90 0.83 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i3:65-2290|+    -            742 66028at6656          -            273     0.042   11.9   2.2   2   3     0.085       4.3    5.3   0.0   127   170   197   240   175   325 0.81 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i3:65-2290|+    -            742 66028at6656          -            273     0.042   11.9   2.2   3   3       2.5   1.3e+02    0.5   0.2    85   147   660   720   646   737 0.72 -
54236at6656_133901_0:0026ad|TRINITY_DN88593_c4_g1_i5:65-1600|+    -            512 66028at6656          -            273     0.042   11.9   0.1   1   2      0.36        18    3.3   0.0   216   251    49    84    26    90 0.82 -
54236at6656_133901_0:0026ad|TRINITY_DN88593_c4_g1_i5:65-1600|+    -            512 66028at6656          -            273     0.042   11.9   0.1   2   2     0.049       2.5    6.1   0.0   127   170   197   240   175   325 0.81 -
65949at6656_516756_0:000a47|TRINITY_DN91196_c4_g1_i9:268-963|+    -            232 66028at6656          -            273     0.047   11.7   0.2   1   2      0.32        16    3.4   0.1   101   146    19    62    11   172 0.60 -
65949at6656_516756_0:000a47|TRINITY_DN91196_c4_g1_i9:268-963|+    -            232 66028at6656          -            273     0.047   11.7   0.2   2   2      0.04         2    6.4   0.0   153   228   154   230   134   232 0.71 -
45131at6656_136037_0:0005ec|TRINITY_DN87849_c15_g1_i1:768-1304|-  -            179 66028at6656          -            273     0.047   11.7   0.1   1   1    0.0016     0.083   10.9   0.1   218   257   105   142    77   146 0.85 -
45131at6656_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-  -            179 66028at6656          -            273     0.047   11.7   0.1   1   1    0.0016     0.083   10.9   0.1   218   257   105   142    77   146 0.85 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 66028at6656          -            273     0.052   11.6   2.1   1   3      0.57        29    2.6   0.0   216   251    49    84    27    90 0.83 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 66028at6656          -            273     0.052   11.6   2.1   2   3     0.083       4.2    5.3   0.0   127   170   197   240   175   325 0.81 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 66028at6656          -            273     0.052   11.6   2.1   3   3       3.8   1.9e+02   -0.1   0.2    90   145   665   718   649   728 0.71 -
45131at6656_136037_0:0005ec|TRINITY_DN87849_c15_g1_i2:385-1548|-  -            237 66028at6656          -            273     0.057   11.5   0.1   1   1    0.0029      0.15   10.1   0.0   218   257   105   142    78   145 0.85 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i11:2378-3019|+ -            214 66028at6656          -            273     0.058   11.4   0.4   1   2     0.009      0.46    8.5   0.2   132   250     1   128     1   134 0.62 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i11:2378-3019|+ -            214 66028at6656          -            273     0.058   11.4   0.4   2   2       0.3        15    3.5   0.0   147   243   110   208    91   214 0.64 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i13:2378-3019|+ -            214 66028at6656          -            273     0.058   11.4   0.4   1   2     0.009      0.46    8.5   0.2   132   250     1   128     1   134 0.62 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i13:2378-3019|+ -            214 66028at6656          -            273     0.058   11.4   0.4   2   2       0.3        15    3.5   0.0   147   243   110   208    91   214 0.64 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i15:2378-3019|+ -            214 66028at6656          -            273     0.058   11.4   0.4   1   2     0.009      0.46    8.5   0.2   132   250     1   128     1   134 0.62 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i15:2378-3019|+ -            214 66028at6656          -            273     0.058   11.4   0.4   2   2       0.3        15    3.5   0.0   147   243   110   208    91   214 0.64 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i16:2564-3205|+ -            214 66028at6656          -            273     0.058   11.4   0.4   1   2     0.009      0.46    8.5   0.2   132   250     1   128     1   134 0.62 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i16:2564-3205|+ -            214 66028at6656          -            273     0.058   11.4   0.4   2   2       0.3        15    3.5   0.0   147   243   110   208    91   214 0.64 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i17:2564-3205|+ -            214 66028at6656          -            273     0.058   11.4   0.4   1   2     0.009      0.46    8.5   0.2   132   250     1   128     1   134 0.62 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i17:2564-3205|+ -            214 66028at6656          -            273     0.058   11.4   0.4   2   2       0.3        15    3.5   0.0   147   243   110   208    91   214 0.64 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i18:2564-3205|+ -            214 66028at6656          -            273     0.058   11.4   0.4   1   2     0.009      0.46    8.5   0.2   132   250     1   128     1   134 0.62 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i18:2564-3205|+ -            214 66028at6656          -            273     0.058   11.4   0.4   2   2       0.3        15    3.5   0.0   147   243   110   208    91   214 0.64 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i19:2564-3205|+ -            214 66028at6656          -            273     0.058   11.4   0.4   1   2     0.009      0.46    8.5   0.2   132   250     1   128     1   134 0.62 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i19:2564-3205|+ -            214 66028at6656          -            273     0.058   11.4   0.4   2   2       0.3        15    3.5   0.0   147   243   110   208    91   214 0.64 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i1:2378-3019|+  -            214 66028at6656          -            273     0.058   11.4   0.4   1   2     0.009      0.46    8.5   0.2   132   250     1   128     1   134 0.62 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i1:2378-3019|+  -            214 66028at6656          -            273     0.058   11.4   0.4   2   2       0.3        15    3.5   0.0   147   243   110   208    91   214 0.64 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i21:2378-3019|+ -            214 66028at6656          -            273     0.058   11.4   0.4   1   2     0.009      0.46    8.5   0.2   132   250     1   128     1   134 0.62 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i21:2378-3019|+ -            214 66028at6656          -            273     0.058   11.4   0.4   2   2       0.3        15    3.5   0.0   147   243   110   208    91   214 0.64 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i23:2378-3019|+ -            214 66028at6656          -            273     0.058   11.4   0.4   1   2     0.009      0.46    8.5   0.2   132   250     1   128     1   134 0.62 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i23:2378-3019|+ -            214 66028at6656          -            273     0.058   11.4   0.4   2   2       0.3        15    3.5   0.0   147   243   110   208    91   214 0.64 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i25:2378-3019|+ -            214 66028at6656          -            273     0.058   11.4   0.4   1   2     0.009      0.46    8.5   0.2   132   250     1   128     1   134 0.62 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i25:2378-3019|+ -            214 66028at6656          -            273     0.058   11.4   0.4   2   2       0.3        15    3.5   0.0   147   243   110   208    91   214 0.64 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i27:2564-3205|+ -            214 66028at6656          -            273     0.058   11.4   0.4   1   2     0.009      0.46    8.5   0.2   132   250     1   128     1   134 0.62 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i27:2564-3205|+ -            214 66028at6656          -            273     0.058   11.4   0.4   2   2       0.3        15    3.5   0.0   147   243   110   208    91   214 0.64 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i28:2378-3019|+ -            214 66028at6656          -            273     0.058   11.4   0.4   1   2     0.009      0.46    8.5   0.2   132   250     1   128     1   134 0.62 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i28:2378-3019|+ -            214 66028at6656          -            273     0.058   11.4   0.4   2   2       0.3        15    3.5   0.0   147   243   110   208    91   214 0.64 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i2:1349-1990|+  -            214 66028at6656          -            273     0.058   11.4   0.4   1   2     0.009      0.46    8.5   0.2   132   250     1   128     1   134 0.62 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i2:1349-1990|+  -            214 66028at6656          -            273     0.058   11.4   0.4   2   2       0.3        15    3.5   0.0   147   243   110   208    91   214 0.64 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i5:2564-3205|+  -            214 66028at6656          -            273     0.058   11.4   0.4   1   2     0.009      0.46    8.5   0.2   132   250     1   128     1   134 0.62 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i5:2564-3205|+  -            214 66028at6656          -            273     0.058   11.4   0.4   2   2       0.3        15    3.5   0.0   147   243   110   208    91   214 0.64 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i9:1349-1990|+  -            214 66028at6656          -            273     0.058   11.4   0.4   1   2     0.009      0.46    8.5   0.2   132   250     1   128     1   134 0.62 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i9:1349-1990|+  -            214 66028at6656          -            273     0.058   11.4   0.4   2   2       0.3        15    3.5   0.0   147   243   110   208    91   214 0.64 -
81307at6656_7070_0:002a52|TRINITY_DN93438_c7_g1_i10:1531-2331|+   -            267 66028at6656          -            273     0.067   11.2   0.5   1   1    0.0035      0.18    9.9   0.1   129   249   134   263   110   266 0.63 -
81307at6656_7070_0:002a52|TRINITY_DN93438_c7_g1_i4:1717-2517|+    -            267 66028at6656          -            273     0.067   11.2   0.5   1   1    0.0035      0.18    9.9   0.1   129   249   134   263   110   266 0.63 -
81307at6656_441921_0:001885|TRINITY_DN83055_c5_g1_i3:537-1175|+   -            213 66028at6656          -            273       0.1   10.6   0.2   1   1     0.011      0.55    8.2   0.1   211   252    83   125    11   133 0.65 -
81307at6656_441921_0:001885|TRINITY_DN83055_c5_g1_i4:537-1175|+   -            213 66028at6656          -            273       0.1   10.6   0.2   1   1     0.011      0.55    8.2   0.1   211   252    83   125    11   133 0.65 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/busco_output/busco_downloads/lineages/arthropoda_odb10/hmms/66028at6656.hmm
# Target file:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/busco_output/busco_p_monodon/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/busco_output/busco_p_monodon/run_arthropoda_odb10/hmmer_output/initial_run_results/66028at6656.out --cpu 1 /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/busco_output/busco_downloads/lineages/arthropoda_odb10/hmms/66028at6656.hmm /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/busco_output/busco_p_monodon/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas 
# Current dir:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis
# Date:            Tue Feb 17 14:44:54 2026
# [ok]
