#                                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
87928at6656_294128_0:003b80|TRINITY_DN78516_c9_g1_i1:1607-2704|-   -            366 87928at6656          -            293  1.6e-153  509.1   0.0   1   1  1.3e-154  1.9e-153  508.8   0.0     2   293    37   366    36   366 0.91 -
67491at6656_121845_0:002b39|TRINITY_DN83877_c10_g1_i4:212-775|-    -            188 87928at6656          -            293     3e-16   58.5   0.0   1   1   2.3e-17   3.5e-16   58.3   0.0    28   169    41   188    27   188 0.86 -
67491at6656_121845_0:002b39|TRINITY_DN83877_c10_g1_i5:136-699|-    -            188 87928at6656          -            293     3e-16   58.5   0.0   1   1   2.3e-17   3.5e-16   58.3   0.0    28   169    41   188    27   188 0.86 -
87928at6656_224129_0:000d5d|TRINITY_DN71422_c0_g3_i1:748-1344|-    -            199 87928at6656          -            293   7.5e-16   57.2   0.6   1   1   5.4e-17   8.3e-16   57.1   0.6    22   180    26   199     1   199 0.73 -
75704at6656_108931_0:000186|TRINITY_DN80219_c1_g1_i12:449-1327|+   -            293 87928at6656          -            293     1e-15   56.8   1.0   1   2   4.1e-16   6.3e-15   54.2   0.8    12   186    19   198    11   202 0.82 -
75704at6656_108931_0:000186|TRINITY_DN80219_c1_g1_i12:449-1327|+   -            293 87928at6656          -            293     1e-15   56.8   1.0   2   2       9.9   1.5e+02    0.4   0.0   207   234   248   276   236   285 0.78 -
75704at6656_108931_0:000186|TRINITY_DN80219_c1_g1_i15:434-1312|+   -            293 87928at6656          -            293     1e-15   56.8   1.0   1   2   4.1e-16   6.3e-15   54.2   0.8    12   186    19   198    11   202 0.82 -
75704at6656_108931_0:000186|TRINITY_DN80219_c1_g1_i15:434-1312|+   -            293 87928at6656          -            293     1e-15   56.8   1.0   2   2       9.9   1.5e+02    0.4   0.0   207   234   248   276   236   285 0.78 -
75704at6656_108931_0:000186|TRINITY_DN80219_c1_g1_i16:434-1312|+   -            293 87928at6656          -            293     1e-15   56.8   1.0   1   2   4.1e-16   6.3e-15   54.2   0.8    12   186    19   198    11   202 0.82 -
75704at6656_108931_0:000186|TRINITY_DN80219_c1_g1_i16:434-1312|+   -            293 87928at6656          -            293     1e-15   56.8   1.0   2   2       9.9   1.5e+02    0.4   0.0   207   234   248   276   236   285 0.78 -
75704at6656_108931_0:000186|TRINITY_DN80219_c1_g1_i17:452-1330|+   -            293 87928at6656          -            293     1e-15   56.8   1.0   1   2   4.1e-16   6.3e-15   54.2   0.8    12   186    19   198    11   202 0.82 -
75704at6656_108931_0:000186|TRINITY_DN80219_c1_g1_i17:452-1330|+   -            293 87928at6656          -            293     1e-15   56.8   1.0   2   2       9.9   1.5e+02    0.4   0.0   207   234   248   276   236   285 0.78 -
75704at6656_108931_0:000186|TRINITY_DN80219_c1_g1_i19:450-1328|+   -            293 87928at6656          -            293     1e-15   56.8   1.0   1   2   4.1e-16   6.3e-15   54.2   0.8    12   186    19   198    11   202 0.82 -
75704at6656_108931_0:000186|TRINITY_DN80219_c1_g1_i19:450-1328|+   -            293 87928at6656          -            293     1e-15   56.8   1.0   2   2       9.9   1.5e+02    0.4   0.0   207   234   248   276   236   285 0.78 -
75704at6656_108931_0:000186|TRINITY_DN80219_c1_g1_i20:434-1312|+   -            293 87928at6656          -            293     1e-15   56.8   1.0   1   2   4.1e-16   6.3e-15   54.2   0.8    12   186    19   198    11   202 0.82 -
75704at6656_108931_0:000186|TRINITY_DN80219_c1_g1_i20:434-1312|+   -            293 87928at6656          -            293     1e-15   56.8   1.0   2   2       9.9   1.5e+02    0.4   0.0   207   234   248   276   236   285 0.78 -
75704at6656_108931_0:000186|TRINITY_DN80219_c1_g1_i4:449-1327|+    -            293 87928at6656          -            293     1e-15   56.8   1.0   1   2   4.1e-16   6.3e-15   54.2   0.8    12   186    19   198    11   202 0.82 -
75704at6656_108931_0:000186|TRINITY_DN80219_c1_g1_i4:449-1327|+    -            293 87928at6656          -            293     1e-15   56.8   1.0   2   2       9.9   1.5e+02    0.4   0.0   207   234   248   276   236   285 0.78 -
75704at6656_108931_0:000186|TRINITY_DN80219_c1_g1_i5:452-1330|+    -            293 87928at6656          -            293     1e-15   56.8   1.0   1   2   4.1e-16   6.3e-15   54.2   0.8    12   186    19   198    11   202 0.82 -
75704at6656_108931_0:000186|TRINITY_DN80219_c1_g1_i5:452-1330|+    -            293 87928at6656          -            293     1e-15   56.8   1.0   2   2       9.9   1.5e+02    0.4   0.0   207   234   248   276   236   285 0.78 -
75704at6656_108931_0:000186|TRINITY_DN80219_c1_g1_i6:449-1327|+    -            293 87928at6656          -            293     1e-15   56.8   1.0   1   2   4.1e-16   6.3e-15   54.2   0.8    12   186    19   198    11   202 0.82 -
75704at6656_108931_0:000186|TRINITY_DN80219_c1_g1_i6:449-1327|+    -            293 87928at6656          -            293     1e-15   56.8   1.0   2   2       9.9   1.5e+02    0.4   0.0   207   234   248   276   236   285 0.78 -
75704at6656_108931_0:000186|TRINITY_DN80219_c1_g1_i8:450-1328|+    -            293 87928at6656          -            293     1e-15   56.8   1.0   1   2   4.1e-16   6.3e-15   54.2   0.8    12   186    19   198    11   202 0.82 -
75704at6656_108931_0:000186|TRINITY_DN80219_c1_g1_i8:450-1328|+    -            293 87928at6656          -            293     1e-15   56.8   1.0   2   2       9.9   1.5e+02    0.4   0.0   207   234   248   276   236   285 0.78 -
75704at6656_108931_0:000186|TRINITY_DN80219_c1_g1_i9:450-1328|+    -            293 87928at6656          -            293     1e-15   56.8   1.0   1   2   4.1e-16   6.3e-15   54.2   0.8    12   186    19   198    11   202 0.82 -
75704at6656_108931_0:000186|TRINITY_DN80219_c1_g1_i9:450-1328|+    -            293 87928at6656          -            293     1e-15   56.8   1.0   2   2       9.9   1.5e+02    0.4   0.0   207   234   248   276   236   285 0.78 -
75704at6656_6850_0:0037e3|TRINITY_DN80246_c12_g2_i1:27-731|-       -            235 87928at6656          -            293   1.1e-15   56.6   0.0   1   1     1e-16   1.5e-15   56.2   0.0    31   182    47   204    41   211 0.86 -
67491at6656_52612_0:000b9a|TRINITY_DN80246_c12_g2_i3:597-1307|-    -            237 87928at6656          -            293   1.1e-15   56.6   0.0   1   1     1e-16   1.6e-15   56.1   0.0    31   182    63   220    57   227 0.86 -
28325at6656_52283_0:001727|TRINITY_DN88915_c8_g2_i10:521-1108|+    -            196 87928at6656          -            293   1.5e-15   56.2   0.0   1   1   1.2e-16   1.8e-15   56.0   0.0    22   163    39   190    28   196 0.77 -
87928at6656_7130_0:00201f|TRINITY_DN78732_c12_g1_i3:7-294|-        -             96 87928at6656          -            293   1.8e-15   56.0   0.0   1   1   1.2e-16   1.9e-15   55.8   0.0    94   178     3    96     1    96 0.85 -
75704at6656_218467_0:0015fb|TRINITY_DN90056_c12_g1_i2:511-1149|-   -            213 87928at6656          -            293   2.1e-15   55.8   0.0   1   1   2.9e-16   4.5e-15   54.6   0.0    94   175    23   112    11   121 0.85 -
75704at6656_133901_0:001b12|TRINITY_DN72653_c10_g1_i4:2717-3433|-  -            239 87928at6656          -            293   2.9e-15   55.2   0.0   1   1   1.1e-15   1.7e-14   52.7   0.0    74   182    31   154    15   163 0.78 -
75704at6656_133901_0:001b12|TRINITY_DN72653_c10_g1_i5:2548-3264|-  -            239 87928at6656          -            293   2.9e-15   55.2   0.0   1   1   1.1e-15   1.7e-14   52.7   0.0    74   182    31   154    15   163 0.78 -
67491at6656_48709_0:0038f2|TRINITY_DN74810_c14_g1_i1:863-1735|-    -            291 87928at6656          -            293   3.1e-15   55.1   0.0   1   1   2.8e-16   4.4e-15   54.7   0.0    35   186    68   236    51   289 0.73 -
67491at6656_48709_0:0038f2|TRINITY_DN74810_c14_g1_i2:863-1735|-    -            291 87928at6656          -            293   3.1e-15   55.1   0.0   1   1   2.8e-16   4.4e-15   54.7   0.0    35   186    68   236    51   289 0.73 -
75704at6656_568069_0:00212a|TRINITY_DN78548_c5_g2_i10:464-1492|-   -            343 87928at6656          -            293   3.5e-15   55.0   1.5   1   2   7.8e-15   1.2e-13   49.9   1.1    50   183    90   234    51   291 0.80 -
75704at6656_568069_0:00212a|TRINITY_DN78548_c5_g2_i10:464-1492|-   -            343 87928at6656          -            293   3.5e-15   55.0   1.5   2   2         2        31    2.6   0.0   201   235   302   335   298   342 0.84 -
75704at6656_568069_0:00212a|TRINITY_DN78548_c5_g2_i11:464-1492|-   -            343 87928at6656          -            293   3.5e-15   55.0   1.5   1   2   7.8e-15   1.2e-13   49.9   1.1    50   183    90   234    51   291 0.80 -
75704at6656_568069_0:00212a|TRINITY_DN78548_c5_g2_i11:464-1492|-   -            343 87928at6656          -            293   3.5e-15   55.0   1.5   2   2         2        31    2.6   0.0   201   235   302   335   298   342 0.84 -
75704at6656_568069_0:00212a|TRINITY_DN78548_c5_g2_i2:464-1492|-    -            343 87928at6656          -            293   3.5e-15   55.0   1.5   1   2   7.8e-15   1.2e-13   49.9   1.1    50   183    90   234    51   291 0.80 -
75704at6656_568069_0:00212a|TRINITY_DN78548_c5_g2_i2:464-1492|-    -            343 87928at6656          -            293   3.5e-15   55.0   1.5   2   2         2        31    2.6   0.0   201   235   302   335   298   342 0.84 -
75704at6656_568069_0:00212a|TRINITY_DN78548_c5_g2_i3:464-1492|-    -            343 87928at6656          -            293   3.5e-15   55.0   1.5   1   2   7.8e-15   1.2e-13   49.9   1.1    50   183    90   234    51   291 0.80 -
75704at6656_568069_0:00212a|TRINITY_DN78548_c5_g2_i3:464-1492|-    -            343 87928at6656          -            293   3.5e-15   55.0   1.5   2   2         2        31    2.6   0.0   201   235   302   335   298   342 0.84 -
75704at6656_568069_0:00212a|TRINITY_DN78548_c5_g2_i6:464-1492|-    -            343 87928at6656          -            293   3.5e-15   55.0   1.5   1   2   7.8e-15   1.2e-13   49.9   1.1    50   183    90   234    51   291 0.80 -
75704at6656_568069_0:00212a|TRINITY_DN78548_c5_g2_i6:464-1492|-    -            343 87928at6656          -            293   3.5e-15   55.0   1.5   2   2         2        31    2.6   0.0   201   235   302   335   298   342 0.84 -
75704at6656_568069_0:00212a|TRINITY_DN78548_c5_g2_i7:464-1492|-    -            343 87928at6656          -            293   3.5e-15   55.0   1.5   1   2   7.8e-15   1.2e-13   49.9   1.1    50   183    90   234    51   291 0.80 -
75704at6656_568069_0:00212a|TRINITY_DN78548_c5_g2_i7:464-1492|-    -            343 87928at6656          -            293   3.5e-15   55.0   1.5   2   2         2        31    2.6   0.0   201   235   302   335   298   342 0.84 -
75704at6656_568069_0:00212a|TRINITY_DN78548_c5_g2_i8:464-1492|-    -            343 87928at6656          -            293   3.5e-15   55.0   1.5   1   2   7.8e-15   1.2e-13   49.9   1.1    50   183    90   234    51   291 0.80 -
75704at6656_568069_0:00212a|TRINITY_DN78548_c5_g2_i8:464-1492|-    -            343 87928at6656          -            293   3.5e-15   55.0   1.5   2   2         2        31    2.6   0.0   201   235   302   335   298   342 0.84 -
75704at6656_568069_0:00212a|TRINITY_DN78548_c5_g2_i9:464-1492|-    -            343 87928at6656          -            293   3.5e-15   55.0   1.5   1   2   7.8e-15   1.2e-13   49.9   1.1    50   183    90   234    51   291 0.80 -
75704at6656_568069_0:00212a|TRINITY_DN78548_c5_g2_i9:464-1492|-    -            343 87928at6656          -            293   3.5e-15   55.0   1.5   2   2         2        31    2.6   0.0   201   235   302   335   298   342 0.84 -
28325at6656_52283_0:001727|TRINITY_DN92743_c3_g3_i1:196-843|+      -            216 87928at6656          -            293   3.5e-15   55.0   0.1   1   1   2.6e-16     4e-15   54.8   0.1    35   176    64   212    43   216 0.76 -
28325at6656_52283_0:001727|TRINITY_DN92743_c3_g3_i3:213-860|+      -            216 87928at6656          -            293   3.5e-15   55.0   0.1   1   1   2.6e-16     4e-15   54.8   0.1    35   176    64   212    43   216 0.76 -
28325at6656_52283_0:001727|TRINITY_DN92743_c3_g3_i5:232-879|+      -            216 87928at6656          -            293   3.5e-15   55.0   0.1   1   1   2.6e-16     4e-15   54.8   0.1    35   176    64   212    43   216 0.76 -
75704at6656_116153_0:001e0e|TRINITY_DN77142_c15_g1_i6:25-948|+     -            308 87928at6656          -            293   4.2e-15   54.7   0.2   1   1   1.5e-15   2.3e-14   52.3   0.0    30   185    33   210    16   220 0.70 -
75704at6656_116153_0:001e0e|TRINITY_DN77142_c15_g1_i5:56-922|+     -            289 87928at6656          -            293   4.8e-15   54.6   0.2   1   1   1.5e-15   2.4e-14   52.3   0.0    31   185    15   191     1   202 0.70 -
75704at6656_1629725_0:000be4|TRINITY_DN77142_c15_g1_i3:261-1256|+  -            332 87928at6656          -            293   5.6e-15   54.3   0.1   1   1   1.8e-15   2.9e-14   52.0   0.0    30   185    57   234    40   244 0.70 -
28325at6656_294128_0:00404f|TRINITY_DN90931_c11_g2_i6:109-3145|+   -           1006 87928at6656          -            293   6.4e-15   54.1   0.0   1   1   4.1e-16   6.4e-15   54.1   0.0    62   234    95   267    65   288 0.75 -
28325at6656_294128_0:00404f|TRINITY_DN90931_c11_g2_i8:428-3464|+   -           1006 87928at6656          -            293   6.4e-15   54.1   0.0   1   1   4.1e-16   6.4e-15   54.1   0.0    62   234    95   267    65   288 0.75 -
28325at6656_294128_0:00404f|TRINITY_DN90931_c11_g2_i9:109-3306|+   -           1012 87928at6656          -            293   6.4e-15   54.1   0.0   1   1   4.2e-16   6.4e-15   54.1   0.0    62   234    95   267    65   288 0.75 -
28325at6656_294128_0:00404f|TRINITY_DN90931_c11_g2_i2:109-3153|+   -           1015 87928at6656          -            293   6.4e-15   54.1   0.0   1   1   4.2e-16   6.4e-15   54.1   0.0    62   234    95   267    65   288 0.75 -
28325at6656_294128_0:00404f|TRINITY_DN90931_c11_g2_i4:428-3472|+   -           1015 87928at6656          -            293   6.4e-15   54.1   0.0   1   1   4.2e-16   6.4e-15   54.1   0.0    62   234    95   267    65   288 0.75 -
75704at6656_418985_0:000247|TRINITY_DN89550_c8_g1_i2:3060-3746|+   -            229 87928at6656          -            293   7.6e-15   53.9   0.1   1   1   7.5e-14   1.2e-12   46.7   0.1    62   232    14   198     7   202 0.72 -
75704at6656_418985_0:000247|TRINITY_DN89550_c8_g1_i4:3469-4155|+   -            229 87928at6656          -            293   7.6e-15   53.9   0.1   1   1   7.5e-14   1.2e-12   46.7   0.1    62   232    14   198     7   202 0.72 -
67491at6656_6832_0:0001cd|TRINITY_DN82251_c11_g1_i2:2409-3458|-    -            350 87928at6656          -            293   8.2e-15   53.8   0.0   1   1     1e-15   1.5e-14   52.9   0.0    14   181    84   254    73   259 0.79 -
67491at6656_6832_0:0001cd|TRINITY_DN82251_c11_g1_i3:2409-3458|-    -            350 87928at6656          -            293   8.2e-15   53.8   0.0   1   1     1e-15   1.5e-14   52.9   0.0    14   181    84   254    73   259 0.79 -
67491at6656_6973_0:001383|TRINITY_DN72597_c13_g2_i1:301-855|-      -            185 87928at6656          -            293   1.5e-14   52.9   0.1   1   1   1.2e-15   1.8e-14   52.6   0.1    30   135    73   180    51   184 0.90 -
28325at6656_143948_0:0008f3|TRINITY_DN92124_c12_g1_i10:422-1363|-  -            314 87928at6656          -            293   1.6e-14   52.9   0.0   1   1   2.3e-15   3.5e-14   51.7   0.0     5   198    29   251    26   309 0.65 -
28325at6656_143948_0:0008f3|TRINITY_DN92124_c12_g1_i2:422-1363|-   -            314 87928at6656          -            293   1.6e-14   52.9   0.0   1   1   2.3e-15   3.5e-14   51.7   0.0     5   198    29   251    26   309 0.65 -
28325at6656_143948_0:0008f3|TRINITY_DN92124_c12_g1_i6:422-1363|-   -            314 87928at6656          -            293   1.6e-14   52.9   0.0   1   1   2.3e-15   3.5e-14   51.7   0.0     5   198    29   251    26   309 0.65 -
28325at6656_143948_0:0008f3|TRINITY_DN92124_c12_g1_i7:422-1363|-   -            314 87928at6656          -            293   1.6e-14   52.9   0.0   1   1   2.3e-15   3.5e-14   51.7   0.0     5   198    29   251    26   309 0.65 -
28325at6656_143948_0:0008f3|TRINITY_DN92124_c12_g1_i9:422-1363|-   -            314 87928at6656          -            293   1.6e-14   52.9   0.0   1   1   2.3e-15   3.5e-14   51.7   0.0     5   198    29   251    26   309 0.65 -
75704at6656_143948_0:0027d4|TRINITY_DN87701_c11_g4_i11:330-578|+   -             83 87928at6656          -            293   1.7e-14   52.7   0.4   1   1   1.1e-15   1.7e-14   52.7   0.4   145   186     8    49     3    79 0.94 -
75704at6656_143948_0:0027d4|TRINITY_DN87701_c11_g4_i6:330-578|+    -             83 87928at6656          -            293   1.7e-14   52.7   0.4   1   1   1.1e-15   1.7e-14   52.7   0.4   145   186     8    49     3    79 0.94 -
75704at6656_143948_0:0027d4|TRINITY_DN87701_c11_g4_i7:330-578|+    -             83 87928at6656          -            293   1.7e-14   52.7   0.4   1   1   1.1e-15   1.7e-14   52.7   0.4   145   186     8    49     3    79 0.94 -
75704at6656_40932_0:0055de|TRINITY_DN82648_c9_g3_i4:239-580|+      -            114 87928at6656          -            293   1.7e-14   52.7   1.7   1   1   1.3e-15   1.9e-14   52.5   1.7    31   124    18   108     2   113 0.88 -
75704at6656_143948_0:0027d4|TRINITY_DN87701_c11_g4_i14:330-671|+   -            114 87928at6656          -            293     2e-14   52.5   0.2   1   1   1.4e-15   2.2e-14   52.4   0.2   145   188     8    51     3    92 0.83 -
75704at6656_40932_0:0055de|TRINITY_DN82648_c9_g3_i3:35-451|+       -            139 87928at6656          -            293   2.5e-14   52.2   2.2   1   1     2e-15     3e-14   51.9   2.2    31   123    43   132    11   138 0.84 -
28325at6656_52283_0:001727|TRINITY_DN84818_c9_g2_i10:1308-2138|+   -            277 87928at6656          -            293   3.1e-14   51.9   0.1   1   1   2.5e-15   3.9e-14   51.5   0.1    31   175    48   200    39   237 0.85 -
28325at6656_52283_0:001727|TRINITY_DN84818_c9_g2_i13:1308-2138|+   -            277 87928at6656          -            293   3.1e-14   51.9   0.1   1   1   2.5e-15   3.9e-14   51.5   0.1    31   175    48   200    39   237 0.85 -
28325at6656_52283_0:001727|TRINITY_DN84818_c9_g2_i14:1308-2138|+   -            277 87928at6656          -            293   3.1e-14   51.9   0.1   1   1   2.5e-15   3.9e-14   51.5   0.1    31   175    48   200    39   237 0.85 -
28325at6656_52283_0:001727|TRINITY_DN84818_c9_g2_i8:1308-2138|+    -            277 87928at6656          -            293   3.1e-14   51.9   0.1   1   1   2.5e-15   3.9e-14   51.5   0.1    31   175    48   200    39   237 0.85 -
28325at6656_52283_0:001727|TRINITY_DN84818_c9_g2_i9:1308-2138|+    -            277 87928at6656          -            293   3.1e-14   51.9   0.1   1   1   2.5e-15   3.9e-14   51.5   0.1    31   175    48   200    39   237 0.85 -
28325at6656_52283_0:001727|TRINITY_DN72960_c11_g2_i1:94-2599|+     -            188 87928at6656          -            293   6.3e-14   50.9   0.0   1   1   4.3e-15   6.6e-14   50.8   0.0    83   173    80   181    20   188 0.75 -
28325at6656_52283_0:001727|TRINITY_DN72960_c11_g2_i4:94-926|+      -            188 87928at6656          -            293   6.3e-14   50.9   0.0   1   1   4.3e-15   6.6e-14   50.8   0.0    83   173    80   181    20   188 0.75 -
28325at6656_52283_0:001727|TRINITY_DN72960_c11_g2_i3:94-2417|+     -            188 87928at6656          -            293   6.7e-14   50.8   0.0   1   1   4.7e-15   7.2e-14   50.7   0.0    74   173    73   181    20   188 0.74 -
67491at6656_7200_0:000ae8|TRINITY_DN89551_c11_g2_i2:115-1089|-     -            325 87928at6656          -            293   1.2e-13   50.0   0.0   1   2   2.4e-13   3.8e-12   45.0   0.0    33   173    74   230    50   243 0.71 -
67491at6656_7200_0:000ae8|TRINITY_DN89551_c11_g2_i2:115-1089|-     -            325 87928at6656          -            293   1.2e-13   50.0   0.0   2   2       1.8        28    2.8   0.0   216   234   297   315   292   321 0.90 -
75704at6656_114398_0:002664|TRINITY_DN72960_c11_g2_i5:70-1008|+    -            313 87928at6656          -            293   1.2e-13   50.0   0.0   1   1   3.2e-14   4.9e-13   48.0   0.0    84   173   118   218    96   231 0.82 -
47500at6656_34638_0:002c8d|TRINITY_DN86528_c3_g1_i4:1496-2281|-    -            262 87928at6656          -            293   2.2e-13   49.1   0.1   1   1   2.1e-14   3.2e-13   48.6   0.1    18   173    26   193    22   206 0.82 -
28325at6656_378494_0:006207|TRINITY_DN86962_c10_g2_i15:2213-2701|- -            163 87928at6656          -            293   2.9e-13   48.7   0.0   1   1   2.1e-14   3.2e-13   48.6   0.0    63   178    23   138     1   147 0.74 -
28325at6656_378494_0:006207|TRINITY_DN86962_c10_g2_i16:1942-2430|- -            163 87928at6656          -            293   2.9e-13   48.7   0.0   1   1   2.1e-14   3.2e-13   48.6   0.0    63   178    23   138     1   147 0.74 -
28325at6656_378494_0:006207|TRINITY_DN86962_c10_g2_i18:1942-2430|- -            163 87928at6656          -            293   2.9e-13   48.7   0.0   1   1   2.1e-14   3.2e-13   48.6   0.0    63   178    23   138     1   147 0.74 -
28325at6656_378494_0:006207|TRINITY_DN86962_c10_g2_i1:2216-2704|-  -            163 87928at6656          -            293   2.9e-13   48.7   0.0   1   1   2.1e-14   3.2e-13   48.6   0.0    63   178    23   138     1   147 0.74 -
28325at6656_378494_0:006207|TRINITY_DN86962_c10_g2_i2:1942-2430|-  -            163 87928at6656          -            293   2.9e-13   48.7   0.0   1   1   2.1e-14   3.2e-13   48.6   0.0    63   178    23   138     1   147 0.74 -
28325at6656_378494_0:006207|TRINITY_DN86962_c10_g2_i3:2216-2704|-  -            163 87928at6656          -            293   2.9e-13   48.7   0.0   1   1   2.1e-14   3.2e-13   48.6   0.0    63   178    23   138     1   147 0.74 -
28325at6656_378494_0:006207|TRINITY_DN86962_c10_g2_i4:2213-2701|-  -            163 87928at6656          -            293   2.9e-13   48.7   0.0   1   1   2.1e-14   3.2e-13   48.6   0.0    63   178    23   138     1   147 0.74 -
28325at6656_378494_0:006207|TRINITY_DN86962_c10_g2_i5:2216-2704|-  -            163 87928at6656          -            293   2.9e-13   48.7   0.0   1   1   2.1e-14   3.2e-13   48.6   0.0    63   178    23   138     1   147 0.74 -
28325at6656_378494_0:006207|TRINITY_DN86962_c10_g2_i6:1939-2427|-  -            163 87928at6656          -            293   2.9e-13   48.7   0.0   1   1   2.1e-14   3.2e-13   48.6   0.0    63   178    23   138     1   147 0.74 -
28325at6656_378494_0:006207|TRINITY_DN86962_c10_g2_i8:1939-2427|-  -            163 87928at6656          -            293   2.9e-13   48.7   0.0   1   1   2.1e-14   3.2e-13   48.6   0.0    63   178    23   138     1   147 0.74 -
28325at6656_378494_0:006207|TRINITY_DN86962_c10_g2_i9:1942-2430|-  -            163 87928at6656          -            293   2.9e-13   48.7   0.0   1   1   2.1e-14   3.2e-13   48.6   0.0    63   178    23   138     1   147 0.74 -
66366at6656_54969_0:002f60|TRINITY_DN74731_c10_g1_i1:61-537|+      -            159 87928at6656          -            293   3.1e-13   48.6   0.1   1   1   2.6e-14     4e-13   48.2   0.1    21   135    36   158    21   159 0.72 -
75704at6656_407821_0:004986|TRINITY_DN91199_c5_g2_i10:1022-1459|-  -            146 87928at6656          -            293   4.7e-13   48.0   0.0   1   2   6.8e-10   1.1e-08   33.7   0.0    97   137     2    45     1    53 0.89 -
75704at6656_407821_0:004986|TRINITY_DN91199_c5_g2_i10:1022-1459|-  -            146 87928at6656          -            293   4.7e-13   48.0   0.0   2   2    0.0018     0.028   12.6   0.0   144   181    78   115    63   135 0.82 -
75704at6656_407821_0:004986|TRINITY_DN91199_c5_g2_i12:1022-1459|-  -            146 87928at6656          -            293   4.7e-13   48.0   0.0   1   2   6.8e-10   1.1e-08   33.7   0.0    97   137     2    45     1    53 0.89 -
75704at6656_407821_0:004986|TRINITY_DN91199_c5_g2_i12:1022-1459|-  -            146 87928at6656          -            293   4.7e-13   48.0   0.0   2   2    0.0018     0.028   12.6   0.0   144   181    78   115    63   135 0.82 -
75704at6656_407821_0:004986|TRINITY_DN91199_c5_g2_i13:1022-1459|-  -            146 87928at6656          -            293   4.7e-13   48.0   0.0   1   2   6.8e-10   1.1e-08   33.7   0.0    97   137     2    45     1    53 0.89 -
75704at6656_407821_0:004986|TRINITY_DN91199_c5_g2_i13:1022-1459|-  -            146 87928at6656          -            293   4.7e-13   48.0   0.0   2   2    0.0018     0.028   12.6   0.0   144   181    78   115    63   135 0.82 -
75704at6656_407821_0:004986|TRINITY_DN91199_c5_g2_i16:1022-1459|-  -            146 87928at6656          -            293   4.7e-13   48.0   0.0   1   2   6.8e-10   1.1e-08   33.7   0.0    97   137     2    45     1    53 0.89 -
75704at6656_407821_0:004986|TRINITY_DN91199_c5_g2_i16:1022-1459|-  -            146 87928at6656          -            293   4.7e-13   48.0   0.0   2   2    0.0018     0.028   12.6   0.0   144   181    78   115    63   135 0.82 -
75704at6656_407821_0:004986|TRINITY_DN91199_c5_g2_i3:1022-1459|-   -            146 87928at6656          -            293   4.7e-13   48.0   0.0   1   2   6.8e-10   1.1e-08   33.7   0.0    97   137     2    45     1    53 0.89 -
75704at6656_407821_0:004986|TRINITY_DN91199_c5_g2_i3:1022-1459|-   -            146 87928at6656          -            293   4.7e-13   48.0   0.0   2   2    0.0018     0.028   12.6   0.0   144   181    78   115    63   135 0.82 -
28325at6656_378494_0:006207|TRINITY_DN86962_c10_g2_i11:1942-2313|- -            124 87928at6656          -            293     5e-13   47.9   0.0   1   1   3.8e-14   5.8e-13   47.7   0.0    92   178    10    99     2   109 0.83 -
28325at6656_378494_0:006207|TRINITY_DN86962_c10_g2_i7:2216-2587|-  -            124 87928at6656          -            293     5e-13   47.9   0.0   1   1   3.8e-14   5.8e-13   47.7   0.0    92   178    10    99     2   109 0.83 -
47500at6656_1629725_0:00090b|TRINITY_DN86528_c3_g1_i5:1523-2707|-  -            395 87928at6656          -            293   6.1e-13   47.6   0.1   1   1   6.2e-14   9.6e-13   47.0   0.1    18   173   168   335   165   347 0.81 -
67491at6656_69004_0:0001d8|TRINITY_DN90582_c6_g1_i1:270-1142|+     -            291 87928at6656          -            293   6.2e-13   47.6   0.0   1   1   5.9e-14   9.1e-13   47.1   0.0    34   172    94   236    80   289 0.83 -
97865at6656_7395_0:0011bf|TRINITY_DN76600_c14_g1_i10:225-1340|+    -            372 87928at6656          -            293   6.5e-13   47.5   0.1   1   2   6.5e-13     1e-11   43.6   0.1    24   183    73   249    40   258 0.68 -
97865at6656_7395_0:0011bf|TRINITY_DN76600_c14_g1_i10:225-1340|+    -            372 87928at6656          -            293   6.5e-13   47.5   0.1   2   2       3.9        60    1.7   0.0   217   234   338   355   326   367 0.84 -
97865at6656_7395_0:0011bf|TRINITY_DN76600_c14_g1_i4:518-1633|+     -            372 87928at6656          -            293   6.5e-13   47.5   0.1   1   2   6.5e-13     1e-11   43.6   0.1    24   183    73   249    40   258 0.68 -
97865at6656_7395_0:0011bf|TRINITY_DN76600_c14_g1_i4:518-1633|+     -            372 87928at6656          -            293   6.5e-13   47.5   0.1   2   2       3.9        60    1.7   0.0   217   234   338   355   326   367 0.84 -
97865at6656_7395_0:0011bf|TRINITY_DN76600_c14_g1_i7:518-2027|+     -            372 87928at6656          -            293   6.5e-13   47.5   0.1   1   2   6.5e-13     1e-11   43.6   0.1    24   183    73   249    40   258 0.68 -
97865at6656_7395_0:0011bf|TRINITY_DN76600_c14_g1_i7:518-2027|+     -            372 87928at6656          -            293   6.5e-13   47.5   0.1   2   2       3.9        60    1.7   0.0   217   234   338   355   326   367 0.84 -
